Airline,Origin,Destination,Delay
DL,TUL,DTW,2.96
DL,MSP,MEM,2.95
DL,CVG,MSP,2.95
DL,ROA,ATL,2.93
DL,ATL,PHF,2.93
DL,ATL,CAE,2.92
DL,ATL,PHX,2.91
DL,ATL,BDL,2.91
DL,JFK,SAN,2.91
DL,ATL,STT,2.87
DL,RDU,DTW,2.87
DL,ATL,IAD,2.84
DL,FLL,DTW,2.83
DL,SRQ,ATL,2.83
DL,SEA,HNL,2.83
DL,EYW,ATL,2.82
DL,DCA,MSP,2.82
DL,ATL,HSV,2.81
DL,MCO,SLC,2.81
DL,MSP,BUF,2.8
DL,MCI,LAX,2.8
DL,TPA,LAX,2.78
DL,LAX,BOS,2.74
DL,MSP,BIL,2.74
DL,ATL,CMH,2.73
DL,SEA,AUS,2.72
DL,JFK,SLC,2.71
DL,LAX,MCI,2.7
DL,LAX,AUS,2.69
DL,VPS,ATL,2.68
DL,MSY,SLC,2.68
DL,ATL,SAV,2.66
DL,ABE,ATL,2.65
DL,PHX,SLC,2.65
DL,SEA,PHX,2.64
DL,DTW,BWI,2.63
DL,LAX,BZN,2.62
DL,SLC,MSO,2.62
DL,ATL,SYR,2.61
DL,ATL,IND,2.61
DL,BUF,LGA,2.6
DL,TUS,MSP,2.59
DL,ATL,HDN,2.55
DL,ATL,TLH,2.54
DL,JFK,JAX,2.54
DL,ATL,TYS,2.52
DL,ATL,JAN,2.52
DL,MSP,FSD,2.51
DL,ATL,OMA,2.5
DL,BZN,ATL,2.49
DL,DTW,ATL,2.48
DL,PBI,ATL,2.46
DL,DTW,MDT,2.43
DL,SLC,ATL,2.41
DL,ATL,LFT,2.41
DL,AGS,LGA,2.4
DL,JAC,SLC,2.4
DL,ATL,CVG,2.4
DL,ATL,DAL,2.39
DL,ATL,CID,2.38
DL,DTW,MCO,2.37
DL,SAT,ATL,2.37
DL,ATL,ONT,2.36
DL,BOS,STT,2.35
DL,TLH,ATL,2.35
DL,DTW,SYR,2.34
DL,RNO,MSP,2.34
DL,DTW,BDL,2.33
DL,JAC,ATL,2.32
DL,ATL,ATW,2.32
DL,ATL,SDF,2.31
DL,SLC,IND,2.31
DL,SLC,SEA,2.3
DL,ATL,XNA,2.29
DL,PHL,ATL,2.29
DL,JFK,AUS,2.28
DL,ATL,CLT,2.28
DL,ATL,MCI,2.27
DL,ATL,GSO,2.27
DL,DTW,MSN,2.25
DL,ATL,LIT,2.24
DL,RDU,SLC,2.24
DL,DEN,CVG,2.23
DL,ATL,AVP,2.23
DL,ATL,SGF,2.23
DL,BUF,MSP,2.23
DL,BOS,SAV,2.2
DL,BNA,ATL,2.2
DL,ICT,ATL,2.19
DL,SLC,ONT,2.19
DL,ATL,SAN,2.18
DL,MSP,SEA,2.17
DL,ATL,SNA,2.17
DL,ATL,CAK,2.16
DL,LAX,DTW,2.15
DL,LAX,MSP,2.15
DL,CLT,ATL,2.14
DL,MCO,DTW,2.11
DL,ATL,BUF,2.11
DL,DTW,CVG,2.11
DL,CVG,DTW,2.11
DL,SEA,DEN,2.1
DL,ATL,MYR,2.09
DL,MSP,DLH,2.09
DL,SLC,SAT,2.08
DL,BTR,ATL,2.07
DL,IND,SEA,2.07
DL,SAN,SEA,2.05
DL,HNL,LAX,2.05
DL,IAD,ATL,2.04
DL,XNA,ATL,2.04
DL,CHA,ATL,2.04
DL,TPA,DTW,2.03
DL,MSP,FCA,2.03
DL,JFK,DTW,2.02
DL,ATL,CHS,2.02
DL,HNL,SEA,2.01
DL,MSP,PIT,1.98
DL,DEN,DTW,1.98
DL,ATL,RNO,1.96
DL,PDX,JFK,1.96
DL,IND,MSP,1.96
DL,FCA,SLC,1.95
DL,MSP,GRR,1.94
DL,DTW,MKE,1.94
DL,ATL,SAT,1.94
DL,LAX,PDX,1.93
DL,MCO,MSP,1.92
DL,TPA,CVG,1.92
DL,FAI,SEA,1.91
DL,MEM,ATL,1.9
DL,DSM,ATL,1.9
DL,LAX,OGG,1.89
DL,MLB,ATL,1.88
DL,RDU,FLL,1.86
DL,FSD,MSP,1.86
DL,MSP,DFW,1.86
DL,IND,ATL,1.79
DL,DTW,IND,1.76
DL,STL,ATL,1.76
DL,CAE,ATL,1.76
DL,ATL,LEX,1.75
DL,DTW,MEM,1.73
DL,DAY,ATL,1.71
DL,ATL,PIT,1.71
DL,DTW,PVD,1.7
DL,PSP,MSP,1.69
DL,ATL,MLB,1.69
DL,DTW,MIA,1.68
DL,AUS,MSP,1.67
DL,SEA,PDX,1.67
DL,SLC,CVG,1.66
DL,SLC,GEG,1.65
DL,TRI,ATL,1.64
DL,SLC,MSP,1.61
DL,SEA,ATL,1.61
DL,OMA,ATL,1.61
DL,MSP,DEN,1.6
DL,MSP,OMA,1.6
DL,GSP,ATL,1.6
DL,SAV,ATL,1.6
DL,MKE,ATL,1.57
DL,SLC,RNO,1.56
DL,ATL,MSN,1.55
DL,ATL,MKE,1.54
DL,DTW,TPA,1.52
DL,CVG,LAX,1.48
DL,BWI,SLC,1.48
DL,ATL,EYW,1.48
DL,ATL,ICT,1.48
DL,RSW,JFK,1.45
DL,ATL,HOU,1.43
DL,IND,LAX,1.39
DL,SLC,MCI,1.39
DL,SAN,SLC,1.38
DL,ATL,SMF,1.37
DL,COS,ATL,1.37
DL,ATL,MDW,1.36
DL,SLC,PIT,1.36
DL,PNS,ATL,1.36
DL,DTW,JAX,1.35
DL,BNA,DTW,1.32
DL,SEA,MSP,1.32
DL,MCI,ATL,1.31
DL,ATL,LAS,1.31
DL,ATL,DAY,1.31
DL,ANC,MSP,1.31
DL,TUL,ATL,1.3
DL,MSP,SMF,1.3
DL,SLC,DEN,1.29
DL,SEA,MCO,1.28
DL,DTW,DEN,1.28
DL,SFO,DTW,1.27
DL,SLC,BIL,1.25
DL,LAS,SLC,1.24
DL,SLC,BZN,1.21
DL,DEN,SEA,1.21
DL,LFT,ATL,1.2
DL,DTW,GSP,1.17
DL,SLC,MCO,1.16
DL,RDU,LAS,1.16
DL,JAX,ATL,1.16
DL,JFK,HNL,1.14
DL,DTW,GRB,1.1
DL,SLC,IAD,1.1
DL,ATL,GRR,1.1
DL,SLC,LAS,1.09
DL,LAS,SEA,1.09
DL,FLL,MSP,1.08
DL,MEM,LAX,1.04
DL,DTW,PHX,1.04
DL,ATL,ALB,1.02
DL,RAP,MSP,1.01
DL,MSP,CLT,1
DL,ATL,OKC,0.99
DL,MDW,ATL,0.98
DL,ATL,FNT,0.96
DL,ROC,ATL,0.94
DL,STL,DTW,0.93
DL,SLC,MKE,0.93
DL,SEA,ANC,0.92
DL,AUS,DTW,0.91
DL,SBN,ATL,0.91
DL,GEG,MSP,0.9
DL,CVG,ATL,0.89
DL,SLC,BOS,0.86
DL,PHF,ATL,0.85
DL,GPT,ATL,0.85
DL,EVV,ATL,0.85
DL,MSP,BWI,0.84
DL,DTW,FLL,0.82
DL,SLC,FCA,0.82
DL,DTW,SLC,0.82
DL,SDF,ATL,0.81
DL,ATL,DSM,0.79
DL,ATL,TUL,0.78
DL,SLC,SMF,0.78
DL,RNO,SLC,0.77
DL,SEA,SLC,0.75
DL,DTW,RDU,0.74
DL,SLC,OAK,0.73
DL,SEA,IAD,0.72
DL,SLC,BOI,0.71
DL,DTW,BNA,0.69
DL,SLC,PDX,0.68
DL,MSP,DCA,0.67
DL,AUS,SLC,0.67
DL,SLC,SAN,0.65
DL,DTW,IAH,0.64
DL,AVP,ATL,0.64
DL,JAN,ATL,0.63
DL,RIC,ATL,0.63
DL,ATL,PDX,0.62
DL,TVC,MSP,0.6
DL,RSW,DTW,0.6
DL,DTW,TYS,0.6
DL,MYR,ATL,0.59
DL,SEA,MSY,0.59
DL,SLC,DCA,0.58
DL,MSP,DTW,0.57
DL,DTW,MSP,0.57
DL,MSP,MSN,0.56
DL,DFW,MSP,0.56
DL,MSP,BZN,0.52
DL,ELP,ATL,0.52
DL,SEA,DTW,0.52
DL,SLC,PHL,0.51
DL,SRQ,DTW,0.51
DL,SLC,STL,0.5
DL,MDT,ATL,0.48
DL,MSP,SJC,0.47
DL,LEX,ATL,0.47
DL,MSP,GEG,0.47
DL,ATL,ELP,0.45
DL,SNA,MSP,0.45
DL,AVL,ATL,0.43
DL,LAX,LIH,0.43
DL,PDX,SEA,0.43
DL,MSP,STL,0.42
DL,SLC,FLL,0.42
DL,MKE,DTW,0.42
DL,MCI,SLC,0.41
DL,SYR,MSP,0.4
DL,LAX,IND,0.4
DL,ATL,SJC,0.39
DL,MSP,PHX,0.39
DL,MSP,MCO,0.38
DL,SJU,DTW,0.36
DL,DTW,ATW,0.36
DL,LAX,CMH,0.31
DL,BZN,LAX,0.31
DL,LAX,KOA,0.3
DL,CHO,ATL,0.3
DL,SLC,BNA,0.28
DL,SJC,SLC,0.26
DL,JFK,LAS,0.26
DL,GRR,ATL,0.26
DL,BDL,MCO,0.22
DL,SLC,MIA,0.22
DL,LGA,MSY,0.21
DL,DTW,SEA,0.19
DL,MSN,ATL,0.18
DL,PIT,ATL,0.17
DL,SLC,MSY,0.16
DL,ATL,ABE,0.14
DL,STL,MSP,0.12
DL,MSP,BDL,0.11
DL,ONT,ATL,0.11
DL,ATL,MDT,0.09
DL,SMF,SLC,0.08
DL,MSO,SLC,0.06
DL,GRR,MSP,0.05
DL,DTW,SAT,0.03
DL,GEG,SLC,0.02
DL,CVG,MCO,-0.02
DL,ATL,EGE,-0.03
DL,LAX,DEN,-0.04
DL,MDT,DTW,-0.05
DL,SLC,PHX,-0.06
DL,BDL,ATL,-0.07
DL,GRR,DTW,-0.08
DL,SJC,ATL,-0.09
DL,MCO,MIA,-0.09
DL,ATL,OAJ,-0.11
DL,DTW,SAN,-0.12
DL,CHS,ATL,-0.13
DL,LAS,ATL,-0.16
DL,MSP,SAN,-0.16
DL,RSW,ATL,-0.16
DL,SLC,AUS,-0.2
DL,MSP,SJU,-0.21
DL,OAK,SLC,-0.22
DL,ATL,SBN,-0.22
DL,CVG,SLC,-0.23
DL,JNU,SEA,-0.24
DL,BOI,MSP,-0.26
DL,SLC,SNA,-0.28
DL,SLC,SJC,-0.28
DL,MSO,MSP,-0.28
DL,FCA,LAX,-0.29
DL,ATL,BMI,-0.32
DL,SDF,MSP,-0.32
DL,SLC,PSC,-0.33
DL,SFO,MSP,-0.34
DL,MSP,SLC,-0.34
DL,CMH,ATL,-0.38
DL,MCI,MSP,-0.4
DL,IND,JFK,-0.4
DL,SEA,RDU,-0.4
DL,SLC,CLT,-0.42
DL,SMF,ATL,-0.42
DL,MSP,BOI,-0.44
DL,SDF,DTW,-0.44
DL,RSW,MSP,-0.45
DL,LIT,ATL,-0.47
DL,PWM,DTW,-0.48
DL,HNL,SFO,-0.49
DL,MSP,MIA,-0.49
DL,RSW,CVG,-0.51
DL,FLL,SEA,-0.51
DL,ATL,ABQ,-0.52
DL,PHX,ATL,-0.52
DL,ABQ,ATL,-0.53
DL,SEA,IND,-0.56
DL,SLC,DTW,-0.57
DL,CVG,TPA,-0.58
DL,CLT,DTW,-0.6
DL,FCA,MSP,-0.6
DL,CRW,ATL,-0.62
DL,MSP,CLE,-0.62
DL,MSP,PBI,-0.64
DL,MSP,LAS,-0.65
DL,IND,MCO,-0.66
DL,PVD,DTW,-0.68
DL,LAS,MSP,-0.69
DL,MSP,PDX,-0.71
DL,MSP,MCI,-0.71
DL,BZN,SLC,-0.72
DL,BDL,DTW,-0.76
DL,PDX,MSP,-0.78
DL,LGA,SRQ,-0.78
DL,BOI,SLC,-0.78
DL,MSP,MKE,-0.78
DL,CLE,MSP,-0.79
DL,OKC,ATL,-0.79
DL,MSP,TPA,-0.79
DL,DTW,AUS,-0.8
DL,MSP,ATL,-0.8
DL,PDX,SLC,-0.81
DL,MSP,CMH,-0.82
DL,OMA,SLC,-0.84
DL,CID,ATL,-0.85
DL,DTW,STL,-0.86
DL,MSP,IND,-0.86
DL,MSN,MSP,-0.89
DL,SEA,LAS,-0.89
DL,PIT,MSP,-0.89
DL,TVC,DTW,-0.93
DL,SEA,SAN,-0.93
DL,DTW,MYR,-0.94
DL,GEG,SEA,-0.95
DL,ATL,BTR,-0.97
DL,ALB,ATL,-0.97
DL,DTW,MCI,-0.98
DL,GSO,ATL,-0.99
DL,IND,DTW,-1.01
DL,JFK,BGR,-1.02
DL,BIL,MSP,-1.05
DL,MKE,MSP,-1.05
DL,BZN,MSP,-1.07
DL,BIL,SLC,-1.08
DL,STT,ATL,-1.09
DL,DTW,CLT,-1.09
DL,BTV,LGA,-1.1
DL,HSV,ATL,-1.1
DL,RDU,SEA,-1.12
DL,STT,JFK,-1.14
DL,SLC,BWI,-1.16
DL,IND,RSW,-1.17
DL,MSP,RSW,-1.18
DL,MOB,ATL,-1.19
DL,SLC,TPA,-1.25
DL,DTW,LAS,-1.26
DL,MSP,CVG,-1.26
DL,MCO,SEA,-1.27
DL,SJC,MSP,-1.28
DL,MSP,RDU,-1.3
DL,ILM,ATL,-1.32
DL,ALB,MSP,-1.35
DL,DEN,SLC,-1.37
DL,IAD,MSP,-1.38
DL,SAN,ATL,-1.42
DL,MSP,HNL,-1.43
DL,ATW,ATL,-1.44
DL,DTW,RSW,-1.46
DL,DTW,PBI,-1.46
DL,SJU,JFK,-1.48
DL,MSP,AUS,-1.49
DL,CAK,ATL,-1.49
DL,TUS,ATL,-1.5
DL,ROC,DTW,-1.51
DL,SJC,JFK,-1.53
DL,OMA,MSP,-1.54
DL,MCI,DTW,-1.59
DL,PDX,ATL,-1.61
DL,LAX,FCA,-1.65
DL,FNT,ATL,-1.65
DL,MTJ,ATL,-1.66
DL,AUS,SEA,-1.66
DL,MSP,PSP,-1.67
DL,MSP,JAC,-1.68
DL,SHV,ATL,-1.69
DL,PDX,DTW,-1.7
DL,TYS,ATL,-1.72
DL,ATW,MSP,-1.73
DL,SEA,CVG,-1.75
DL,DTW,SNA,-1.8
DL,DTW,MSY,-1.81
DL,BDL,MSP,-1.85
DL,MSP,ANC,-1.87
DL,SEA,LIH,-1.91
DL,MSY,DTW,-1.92
DL,MHT,ATL,-1.93
DL,SGF,ATL,-1.94
DL,MSP,XNA,-1.96
DL,ATL,GRB,-1.97
DL,SAT,JFK,-1.99
DL,SEA,JNU,-1.99
DL,OAJ,ATL,-2.01
DL,MSP,SNA,-2.01
DL,SFO,CVG,-2.05
DL,CVG,FLL,-2.07
DL,CVG,SFO,-2.08
DL,CVG,DEN,-2.08
DL,DTW,PDX,-2.08
DL,CMH,MSP,-2.12
DL,SAT,MSP,-2.13
DL,ABQ,SLC,-2.13
DL,MSN,SEA,-2.2
DL,MSP,TUS,-2.22
DL,SEA,PSP,-2.27
DL,SAT,SLC,-2.3
DL,GTF,MSP,-2.31
DL,SAN,MSP,-2.31
DL,SJU,ATL,-2.33
DL,CLT,MSP,-2.34
DL,DCA,CVG,-2.38
DL,BOS,BNA,-2.4
DL,LAS,CMH,-2.4
DL,MSP,JAX,-2.4
DL,SLC,RDU,-2.48
DL,MSN,DTW,-2.53
DL,GRB,MSP,-2.57
DL,BUF,DTW,-2.6
DL,CLE,DTW,-2.61
DL,PHX,MSP,-2.66
DL,ROC,MSP,-2.7
DL,CLT,SLC,-2.72
DL,DTW,ORF,-2.73
DL,JFK,CHS,-2.73
DL,CVG,LAS,-2.78
DL,CVG,RSW,-2.8
DL,DTW,OMA,-2.81
DL,MEM,MSP,-2.83
DL,MSP,BNA,-2.86
DL,JFK,SNA,-2.86
DL,LAS,DTW,-2.88
DL,SAN,DTW,-2.89
DL,ATL,PSP,-2.91
DL,JFK,PBI,-2.95
DL,BMI,ATL,-2.95
DL,PSC,SLC,-2.98
DL,SMF,DTW,-3.02
DL,GRB,ATL,-3.02
DL,PSP,SEA,-3.07
DL,ANC,SEA,-3.08
DL,MSP,DSM,-3.11
DL,LGA,MYR,-3.16
DL,PIT,DTW,-3.18
DL,TPA,RDU,-3.21
DL,SYR,DTW,-3.25
DL,MSP,ABQ,-3.26
DL,TYS,DTW,-3.33
DL,CLE,SLC,-3.37
DL,RSW,IND,-3.38
DL,DTW,IAD,-3.4
DL,DFW,FAR,-3.4
DL,MSP,SDF,-3.45
DL,IAD,DTW,-3.51
DL,LAS,RDU,-3.56
DL,ATL,MTJ,-3.63
DL,MSP,FLL,-3.67
DL,MSP,TVC,-3.7
DL,HNL,MSP,-3.82
DL,DTW,SRQ,-3.85
DL,MEM,DTW,-3.86
DL,AUS,BOS,-3.87
DL,STL,SLC,-3.89
DL,RDU,TPA,-3.91
DL,PHX,DTW,-3.92
DL,LGA,CVG,-3.92
DL,PDX,HNL,-3.98
DL,BNA,MSP,-4.1
DL,MCO,BDL,-4.18
DL,ATW,DTW,-4.18
DL,IAD,SEA,-4.34
DL,TVC,ATL,-4.34
DL,SBN,DTW,-4.36
DL,ALB,DTW,-4.39
DL,LAS,BNA,-4.4
DL,PIT,SLC,-4.44
DL,HNL,SLC,-4.48
DL,MKE,LGA,-4.53
DL,CMH,MCO,-4.6
DL,GRB,DTW,-4.6
DL,CVG,SEA,-4.62
DL,MSP,MSY,-4.63
DL,DTW,MDW,-4.7
DL,IND,SLC,-4.7
DL,SNA,LAS,-4.7
DL,JFK,RSW,-4.71
DL,ONT,SLC,-4.8
DL,JFK,SAV,-4.83
DL,BNA,LAS,-4.87
DL,SDF,BOS,-4.9
DL,JFK,STT,-4.9
DL,FLL,SLC,-4.96
DL,CMH,DTW,-4.97
DL,HNL,ATL,-4.97
DL,MSP,SAT,-4.99
DL,CMH,SLC,-5.01
DL,LIH,SEA,-5.02
DL,ABQ,MSP,-5.02
DL,MSP,IAH,-5.04
DL,ATL,HNL,-5.1
DL,BNA,SEA,-5.11
DL,LGA,SDF,-5.18
DL,LAX,SAT,-5.25
DL,SLC,LGB,-5.28
DL,MSP,RNO,-5.3
DL,LAX,DCA,-5.31
DL,SLC,OKC,-5.4
DL,TPA,SLC,-5.41
DL,DTW,SJC,-5.54
DL,GSP,DTW,-5.57
DL,DTW,MHT,-5.58
DL,ANC,SLC,-5.61
DL,ATL,SHV,-5.66
DL,SAT,DTW,-5.79
DL,JAX,DTW,-5.81
DL,MKE,SEA,-5.81
DL,STT,BOS,-5.84
DL,MYR,DTW,-5.87
DL,HNL,PDX,-6.01
DL,JFK,ROC,-6.13
DL,MSN,SLC,-6.16
DL,DTW,SDF,-6.39
DL,JFK,BUF,-6.53
DL,CLE,RDU,-6.6
DL,ORF,DTW,-6.69
DL,OMA,DTW,-6.78
DL,BHM,DFW,-6.8
DL,BOI,SEA,-7
DL,DTW,SAV,-7.2
DL,DSM,MSP,-7.39
DL,SDF,LGA,-7.47
DL,DTW,SMF,-7.62
DL,FLL,LAS,-7.8
DL,MHT,DTW,-7.8
DL,LAS,CVG,-7.89
DL,PIT,JFK,-8.02
DL,OKC,MSP,-8.06
DL,MIA,SLC,-8.09
DL,LGB,SLC,-8.11
DL,OMA,LGA,-8.12
DL,LGA,ROC,-8.2
DL,DTW,BTV,-8.3
DL,DTW,SBN,-8.46
DL,HNL,LAS,-8.55
DL,IAD,SLC,-8.6
DL,BHM,DTW,-8.6
DL,SJU,MSP,-9.31
DL,DFW,HSV,-9.4
DL,PIT,BOS,-9.6
DL,SAN,LAS,-9.7
DL,HNL,DTW,-9.73
DL,ROC,JFK,-9.8
DL,CVG,PHX,-9.83
DL,DTW,CHS,-9.86
DL,MSN,LAX,-10.2
DL,GSO,LGA,-10.2
DL,CAE,LGA,-10.33
DL,BNA,BOS,-10.34
DL,PDX,ANC,-10.48
DL,GSP,LGA,-10.8
DL,LAS,HNL,-10.87
DL,MCO,BNA,-11
DL,SLC,MSN,-11.31
DL,CLE,LGA,-11.4
DL,CHS,DTW,-11.43
DL,GSO,DTW,-11.51
DL,XNA,CVG,-11.6
DL,GRB,MSY,-11.8
DL,SBN,MSP,-12.09
DL,JFK,SJC,-12.27
DL,LAX,MSN,-12.4
DL,LGA,GSP,-12.6
DL,LAS,MCI,-12.77
DL,RDU,BNA,-12.8
DL,DFW,BHM,-12.8
DL,LGA,SBN,-12.8
DL,DTW,RIC,-13
DL,BNA,MCO,-13.2
DL,SYR,JFK,-13.5
DL,MSP,ICT,-13.6
DL,LGA,OMA,-13.8
DL,DTW,HNL,-13.82
DL,MSP,SBN,-14.15
DL,TYS,LGA,-14.2
DL,DTW,BHM,-14.2
DL,DTW,GSO,-15.17
DL,LGA,MCI,-15.25
DL,IAH,CVG,-15.4
DL,SAV,DTW,-15.68
DL,PWM,JFK,-16.2
DL,ICT,MSP,-16.8
DL,LGA,ORF,-17.7
DL,DAY,DTW,-17.8
DL,TYS,MSP,-18.8
DL,LGA,GSO,-19.4
DL,ROC,LGA,-19.9
DL,MSP,TYS,-21.2
DL,FAR,DFW,-21.8
DL,LGA,CMH,-22.2
DL,BNA,MSN,-24.5
DL,CID,MSP,-25.6
DL,SAV,LGA,0
DL,JAX,LGA,0
UA,BHM,SFO,145
UA,AGS,ATL,134
UA,IAH,AGS,128.2
UA,OMA,EWR,117.12
UA,MSP,PVD,85.2
UA,EWR,BWI,76.2
UA,BTR,DCA,73.73
UA,BTV,IAD,65.8
UA,MSP,PHL,62.2
UA,AVL,EWR,56.73
UA,MEM,EWR,51.16
UA,PIT,EWR,47.99
UA,FSD,ORD,47.26
UA,LAX,RNO,45.87
UA,BZN,EWR,45.59
UA,EWR,ANC,45.06
UA,IND,EWR,44.22
UA,IAH,SDF,42.72
UA,EGE,EWR,42.04
UA,JAC,EWR,41.88
UA,EWR,STL,39.26
UA,MSN,BOS,37.8
UA,GSP,SFO,37
UA,SLC,EWR,36.94
UA,IAH,RIC,36.5
UA,BOS,ATL,35.8
UA,EWR,CVG,35.69
UA,SDF,EWR,35.37
UA,OKC,ORD,33.69
UA,EWR,MCI,33.31
UA,ORD,TUL,31.73
UA,ORD,RNO,31.13
UA,SJC,LAS,31.1
UA,DEN,RDM,30.67
UA,PNS,ORD,30.55
UA,CMH,SFO,29.8
UA,TVC,ORD,29.71
UA,EWR,SMF,29.45
UA,MIA,SFO,29.25
UA,DTW,SFO,28.85
UA,JAX,EWR,28.85
UA,EGE,IAD,28.65
UA,SFO,BHM,28.2
UA,TYS,EWR,28.13
UA,LAX,MSY,28.01
UA,EWR,DCA,27.72
UA,EGE,ORD,27.54
UA,COS,DEN,27.52
UA,MSP,BOS,27.5
UA,SDF,IAH,27.43
UA,EWR,IND,27.36
UA,HDN,EWR,27.06
UA,EWR,PVD,26.88
UA,SAV,IAD,26.67
UA,MSP,EWR,26.41
UA,EWR,BQN,26.08
UA,LAS,PHX,25.9
UA,DEN,FAI,25.76
UA,FAI,ORD,25.52
UA,ORD,DLH,25.39
UA,EWR,PWM,25.31
UA,EWR,CLT,25.22
UA,LAS,SMF,25
UA,IAD,MCI,24.83
UA,BQN,EWR,24.32
UA,ANC,IAH,24.02
UA,ORD,TVC,23.27
UA,IAD,MSP,23.25
UA,BOS,MSP,23.2
UA,IAD,PWM,23.16
UA,IAD,EWR,22.96
UA,IAD,PHL,22.91
UA,EWR,BTV,22.81
UA,MYR,ORD,22.48
UA,BGR,ORD,22.29
UA,AUS,EWR,21.86
UA,EWR,MKE,21.84
UA,DCA,EWR,21.76
UA,ATL,EWR,21.72
UA,CLT,EWR,21.16
UA,PBI,EWR,20.63
UA,EWR,ROC,20.43
UA,MSP,IAD,20.42
UA,ORD,EWR,19.85
UA,EWR,MSP,19.74
UA,ANC,EWR,19.62
UA,BNA,EWR,19.23
UA,EWR,PIT,19.22
UA,RNO,ORD,19.01
UA,MSY,EWR,18.86
UA,MYR,EWR,18.85
UA,ORD,PWM,18.55
UA,EWR,PDX,18.44
UA,ORD,FAI,18.26
UA,EWR,BUF,18.2
UA,ATL,LAX,18.12
UA,RSW,EWR,18.12
UA,SJU,EWR,18.05
UA,ORD,RIC,17.96
UA,DFW,EWR,17.9
UA,BNA,ORD,17.76
UA,FLL,EWR,17.72
UA,IAH,CVG,17.71
UA,DEN,EWR,17.63
UA,MIA,EWR,17.59
UA,SFO,SBA,17.58
UA,MCI,EWR,17.56
UA,SRQ,EWR,17.54
UA,ORD,SFO,17.48
UA,ORD,MDT,17.37
UA,EWR,CLE,17.3
UA,SFO,CMH,17.28
UA,EWR,SJC,17.16
UA,EWR,BOS,17.03
UA,TUS,ORD,17.03
UA,ORD,GEG,16.98
UA,RNO,LAX,16.8
UA,IAH,EWR,16.71
UA,BNA,SFO,16.54
UA,ORD,SMF,16.48
UA,TPA,EWR,16.45
UA,PVD,MSP,16.4
UA,PHL,SFO,16.36
UA,MCO,EWR,16.22
UA,SAV,ORD,16.2
UA,FAT,ORD,16.16
UA,ORD,PVD,16.13
UA,EWR,ORD,16.1
UA,IAD,CVG,16.01
UA,MSY,IAD,15.99
UA,DEN,SFO,15.99
UA,MSY,SFO,15.88
UA,ORD,SYR,15.87
UA,IAH,MAF,15.58
UA,EWR,DFW,15.47
UA,CVG,SFO,15.3
UA,EWR,SFO,15.26
UA,EWR,SLC,15.22
UA,FCA,ORD,15.21
UA,DTW,IAD,15.18
UA,EWR,BDL,15.14
UA,PBI,ORD,15.11
UA,ORD,LGA,14.94
UA,STL,ORD,14.92
UA,EWR,BNA,14.9
UA,IAH,ICT,14.86
UA,PSP,SFO,14.7
UA,ORD,FAT,14.67
UA,EWR,SJU,14.57
UA,RDU,EWR,14.45
UA,BGR,EWR,14.3
UA,EWR,IAD,14.26
UA,EWR,RDU,14.26
UA,DTW,EWR,14.23
UA,ORD,CID,13.86
UA,EWR,PBI,13.84
UA,EGE,IAH,13.82
UA,SFO,OMA,13.81
UA,EUG,SFO,13.72
UA,DEN,BUR,13.71
UA,BOS,EWR,13.71
UA,ORD,BUF,13.71
UA,IAD,HNL,13.67
UA,SNA,SFO,13.65
UA,EWR,SEA,13.51
UA,TUL,ORD,13.5
UA,EWR,MIA,13.47
UA,SFO,MCI,13.41
UA,ABQ,ORD,13.38
UA,EWR,MSY,13.36
UA,EWR,FLL,13.29
UA,ATL,SFO,13.23
UA,ORD,ICT,13.21
UA,LAS,SJC,13.2
UA,ORD,GRR,13.17
UA,IAH,SFO,13.12
UA,SFO,BOS,13.02
UA,ORD,ALB,12.98
UA,PWM,IAD,12.96
UA,SFO,FAT,12.94
UA,PWM,ORD,12.89
UA,SFO,RNO,12.73
UA,SFO,ORD,12.71
UA,SFO,EWR,12.69
UA,PIT,SFO,12.68
UA,BTR,IAH,12.6
UA,EWR,AVL,12.6
UA,IAH,TUL,12.59
UA,AUS,SFO,12.57
UA,IAD,PDX,12.55
UA,SAN,SFO,12.51
UA,EWR,SAV,12.48
UA,BNA,IAD,12.44
UA,FAI,DEN,12.4
UA,STL,SFO,12.39
UA,RDU,ORD,12.35
UA,ORD,BTV,12.31
UA,IAH,HNL,12.3
UA,ORD,JAC,12.19
UA,ORD,LAX,12.19
UA,JAC,SFO,12.18
UA,JAC,ORD,12.08
UA,IAD,PHX,12.01
UA,IAH,STL,12.01
UA,SFO,TPA,12
UA,SFO,GSP,12
UA,DEN,HDN,12
UA,IAD,DFW,11.98
UA,ORD,BOS,11.98
UA,EWR,LAX,11.95
UA,PSP,ORD,11.92
UA,IAH,PIT,11.9
UA,LAS,SFO,11.87
UA,SFO,IND,11.82
UA,ORD,MCI,11.75
UA,RAP,ORD,11.74
UA,IAH,ANC,11.69
UA,IAH,LGA,11.69
UA,BUR,SFO,11.66
UA,EWR,DEN,11.65
UA,EWR,TPA,11.65
UA,MFR,SFO,11.64
UA,IAD,BNA,11.62
UA,IAD,SMF,11.61
UA,EWR,RSW,11.61
UA,EWR,PHX,11.54
UA,MSY,LAX,11.53
UA,SFO,SMF,11.53
UA,ORD,BDL,11.47
UA,ATL,BOS,11.47
UA,ORD,DSM,11.46
UA,LGA,ORD,11.46
UA,DEN,EGE,11.46
