Airline,Origin,Destination,Delay
AA,ABQ,DFW,6.29
AA,SAN,ORD,6.29
AA,BTV,PHL,6.27
AA,LGA,BOS,6.26
AA,TUL,DFW,6.26
AA,CRP,DFW,6.25
AA,PHX,DEN,6.22
AA,SAV,CLT,6.22
AA,BOS,PHX,6.21
AA,PHX,MCO,6.21
AA,GEG,DFW,6.2
AA,TPA,ORD,6.17
AA,CLT,TUS,6.15
AA,ORD,SNA,6.14
AA,CLT,AUS,6.13
AA,PHL,LAX,6.12
AA,SMF,DFW,6.09
AA,PHX,OGG,6.09
AA,BDL,ORD,6.09
AA,OKC,DFW,6.09
AA,ORD,CLT,6.07
AA,RSW,DFW,6.03
AA,DCA,MSY,6.03
AA,PHL,PHX,6.02
AA,CLT,BNA,6.02
AA,AUS,PHX,6.01
AA,CLT,MSP,6.01
AA,PHL,BNA,5.98
AA,AUS,DFW,5.97
AA,MSP,PHX,5.92
AA,CLT,BUF,5.92
AA,SLC,MIA,5.91
AA,SAN,DFW,5.9
AA,PHL,CHS,5.89
AA,PDX,PHX,5.88
AA,ANC,LAX,5.88
AA,CLT,DCA,5.88
AA,PIT,DFW,5.85
AA,DCA,BOS,5.84
AA,SEA,LAX,5.84
AA,CLT,RDU,5.84
AA,CLT,SRQ,5.83
AA,CMH,PHX,5.81
AA,ORD,CMH,5.79
AA,MCI,DFW,5.79
AA,LGA,MSP,5.77
AA,CLT,OMA,5.76
AA,BOS,ORD,5.76
AA,DCA,TPA,5.74
AA,CLT,PWM,5.72
AA,LAX,PHL,5.69
AA,ATL,ORD,5.69
AA,TUS,CLT,5.68
AA,PDX,ORD,5.68
AA,MIA,DEN,5.64
AA,DFW,SNA,5.64
AA,PHL,ATL,5.62
AA,PHL,RDU,5.57
AA,FLL,ORD,5.57
AA,PHL,SAT,5.56
AA,TUS,DFW,5.56
AA,CLT,MSY,5.55
AA,CLT,JAX,5.55
AA,BNA,MIA,5.53
AA,RSW,PHL,5.52
AA,LAX,CLT,5.44
AA,BWI,ORD,5.43
AA,SLC,DFW,5.41
AA,LAX,ORD,5.37
AA,BNA,ORD,5.36
AA,PIT,LGA,5.32
AA,DCA,DFW,5.32
AA,PSP,ORD,5.32
AA,DEN,LAX,5.31
AA,DCA,PHL,5.3
AA,EWR,DFW,5.3
AA,DCA,ORD,5.29
AA,TUS,ORD,5.29
AA,PHX,LAX,5.29
AA,PHX,TPA,5.29
AA,RSW,ORD,5.28
AA,MSP,DFW,5.28
AA,CLT,PIT,5.28
AA,PHL,PVD,5.26
AA,CLT,IAD,5.25
AA,PHX,OKC,5.25
AA,JFK,DCA,5.24
AA,PHX,ORD,5.24
AA,RDU,CLT,5.22
AA,SJU,ORD,5.21
AA,CLT,MEM,5.21
AA,PHL,PBI,5.21
AA,PWM,DCA,5.21
AA,RDU,PHL,5.18
AA,HNL,DFW,5.17
AA,CLT,CMH,5.17
AA,JFK,PHX,5.16
AA,PHX,LAS,5.15
AA,CLT,LAX,5.14
AA,CLT,RSW,5.14
AA,LAX,ATL,5.14
AA,PHL,CLT,5.12
AA,SJC,CLT,5.1
AA,CLT,ALB,5.1
AA,LAX,SEA,5.03
AA,LGA,ORD,5.02
AA,CLT,CHS,5.01
AA,LAX,MCO,4.99
AA,ATL,PHX,4.99
AA,DFW,CRP,4.99
AA,PHX,FAT,4.98
AA,SAN,JFK,4.95
AA,CLT,ORF,4.94
AA,BDL,DFW,4.93
AA,PHX,BUR,4.92
AA,LAX,JFK,4.91
AA,PHX,LIH,4.91
AA,PHL,MSP,4.9
AA,PHX,SMF,4.88
AA,SJU,JFK,4.86
AA,PHL,RSW,4.85
AA,EWR,CLT,4.83
AA,ATL,PHL,4.81
AA,LAX,SMF,4.77
AA,JFK,CLT,4.77
AA,SEA,PHX,4.75
AA,JFK,MIA,4.74
AA,CLT,IND,4.72
AA,PHL,MHT,4.72
AA,DFW,HOU,4.7
AA,DCA,MCO,4.69
AA,AUS,MIA,4.69
AA,FLL,PHL,4.68
AA,SEA,PHL,4.65
AA,STL,ORD,4.64
AA,IND,ORD,4.64
AA,MKE,CLT,4.6
AA,SAN,PHX,4.6
AA,CMH,LGA,4.59
AA,SJU,MIA,4.59
AA,DEN,CLT,4.57
AA,LAX,DEN,4.56
AA,SAT,PHX,4.56
AA,PHX,ONT,4.55
AA,MIA,MCI,4.54
AA,STL,PHX,4.53
AA,DEN,JFK,4.49
AA,BNA,PHL,4.45
AA,GRR,CLT,4.45
AA,SRQ,CLT,4.42
AA,STL,LAX,4.42
AA,SEA,MIA,4.41
AA,PHL,STL,4.39
AA,CLT,ROC,4.39
AA,PDX,DFW,4.38
AA,PHL,AUS,4.37
AA,SBA,DFW,4.34
AA,IND,PHX,4.34
AA,PHL,IAH,4.33
AA,CLT,ATL,4.32
AA,SDF,CLT,4.26
AA,CLT,DTW,4.25
AA,LAS,PHL,4.25
AA,LAS,PHX,4.25
AA,PHX,MEM,4.23
AA,PHX,SAN,4.22
AA,SNA,DFW,4.19
AA,CLT,MYR,4.19
AA,AUS,JFK,4.18
AA,PHL,JAX,4.17
AA,LAX,KOA,4.07
AA,LAX,AUS,4.07
AA,SJC,DFW,4.05
AA,SJC,ORD,4.04
AA,CLT,ILM,4.03
AA,DCA,MIA,4.03
AA,PHL,PWM,4.02
AA,FLL,CLT,4.01
AA,ATL,LAX,3.98
AA,IAH,CLT,3.95
AA,BOI,DFW,3.95
AA,CMH,CLT,3.95
AA,PIT,PHL,3.92
AA,PHX,MSP,3.9
AA,PBI,PHL,3.88
AA,PHL,DCA,3.82
AA,DEN,PHL,3.79
AA,TPA,CLT,3.79
AA,SNA,PHX,3.75
AA,ONT,DFW,3.74
AA,ATL,DCA,3.72
AA,BOS,CLT,3.71
AA,SNA,ORD,3.7
AA,CLT,STX,3.68
AA,TPA,PHX,3.68
AA,CLT,SDF,3.66
AA,PHX,PHL,3.65
AA,AUS,CLT,3.63
AA,STT,PHL,3.62
AA,PHX,SLC,3.6
AA,PHX,GEG,3.59
AA,PHL,MCI,3.55
AA,LGA,DFW,3.53
AA,BOS,MIA,3.53
AA,SLC,PHX,3.51
AA,SMF,PHX,3.51
AA,IND,CLT,3.5
AA,PHX,MKE,3.46
AA,PHX,MIA,3.46
AA,BNA,LAX,3.45
AA,IND,PHL,3.43
AA,ABQ,ORD,3.43
AA,PBI,DFW,3.41
AA,PHX,IAH,3.41
AA,MIA,EGE,3.39
AA,PHX,KOA,3.38
AA,CLT,SJU,3.35
AA,PHX,BWI,3.35
AA,LAX,BNA,3.34
AA,MSY,PHL,3.32
AA,LAX,MSP,3.3
AA,CLT,MCI,3.3
AA,MEM,CLT,3.26
AA,PHX,DTW,3.22
AA,DTW,MIA,3.22
AA,MSP,MIA,3.2
AA,ORD,SJU,3.18
AA,PHX,RNO,3.18
AA,LAS,CLT,3.18
AA,LAX,BOS,3.16
AA,DCA,LAX,3.15
AA,CHS,CLT,3.15
AA,AMA,DFW,3.14
AA,STT,MIA,3.13
AA,PHX,SNA,3.05
AA,MSP,PHL,2.98
AA,LGA,MIA,2.94
AA,STL,CLT,2.94
AA,PHX,OAK,2.93
AA,SMF,ORD,2.92
AA,PHL,MSY,2.91
AA,DCA,ATL,2.91
AA,PHX,DCA,2.89
AA,BOS,DFW,2.87
AA,DCA,JAX,2.87
AA,LGA,CLT,2.85
AA,BWI,CLT,2.85
AA,PWM,PHL,2.83
AA,TUL,MIA,2.82
AA,BOS,DCA,2.82
AA,PHL,IND,2.79
AA,LAX,BDL,2.73
AA,PIT,ORD,2.72
AA,SFO,PHL,2.71
AA,SMF,CLT,2.71
AA,CLT,MDT,2.68
AA,PHX,STL,2.63
AA,LAX,IAD,2.63
AA,CLT,CLE,2.61
AA,SFO,CLT,2.61
AA,FLL,DCA,2.6
AA,BOS,IAH,2.6
AA,MCI,ORD,2.56
AA,HOU,DFW,2.55
AA,HNL,LAX,2.55
AA,PHX,PSP,2.51
AA,BWI,PHX,2.5
AA,MSY,MIA,2.48
AA,MSY,CLT,2.47
AA,MSP,CLT,2.41
AA,PHX,SAT,2.36
AA,AUS,LAX,2.36
AA,STL,PHL,2.36
AA,MHT,PHL,2.33
AA,SAT,CLT,2.31
AA,BNA,CLT,2.3
AA,SAN,CLT,2.3
AA,DCA,CLT,2.23
AA,BUF,CLT,2.22
AA,LAX,MSY,2.17
AA,RIC,CLT,2.16
AA,PHX,SJC,2.15
AA,PBI,DCA,2.13
AA,JAX,ORD,2.13
AA,MKE,PHX,2.07
AA,MLB,CLT,2.07
AA,TPA,DCA,2.07
AA,SAN,MIA,2.06
AA,CLT,GRR,2.04
AA,JAX,CLT,2.01
AA,OKC,PHX,2.01
AA,OGG,LAX,1.99
AA,IND,LAX,1.99
AA,DTW,PHX,1.99
AA,ATL,CLT,1.98
AA,SEA,JFK,1.97
AA,TUS,PHX,1.92
AA,BDL,DCA,1.9
AA,PHX,ATL,1.89
AA,IAH,PHX,1.88
AA,DCA,PBI,1.86
AA,CLT,MHT,1.86
AA,ILM,CLT,1.82
AA,PBI,CLT,1.8
AA,PHX,BOI,1.75
AA,DCA,FLL,1.75
AA,LGA,PHL,1.71
AA,PHX,MCI,1.71
AA,OGG,DFW,1.69
AA,DTW,CLT,1.65
AA,BOI,PHX,1.63
AA,PHL,CMH,1.6
AA,FAT,PHX,1.58
AA,RNO,PHX,1.52
AA,GSO,DFW,1.5
AA,SJU,CLT,1.35
AA,JAX,MIA,1.33
AA,SLC,CLT,1.32
AA,SAT,PHL,1.25
AA,TUL,CLT,1.24
AA,HNL,PHX,1.2
AA,PHX,CLT,1.17
AA,SJC,PHX,1.15
AA,LAX,DCA,1.13
AA,ORF,CLT,1.13
AA,PVD,PHL,1.06
AA,MSY,DCA,0.96
AA,PHX,AUS,0.9
AA,PHX,IND,0.87
AA,SYR,CLT,0.82
AA,SAT,LAX,0.77
AA,MCI,PHL,0.74
AA,BOS,LAX,0.68
AA,PIT,CLT,0.67
AA,PIT,PHX,0.62
AA,DSM,PHX,0.6
AA,BDL,CLT,0.56
AA,SAT,MIA,0.52
AA,RSW,CLT,0.5
AA,LAX,TUS,0.48
AA,PHX,PIT,0.47
AA,CLT,GSO,0.41
AA,CMH,LAX,0.28
AA,SAN,PHL,0.24
AA,DFW,MYR,0.23
AA,DFW,BHM,0.2
AA,SEA,CLT,0.17
AA,MSY,LAX,0.17
AA,TUL,ORD,0.12
AA,JFK,LAX,-0.09
AA,STX,CLT,-0.11
AA,MEM,PHX,-0.15
AA,PIT,LAX,-0.2
AA,MCI,CLT,-0.2
AA,GEG,PHX,-0.2
AA,PHX,ABQ,-0.2
AA,ROC,CLT,-0.2
AA,BDL,PHL,-0.21
AA,PVD,MIA,-0.23
AA,TUS,LAX,-0.29
AA,CLT,OKC,-0.31
AA,SLC,PHL,-0.32
AA,MCI,PHX,-0.33
AA,PHX,CMH,-0.39
AA,OAK,PHX,-0.39
AA,DCA,BNA,-0.4
AA,SMF,LAX,-0.46
AA,MSP,LAX,-0.48
AA,MDT,CLT,-0.5
AA,BUF,PHL,-0.53
AA,PHX,DSM,-0.54
AA,XNA,ORD,-0.58
AA,BDL,LAX,-0.66
AA,PHX,OMA,-0.72
AA,OGG,PHX,-0.86
AA,PVD,CLT,-0.99
AA,LGA,MCO,-1
AA,JFK,PHL,-1
AA,BOS,MSP,-1
AA,ILM,PHL,-1.06
AA,PWM,CLT,-1.08
AA,OMA,CLT,-1.12
AA,PHX,TUS,-1.25
AA,GSO,CLT,-1.28
AA,STX,MIA,-1.28
AA,BUR,PHX,-1.33
AA,ONT,PHX,-1.41
AA,DCA,LAS,-1.43
AA,ALB,CLT,-1.73
AA,MYR,CLT,-1.87
AA,PNS,CLT,-1.99
AA,RSW,DCA,-2.05
AA,CLT,PNS,-2.05
AA,MEM,PHL,-2.08
AA,JAC,LGA,-2.11
AA,SJU,DFW,-2.12
AA,DCA,RSW,-2.14
AA,JAX,PHL,-2.16
AA,MCI,LAX,-2.17
AA,LGA,BNA,-2.2
AA,DAB,CLT,-2.23
AA,LGA,PIT,-2.32
AA,ORD,CLE,-2.4
AA,CLE,CLT,-2.52
AA,OMA,LAX,-2.52
AA,OMA,PHX,-2.61
AA,BDL,MIA,-2.72
AA,RDU,DCA,-2.77
AA,MSP,BOS,-2.8
AA,MCI,MIA,-2.8
AA,PHX,RDU,-2.95
AA,LAX,OMA,-2.95
AA,LIH,PHX,-3.24
AA,PHX,SBA,-3.34
AA,LGA,JAC,-3.63
AA,PHX,JAC,-3.71
AA,IAH,BOS,-4.4
AA,MHT,CLT,-4.84
AA,CLT,MTJ,-5.33
AA,SAT,JFK,-5.36
AA,JAC,PHX,-5.36
AA,ORF,MIA,-5.79
AA,CHS,PHL,-6.18
AA,CLE,ORD,-6.2
AA,CLT,DAB,-6.23
AA,CLT,MKE,-6.6
AA,RIC,PHL,-6.8
AA,KOA,PHX,-6.96
AA,PIT,JFK,-7
AA,SBA,PHX,-7.07
AA,HNL,ORD,-7.24
AA,PHX,GRR,-7.27
AA,LAX,MSN,-7.3
AA,GRR,PHX,-9.14
AA,MCI,DCA,-9.6
AA,PHL,ILM,-9.66
AA,DFW,MSN,-10.4
AA,JAX,DCA,-10.51
AA,DCA,PWM,-10.78
AA,BNA,DCA,-11.2
AA,PHL,MKE,-12.4
AA,JFK,ATL,-13
AA,ATL,JFK,-13.58
AA,MSN,LAX,-14.1
AA,MTJ,CLT,-14.43
AA,MKE,PHL,-15.8
AA,SJC,GSP,-15.8
AA,MSN,DFW,-16.1
AA,PVD,DCA,-17.2
AA,GSP,ORD,-19.8
AA,PHL,JFK,-20
AA,BHM,DFW,-22.9
AA,MSP,JFK,-23.35
AA,SJC,BHM,-24.6
AA,DCA,BTV,0
AA,OKC,SJC,0
AA,BTV,DCA,0
DL,LGA,LEX,290.2
DL,CMH,LGA,131.3
DL,LGA,IND,119.6
DL,SMF,SEA,96.46
DL,JFK,RDU,81.7
DL,DTW,DAY,77.2
DL,RDU,JFK,75.05
DL,MCO,CMH,70.3
DL,JFK,CVG,68.6
DL,OKC,DTW,63.03
DL,MYR,LGA,61.41
DL,LAS,OAK,60.7
DL,LGA,PWM,58.72
DL,OAK,LAS,51.67
DL,IND,LGA,50.8
DL,SBN,LGA,50.24
DL,JAC,JFK,49.24
DL,CVG,ORD,45.8
DL,AUS,LAS,42.64
DL,JFK,DFW,42.62
DL,SJC,SEA,41.03
DL,IAH,LGA,40.01
DL,ORD,LGA,36.02
DL,LAS,MCO,35.82
DL,MDW,DTW,35.05
DL,JAC,LAX,33.3
DL,MIA,BOS,32.81
DL,BGR,JFK,31.86
DL,RDU,BDL,31.8
DL,SYR,LGA,31.6
DL,DFW,LGA,31.4
DL,LGA,ORD,29.05
DL,PDX,LAS,28.47
DL,CLT,LGA,26.93
DL,LEX,DTW,26.8
DL,GEG,LAX,26.51
DL,GRR,LGA,26.5
DL,BOS,CHS,25.65
DL,LGA,IAH,24.4
DL,HDN,MSP,24.35
DL,MCI,LGA,24.3
DL,SEA,SJC,24.15
DL,MSP,ATW,22.75
DL,BOS,AUS,22.6
DL,OGG,SLC,22.23
DL,PHL,JFK,22.13
DL,JFK,DCA,22.03
DL,LGA,DFW,21.65
DL,CVG,LGA,21.62
DL,LAX,MIA,21.59
DL,MSP,EWR,21.27
DL,RSW,BOS,20.71
DL,DTW,EWR,20.18
DL,MCI,LAS,19.92
DL,SRQ,LGA,19.45
DL,LGA,BOS,19.23
DL,PBI,JFK,19.2
DL,ATL,EWR,18.88
DL,MCO,IND,18.61
DL,SLC,OGG,18.46
DL,RDU,MSN,18.27
DL,CHS,BOS,18.15
DL,BOS,LGA,18.04
DL,JFK,BOS,18.03
DL,BOS,JFK,17.97
DL,MCO,JFK,17.96
DL,BOS,SDF,17.93
DL,LAS,AUS,17.72
DL,RNO,ATL,17.46
DL,LAX,PHX,16.9
DL,FAR,ATL,16.86
DL,FLL,BOS,16.76
DL,LAS,PDX,16.71
DL,BOS,MIA,16.63
DL,MSY,SEA,16.24
DL,LGA,BUF,15.9
DL,DTW,BGR,15.8
DL,JFK,SAT,15.69
DL,CLT,JFK,15.05
DL,BZN,LGA,14.99
DL,MIA,JFK,14.96
DL,FLL,JFK,14.88
DL,DTW,JFK,14.87
DL,SLC,RAP,14.8
DL,RDU,BOS,14.68
DL,PBI,BOS,14.26
DL,BZN,SEA,14.23
DL,AUS,JFK,14.12
DL,BZN,DTW,13.85
DL,SEA,MSN,13.8
DL,MIA,LGA,13.68
DL,OAK,ATL,13.58
DL,ATL,MSO,13.56
DL,SLC,EWR,13.51
DL,PBI,LGA,13.43
DL,BUF,BOS,13.4
DL,DEN,LGA,13.23
DL,EGE,ATL,13.19
DL,MSN,BNA,13
DL,KOA,SEA,12.96
DL,LAX,GEG,12.89
DL,SEA,MKE,12.83
DL,MSY,LGA,12.74
DL,TUS,SEA,12.72
DL,LAX,SMF,12.71
DL,ATL,JFK,12.59
DL,EWR,SLC,12.35
DL,TPA,JFK,12.32
DL,SAV,JFK,12.26
DL,TPA,LGA,12.21
DL,BOS,LAX,12.09
DL,LAS,BOS,11.96
DL,ANC,PDX,11.87
DL,HNL,JFK,11.62
DL,PBI,MSP,11.53
DL,SJC,LAS,11.48
DL,DFW,DTW,11.4
DL,ORD,MSP,11.29
DL,CHS,JFK,11.27
DL,ATL,OAK,11.23
DL,TVC,LGA,11.11
DL,SEA,SFO,11.1
DL,CVG,BOS,11.1
DL,EWR,ATL,11.08
DL,BOS,RSW,11.04
DL,ANC,ATL,10.91
DL,FAI,MSP,10.91
DL,HSV,DFW,10.8
DL,MCO,LGA,10.56
DL,SMF,LAX,10.55
DL,JFK,PHL,10.41
DL,SLC,SFO,10.34
DL,LAX,SFO,10.32
DL,ATL,LGA,10.31
DL,RSW,LGA,10.28
DL,SFO,SEA,10.26
DL,LIH,LAX,10.25
DL,ATL,COS,10.25
DL,MSP,ROC,10.2
DL,ORD,ATL,10.02
DL,ATL,BOS,9.97
DL,MIA,LAX,9.96
DL,FCA,ATL,9.95
DL,IAH,SLC,9.94
DL,SNA,JFK,9.91
DL,LAX,JFK,9.82
DL,DTW,LGA,9.82
DL,MSN,RDU,9.73
DL,ATL,SFO,9.66
DL,CVG,DCA,9.63
DL,MCO,BOS,9.59
DL,SLC,ANC,9.54
DL,SEA,BZN,9.23
DL,SFO,BOS,9.22
DL,FLL,LGA,9.21
DL,DTW,DFW,9.16
DL,MSO,ATL,9.15
DL,LGA,TVC,9.08
DL,LAX,TPA,9.04
DL,DTW,BOS,9
DL,JFK,MSP,8.96
DL,JFK,JAC,8.94
DL,TPA,BOS,8.93
DL,JFK,LAX,8.9
DL,SLC,CMH,8.78
DL,KOA,LAX,8.67
DL,MSY,MSP,8.62
DL,MSP,SFO,8.55
DL,JFK,SFO,8.51
DL,JFK,MCO,8.47
DL,SNA,DTW,8.44
DL,PHX,SEA,8.41
DL,LAX,SAN,8.4
DL,JFK,FLL,8.38
DL,ATL,ORD,8.36
DL,PWM,ATL,8.32
DL,DFW,LAX,8.3
DL,ATL,ECP,8.3
DL,JFK,ATL,8.17
DL,BOS,CVG,8.16
DL,SLC,HNL,8.09
DL,ATL,TVC,8.04
DL,RDU,LGA,8.03
DL,MSP,OKC,7.95
DL,JAX,JFK,7.92
DL,CVG,JFK,7.9
DL,FAR,MSP,7.87
DL,MSP,LGA,7.86
DL,HPN,ATL,7.84
DL,ATL,LAX,7.79
DL,JFK,MSY,7.78
DL,ORD,DTW,7.7
DL,SJC,LAX,7.66
DL,BOS,MCO,7.65
DL,IAH,ATL,7.59
DL,SEA,JFK,7.48
DL,LAX,JAC,7.4
DL,JFK,MIA,7.37
DL,DTW,PHL,7.33
DL,LGA,TPA,7.32
DL,DTW,ALB,7.3
DL,MCO,LAX,7.27
DL,LAX,BNA,7.25
DL,MDW,MSP,7.21
DL,BOS,SFO,7.13
DL,EWR,DTW,7.07
DL,SEA,SMF,7.06
DL,DAL,ATL,7.03
DL,DTW,ORD,7.03
DL,LGA,ATL,7.01
DL,LGA,FLL,7
DL,JFK,PDX,6.99
DL,LGA,RSW,6.97
DL,SFO,JFK,6.97
DL,MSP,ORD,6.97
DL,LAX,MEM,6.94
DL,LAX,MCO,6.94
DL,DTW,TVC,6.93
DL,GNV,ATL,6.9
DL,LAS,SNA,6.8
DL,LGA,DEN,6.8
DL,MIA,MCO,6.78
DL,SFO,LAX,6.75
DL,MSP,MDW,6.73
DL,DTW,BZN,6.73
DL,SLC,IAH,6.71
DL,BUR,ATL,6.69
DL,OAK,LAX,6.62
DL,SFO,SLC,6.62
DL,DFW,ATL,6.61
DL,RDU,MCO,6.58
DL,LAX,ATL,6.49
DL,DTW,SFO,6.43
DL,RDU,ATL,6.4
DL,LAX,RDU,6.38
DL,SEA,ORD,6.37
DL,ATL,DFW,6.33
DL,LAS,SJC,6.32
DL,PHX,LAX,6.3
DL,BOS,MSP,6.29
DL,ATL,HPN,6.28
DL,MSP,FAR,6.27
DL,MSY,LAX,6.25
DL,LAX,LAS,6.24
DL,DFW,JFK,6.24
DL,LGA,MCO,6.22
DL,LGA,DTW,6.17
DL,LAX,CVG,6.16
DL,ATL,MCO,6.16
DL,FLL,RDU,6.11
DL,BOS,PBI,6.04
DL,DCA,LAX,6.03
DL,MIA,ATL,6
DL,STL,LGA,6
DL,DLH,MSP,5.96
DL,MSP,GTF,5.96
DL,ATL,DCA,5.94
DL,LAS,FLL,5.93
DL,DTW,SJU,5.92
DL,JFK,TPA,5.88
DL,BWI,DTW,5.84
DL,AGS,ATL,5.78
DL,DCA,SLC,5.78
DL,ATL,ROA,5.78
DL,ATL,MIA,5.76
DL,SLC,ORD,5.71
DL,SEA,FLL,5.69
DL,XNA,MSP,5.65
DL,MSP,RAP,5.64
DL,MCO,RDU,5.64
DL,SLC,ABQ,5.64
DL,ATL,AVL,5.63
DL,MKE,SLC,5.63
DL,ORD,SLC,5.62
DL,IAH,MSP,5.62
DL,CMH,LAS,5.6
DL,SAT,LAX,5.6
DL,MSP,JFK,5.58
DL,LGA,MSP,5.57
DL,LAX,MSY,5.57
DL,ATL,TPA,5.56
DL,FSD,ATL,5.55
DL,ATL,PHL,5.55
DL,BOS,DTW,5.55
DL,MSP,BIS,5.53
DL,ATL,EVV,5.52
DL,STX,ATL,5.49
DL,LGA,PBI,5.38
DL,DTW,DCA,5.36
DL,RDU,LAX,5.36
DL,OGG,LAX,5.32
DL,MSY,JFK,5.3
DL,BOS,ATL,5.29
DL,PHL,SLC,5.29
DL,SAN,JFK,5.29
DL,ATL,ILM,5.29
DL,JFK,SEA,5.28
DL,ATL,ANC,5.24
DL,MSP,ALB,5.24
DL,AUS,LAX,5.22
DL,ATL,CRW,5.21
DL,DFW,SLC,5.2
DL,SEA,KOA,5.11
DL,PWM,LGA,5.1
DL,JFK,PIT,5.09
DL,SAV,BOS,5.08
DL,BOS,RDU,5.07
DL,HDN,ATL,5.06
DL,ATL,IAH,5.05
DL,SLC,JFK,5.05
DL,JFK,PHX,5.03
DL,BOS,TPA,5.01
DL,SEA,OGG,5.01
DL,ORD,SEA,5
DL,DTW,LAX,4.98
DL,LAX,OAK,4.95
DL,SEA,TUS,4.95
DL,MCO,LAS,4.91
DL,PBI,DTW,4.88
DL,SFO,HNL,4.88
DL,DTW,PIT,4.87
DL,DCA,ATL,4.86
DL,BTV,ATL,4.79
DL,ATL,FLL,4.78
DL,MIA,MSP,4.75
DL,LAX,HNL,4.72
DL,ATL,FCA,4.7
DL,ATL,AGS,4.7
DL,ATL,TRI,4.69
DL,SEA,GEG,4.64
DL,LAX,SLC,4.62
DL,PHX,JFK,4.62
DL,ATL,SJU,4.62
DL,RIC,MSP,4.6
DL,DEN,JFK,4.58
DL,DTW,LEX,4.57
DL,ATL,RDU,4.54
DL,BOS,SLC,4.52
DL,SAN,LAX,4.52
DL,ATL,MOB,4.5
DL,MSP,BOS,4.49
DL,DTW,PWM,4.49
DL,DTW,CMH,4.48
DL,BWI,MSP,4.44
DL,ATL,BNA,4.38
DL,ATL,CHO,4.37
DL,MSP,LAX,4.37
DL,BWI,ATL,4.37
DL,ATL,PBI,4.36
DL,SNA,ATL,4.31
DL,JFK,DEN,4.28
DL,SLC,DFW,4.28
DL,AUS,ATL,4.25
DL,DEN,LAX,4.24
DL,ATL,FSD,4.23
DL,LAS,JFK,4.22
DL,DEN,MSP,4.21
DL,BGR,DTW,4.19
DL,ATL,DAB,4.18
DL,ATL,BWI,4.16
DL,DTW,BUF,4.15
DL,CMH,LAX,4.15
DL,LAS,SAN,4.13
DL,ATL,GSP,4.11
DL,ATL,BZN,4.11
DL,SLC,OMA,4.11
DL,LAS,LAX,4.08
DL,BNA,SLC,4.07
DL,ATL,PVD,4.05
DL,BOS,SEA,4.02
DL,MSP,CID,4
DL,ATL,SLC,4
DL,ATL,STX,3.98
DL,SLC,LAX,3.98
DL,PHL,MSP,3.96
DL,LGA,RDU,3.95
DL,ATL,JAX,3.95
DL,FLL,ATL,3.94
DL,DCA,DTW,3.92
DL,BOS,LAS,3.87
DL,ATL,DTW,3.87
DL,LGA,MKE,3.87
DL,ATL,STL,3.86
DL,DTW,OKC,3.85
DL,FLL,CVG,3.81
DL,MCO,CVG,3.8
DL,FAY,ATL,3.79
DL,ATL,MEM,3.79
DL,ATL,AUS,3.78
DL,DEN,ATL,3.78
DL,ATL,ROC,3.77
DL,MSP,IAD,3.77
DL,BOS,FLL,3.76
DL,MSP,HDN,3.73
DL,MCO,ATL,3.72
DL,ATL,MHT,3.72
DL,ATL,JAC,3.7
DL,TPA,MSP,3.69
DL,SLC,CLE,3.69
DL,ATL,SRQ,3.69
DL,SEA,LAX,3.66
DL,OGG,SEA,3.65
DL,ATL,MSY,3.65
DL,LAX,DFW,3.65
DL,TPA,ATL,3.65
DL,SFO,ATL,3.65
DL,BUF,ATL,3.65
DL,ATL,CHA,3.64
DL,DTW,CLE,3.64
DL,ATL,GNV,3.63
DL,JAX,MSP,3.61
DL,SEA,BOS,3.61
DL,RDU,IND,3.6
DL,ATL,PWM,3.6
DL,ATL,BTV,3.59
DL,RDU,MSP,3.59
DL,ATL,FAY,3.57
DL,SYR,ATL,3.56
DL,MSP,GRB,3.56
DL,CLE,ATL,3.55
DL,DAB,ATL,3.53
DL,ATL,CLE,3.5
DL,ATL,RSW,3.48
DL,BIS,MSP,3.48
DL,JAC,MSP,3.46
DL,JFK,SJU,3.45
DL,MSP,FAI,3.44
DL,ATL,MSP,3.43
DL,ATL,BHM,3.43
DL,BHM,ATL,3.42
DL,ATL,BUR,3.42
DL,JFK,CLT,3.41
DL,LGA,MIA,3.4
DL,PHX,CVG,3.37
DL,MSP,PHL,3.35
DL,ATL,FAR,3.34
DL,SLC,JAC,3.34
DL,ECP,ATL,3.34
DL,PHL,DTW,3.33
DL,SEA,BNA,3.32
DL,LAX,SJC,3.32
DL,BNA,LAX,3.3
DL,ATL,ORF,3.3
DL,SMF,MSP,3.3
DL,PDX,LAX,3.29
DL,SJC,DTW,3.29
DL,LAX,SEA,3.28
DL,ATL,RIC,3.22
DL,ORF,ATL,3.21
DL,DTW,ROC,3.2
DL,IAH,DTW,3.19
DL,HOU,ATL,3.19
DL,DCA,JFK,3.18
DL,MIA,DTW,3.16
DL,ATL,TUS,3.15
DL,ATL,PNS,3.13
DL,MSY,ATL,3.13
DL,MSP,SYR,3.13
DL,ATL,GPT,3.11
DL,EWR,MSP,3.09
DL,SEA,FAI,3.08
DL,BUF,JFK,3.07
DL,ATL,VPS,3.06
DL,SNA,SLC,3.06
DL,MSP,MSO,3.05
DL,LGA,BZN,3.04
DL,DTW,GRR,2.99
DL,PSP,ATL,2.98
DL,ATL,DEN,2.98
DL,PVD,ATL,2.97
DL,ATL,SEA,2.97
