Date,BTC,ETH,LTC,XRP
2019-05-01 12-PM,5290.43,158.56,72.44,0.2974
2019-05-01 11-AM,5313.73,159.3,72.33,0.3003
2019-05-01 10-AM,5304.85,159.08,72.34,0.3005
2019-05-01 09-AM,5304.61,159.03,72.03,0.2995
2019-05-01 08-AM,5289.35,158.71,72.99,0.3
2019-05-01 07-AM,5307.01,160.18,73.4,0.3029
2019-05-01 06-AM,5320.5,160.46,73.31,0.3038
2019-05-01 05-AM,5318,159.77,72.81,0.3041
2019-05-01 04-AM,5313.34,159.74,73.2,0.3032
2019-05-01 03-AM,5316.35,160.66,73.22,0.3039
2019-05-01 02-AM,5324.55,160.97,73.21,0.3048
2019-05-01 01-AM,5301.01,160.77,73.8,0.3058
2019-05-01 12-AM,5298.3,161.4,73.17,0.3063
2019-04-30 11-PM,5269,160.06,73.88,0.3049
2019-04-30 10-PM,5284.36,160.48,73.16,0.307
2019-04-30 09-PM,5258.95,157.64,72.13,0.3062
2019-04-30 08-PM,5238.18,156.6,71.66,0.3049
2019-04-30 07-PM,5234.42,155.99,72,0.3046
2019-04-30 06-PM,5250.27,156.7,71.71,0.3059
2019-04-30 05-PM,5229.15,156.71,71.74,0.3043
2019-04-30 04-PM,5245.68,156.92,72.1,0.3033
2019-04-30 03-PM,5261.28,157.24,71.62,0.3015
2019-04-30 02-PM,5264.77,156.98,71.6,0.3033
2019-04-30 01-PM,5252.2,157.55,71.1,0.3017
2019-04-30 12-PM,5210.64,157,71.62,0.3016
2019-04-30 11-AM,5212.8,157.33,70.11,0.3039
2019-04-30 10-AM,5180.91,156.4,68.3,0.3007
2019-04-30 09-AM,5148,155.46,68.12,0.2987
2019-04-30 08-AM,5156.15,155.48,68.29,0.2901
2019-04-30 07-AM,5145.62,155.12,68.18,0.2891
2019-04-30 06-AM,5141.62,154.14,67.75,0.2882
2019-04-30 05-AM,5135.21,154.4,67.54,0.2881
2019-04-30 04-AM,5132.11,153.84,67.99,0.288
2019-04-30 03-AM,5148.61,154.48,68.41,0.2884
2019-04-30 02-AM,5153.26,155.14,68.2,0.2888
2019-04-30 01-AM,5157.62,154.25,67.54,0.2886
2019-04-30 12-AM,5151.06,152.85,66.5,0.2881
2019-04-29 11-PM,5149.11,152.42,65.91,0.2883
2019-04-29 10-PM,5115.98,152.03,65.81,0.2863
2019-04-29 09-PM,5128.07,151.89,66.03,0.287
2019-04-29 08-PM,5130.12,151.84,66.64,0.2873
2019-04-29 07-PM,5154.4,152.79,66.64,0.289
2019-04-29 06-PM,5153.35,152.95,66.48,0.2884
2019-04-29 05-PM,5147.1,153.71,66.17,0.2882
2019-04-29 04-PM,5153.02,153.27,66.25,0.2878
2019-04-29 03-PM,5139.68,151.21,66.14,0.2867
2019-04-29 02-PM,5155.93,151.25,66.2,0.2868
2019-04-29 01-PM,5144.03,151.11,65.64,0.2869
2019-04-29 12-PM,5126.01,150.75,66.89,0.286
2019-04-29 11-AM,5154,151.77,66.75,0.2891
2019-04-29 10-AM,5144,151.79,67.67,0.2892
2019-04-29 09-AM,5157.52,153.18,67.93,0.2906
2019-04-29 08-AM,5165,153.45,68.18,0.2905
2019-04-29 07-AM,5160,153.53,68.07,0.2904
2019-04-29 06-AM,5181.59,154.1,68.27,0.291
2019-04-29 05-AM,5181.58,154.19,68.38,0.2917
2019-04-29 04-AM,5183.59,154.54,68.04,0.2913
2019-04-29 03-AM,5177.61,154.28,67.91,0.2904
2019-04-29 02-AM,5176,153.94,67.45,0.2912
2019-04-29 01-AM,5174.53,153.52,67.7,0.2914
2019-04-29 12-AM,5168.84,153.77,67.64,0.2918
2019-04-28 11-PM,5160.98,153.13,67.44,0.2902
2019-04-28 10-PM,5151.19,153.57,66.92,0.2903
2019-04-28 09-PM,5138.21,153.5,67.33,0.2875
2019-04-28 08-PM,5123.97,153.72,67.33,0.2882
2019-04-28 07-PM,5144.28,153.66,67.98,0.2891
2019-04-28 06-PM,5165.73,154.15,68.03,0.2893
2019-04-28 05-PM,5174.28,154.35,67.91,0.2901
2019-04-28 04-PM,5182.25,154.15,68.5,0.2902
2019-04-28 03-PM,5194.49,154.9,67.94,0.2909
2019-04-28 02-PM,5160.46,154.1,67.94,0.29
2019-04-28 01-PM,5161,154.42,70.23,0.2903
2019-04-28 12-PM,5191.35,155.6,70.55,0.2922
2019-04-28 11-AM,5209.14,156.15,70.31,0.2935
2019-04-28 10-AM,5196.58,155.64,69.82,0.2934
2019-04-28 09-AM,5177.38,155.5,70.05,0.2921
2019-04-28 08-AM,5183.66,155.71,70.22,0.2918
2019-04-28 07-AM,5181.6,155.45,69.69,0.2923
2019-04-28 06-AM,5173.59,154.98,69.86,0.2921
2019-04-28 05-AM,5172.69,155.1,70.46,0.2921
2019-04-28 04-AM,5164.6,155.2,70.54,0.2929
2019-04-28 03-AM,5174.25,155.3,69.81,0.292
2019-04-28 02-AM,5161.83,154.96,70.12,0.2913
2019-04-28 01-AM,5178.39,155.55,70.77,0.2922
2019-04-28 12-AM,5180.06,155.85,70.27,0.2925
2019-04-27 11-PM,5168.91,155.68,70.94,0.2919
2019-04-27 10-PM,5200,156.14,70.67,0.2918
2019-04-27 09-PM,5207.15,156.95,70.85,0.2917
2019-04-27 08-PM,5199.73,157.5,71.03,0.2898
2019-04-27 07-PM,5202.68,157.58,71.18,0.2929
2019-04-27 06-PM,5170.83,156.15,71.23,0.2925
2019-04-27 05-PM,5177.72,156.66,71.09,0.2935
2019-04-27 04-PM,5163.94,154.8,71.13,0.2911
2019-04-27 03-PM,5150.22,153.74,71.12,0.2913
2019-04-27 02-PM,5164,153.57,70.88,0.2918
2019-04-27 01-PM,5153.71,153.59,70.64,0.2911
2019-04-27 12-PM,5147.18,153.06,70.91,0.2907
2019-04-27 11-AM,5154.34,153.3,70.91,0.2909
2019-04-27 10-AM,5160.44,153.82,70.63,0.2915
2019-04-27 09-AM,5146.46,153.7,70.76,0.2915
2019-04-27 08-AM,5164.99,153.13,71.38,0.2923
2019-04-27 07-AM,5174.96,154.02,71.15,0.2933
2019-04-27 06-AM,5167.37,153.99,71.3,0.2935
2019-04-27 05-AM,5156.06,153.72,70.86,0.2933
2019-04-27 04-AM,5140.77,153.45,71.18,0.292
2019-04-27 03-AM,5144.72,153.19,71.01,0.2915
2019-04-27 02-AM,5148.06,152.5,71.09,0.2919
2019-04-27 01-AM,5148.71,153.11,71.56,0.2938
2019-04-27 12-AM,5147.48,152.87,71.7,0.294
2019-04-26 11-PM,5155.19,153.1,71.45,0.2938
2019-04-26 10-PM,5147.04,152.88,71.28,0.292
2019-04-26 09-PM,5123.69,152.58,70.68,0.2928
2019-04-26 08-PM,5098.1,151.01,70.19,0.2902
2019-04-26 07-PM,5081.38,150.02,70.33,0.2891
2019-04-26 06-PM,5072.53,150.24,70.78,0.2893
2019-04-26 05-PM,5098.64,151.61,70.67,0.2905
2019-04-26 04-PM,5103.84,151.39,70.69,0.2895
2019-04-26 03-PM,5137.57,151.49,71.01,0.288
2019-04-26 02-PM,5166,152.23,71.47,0.2894
2019-04-26 01-PM,5166.05,152.48,71.25,0.2898
2019-04-26 12-PM,5175,152.49,71.19,0.2905
2019-04-26 11-AM,5156,151.26,70.95,0.2888
2019-04-26 10-AM,5159.97,151.88,70.93,0.2893
2019-04-26 09-AM,5168.04,151.89,71.25,0.2876
2019-04-26 08-AM,5176.55,152.35,71.37,0.2875
2019-04-26 07-AM,5161.89,152.28,71.17,0.2868
2019-04-26 06-AM,5178.3,152.28,71.46,0.2868
2019-04-26 05-AM,5192,153.11,71.38,0.2881
2019-04-26 04-AM,5176.79,152.96,72.1,0.2874
2019-04-26 03-AM,5204.82,152.6,72.01,0.2891
2019-04-26 02-AM,5219.52,152.59,70.29,0.2885
2019-04-26 01-AM,5143.14,151.94,70,0.2878
2019-04-26 12-AM,5119.7,150.59,70.75,0.2878
2019-04-25 11-PM,5132.55,152,71.33,0.2865
2019-04-25 10-PM,5124.51,153.25,72.6,0.2876
2019-04-25 09-PM,5392.75,160.18,73.96,0.2968
2019-04-25 08-PM,5496.09,164.64,73.92,0.3025
2019-04-25 07-PM,5487.44,164.57,73.83,0.3024
2019-04-25 06-PM,5497,164.82,73.85,0.3029
2019-04-25 05-PM,5495.25,164.78,74.19,0.3031
2019-04-25 04-PM,5479.25,164.8,74.13,0.3034
2019-04-25 03-PM,5456.48,164.05,74.13,0.3036
2019-04-25 02-PM,5447.6,163.64,74.11,0.3041
2019-04-25 01-PM,5458.09,163.7,73.9,0.3038
2019-04-25 12-PM,5458.16,163.92,74.3,0.3026
2019-04-25 11-AM,5466.11,164.41,74.17,0.305
2019-04-25 10-AM,5456.89,163.91,73.09,0.3002
2019-04-25 09-AM,5420.45,162.94,73,0.2979
2019-04-25 08-AM,5428.47,162.84,72.96,0.2981
2019-04-25 07-AM,5429.47,162.99,72.55,0.2981
2019-04-25 06-AM,5406.46,162.58,73.01,0.297
2019-04-25 05-AM,5426.73,164.04,73.25,0.2987
2019-04-25 04-AM,5425.97,164.4,72.97,0.2984
2019-04-25 03-AM,5439.92,164.09,72.82,0.2992
2019-04-25 02-AM,5429.86,163.57,73.94,0.2976
2019-04-25 01-AM,5457.08,165.31,73.93,0.3008
2019-04-25 12-AM,5453.95,165.81,73.11,0.3012
2019-04-24 11-PM,5440.95,165.74,73.07,0.301
2019-04-24 10-PM,5443.73,165.18,72.27,0.2997
2019-04-24 09-PM,5435.65,163.6,72.66,0.2998
2019-04-24 08-PM,5438,164.37,72.34,0.301
2019-04-24 07-PM,5431.44,163.03,71.66,0.2991
2019-04-24 06-PM,5404.72,162.09,71.54,0.2963
2019-04-24 05-PM,5413.1,161.62,71.7,0.2947
2019-04-24 04-PM,5436,162.49,72.34,0.2985
2019-04-24 03-PM,5461.81,164.38,72.59,0.3007
2019-04-24 02-PM,5463.29,164.6,71.73,0.3005
2019-04-24 01-PM,5440.81,164.12,72.45,0.2993
2019-04-24 12-PM,5458.83,165.12,72.41,0.3033
2019-04-24 11-AM,5432.03,164.79,71.65,0.3003
2019-04-24 10-AM,5420.24,163.92,71.72,0.2988
2019-04-24 09-AM,5461.2,164.03,72.73,0.3
2019-04-24 08-AM,5479.85,165.07,72.21,0.2986
2019-04-24 07-AM,5468,164.46,73.87,0.2925
2019-04-24 06-AM,5595.33,169.49,74.16,0.3176
2019-04-24 05-AM,5604,170.11,73.89,0.3199
2019-04-24 04-AM,5592.5,170.25,73.93,0.3194
2019-04-24 03-AM,5570.83,169.65,73.52,0.3201
2019-04-24 02-AM,5557.92,169.26,72.54,0.3203
2019-04-24 01-AM,5548.61,168.5,74.84,0.3186
2019-04-24 12-AM,5536.13,170.41,74.16,0.3207
2019-04-23 11-PM,5531.32,170.3,76.15,0.3202
2019-04-23 10-PM,5564.74,171.56,76.36,0.3217
2019-04-23 09-PM,5567.73,172.72,76.96,0.3234
2019-04-23 08-PM,5576.19,172.25,77.37,0.3237
2019-04-23 07-PM,5588.94,173.02,77.38,0.3225
2019-04-23 06-PM,5603.05,173.52,77.34,0.3232
2019-04-23 05-PM,5580.69,173.86,77.73,0.3237
2019-04-23 04-PM,5575.71,173.67,77.54,0.325
2019-04-23 03-PM,5564.36,173.58,78.58,0.325
2019-04-23 02-PM,5580.14,174.58,78.01,0.3262
2019-04-23 01-PM,5571.14,174.89,78.16,0.3274
2019-04-23 12-PM,5570.81,174.5,78.34,0.3253
2019-04-23 11-AM,5555.54,174.5,78.44,0.3254
2019-04-23 10-AM,5550.2,175.01,78.79,0.3261
2019-04-23 09-AM,5537.13,175.07,78.9,0.3264
2019-04-23 08-AM,5543.73,175.27,78.98,0.328
2019-04-23 07-AM,5541,175.58,78.5,0.3261
2019-04-23 06-AM,5535,174.71,78.65,0.326
2019-04-23 05-AM,5535.24,174.14,78.63,0.3264
2019-04-23 04-AM,5513.75,173.05,77.14,0.3251
2019-04-23 03-AM,5432.23,172.42,77.14,0.3234
2019-04-23 02-AM,5404.38,171.71,76.81,0.3246
2019-04-23 01-AM,5387.51,171.21,76.95,0.3245
2019-04-23 12-AM,5379.92,171.07,76.8,0.3236
2019-04-22 11-PM,5386.8,171.47,77.41,0.3236
2019-04-22 10-PM,5403.01,172.3,77.48,0.3264
2019-04-22 09-PM,5386.41,172.43,77.23,0.3231
2019-04-22 08-PM,5369.14,171.88,77.86,0.3239
2019-04-22 07-PM,5387.58,172.42,77.17,0.3237
2019-04-22 06-PM,5410.78,172.32,76.93,0.3239
2019-04-22 05-PM,5370.44,171.94,76.43,0.3242
2019-04-22 04-PM,5307.24,169.58,76.38,0.3221
2019-04-22 03-PM,5309.94,170.81,77.07,0.3219
2019-04-22 02-PM,5316.48,171.39,76.69,0.3242
2019-04-22 01-PM,5300.5,170.86,76.85,0.3241
2019-04-22 12-PM,5310.45,171.16,77.28,0.3257
2019-04-22 11-AM,5311.24,171.61,77.79,0.3268
2019-04-22 10-AM,5320.39,171.97,77.07,0.3276
2019-04-22 09-AM,5299.96,171.23,76.89,0.3281
2019-04-22 08-AM,5288.64,169.81,76.22,0.3268
2019-04-22 07-AM,5278.18,170.09,76.33,0.3265
2019-04-22 06-AM,5287.91,170.28,75.97,0.3264
2019-04-22 05-AM,5275.2,169.62,75.98,0.3257
2019-04-22 04-AM,5277.07,169.36,75.72,0.328
2019-04-22 03-AM,5257.56,168.43,76.28,0.3198
2019-04-22 02-AM,5264.03,168.95,76.19,0.3198
2019-04-22 01-AM,5268.4,169.4,77.23,0.3195
2019-04-22 12-AM,5289.55,170.25,77.51,0.3209
2019-04-21 11-PM,5295.65,169.87,77.23,0.3218
2019-04-21 10-PM,5292.57,169.94,76.53,0.3216
2019-04-21 09-PM,5275.06,169.11,75.95,0.3195
2019-04-21 08-PM,5239.73,168.2,75.85,0.3188
2019-04-21 07-PM,5259.38,168.31,75.62,0.3187
2019-04-21 06-PM,5240.58,168.02,75.9,0.3181
2019-04-21 05-PM,5264.56,168.4,75.63,0.3191
2019-04-21 04-PM,5270.96,168.78,76.36,0.3192
2019-04-21 03-PM,5280.88,169.07,76.17,0.321
2019-04-21 02-PM,5273.94,168.69,76.18,0.3202
2019-04-21 01-PM,5268.35,168.83,75.53,0.3207
2019-04-21 12-PM,5251.05,167.76,75.25,0.3191
2019-04-21 11-AM,5258.04,168.09,76.19,0.319
2019-04-21 10-AM,5261.03,169.22,75.71,0.3195
2019-04-21 09-AM,5253.64,169.04,79.52,0.3183
2019-04-21 08-AM,5308.39,171.07,80.23,0.3237
2019-04-21 07-AM,5312.78,171.95,80.52,0.3244
2019-04-21 06-AM,5325.63,172.96,80.92,0.3248
2019-04-21 05-AM,5312.39,172.51,81.25,0.3251
2019-04-21 04-AM,5328.4,173.22,81.24,0.3263
2019-04-21 03-AM,5335.48,173.38,81.53,0.3277
2019-04-21 02-AM,5336,173.81,81.34,0.3283
2019-04-21 01-AM,5327.54,173.67,81.65,0.3289
2019-04-21 12-AM,5327.16,173.77,81.47,0.3286
2019-04-20 11-PM,5318.89,173.5,81.17,0.328
2019-04-20 10-PM,5291.3,172.6,80.15,0.3266
2019-04-20 09-PM,5277.52,171.43,80.97,0.325
2019-04-20 08-PM,5316.93,172.95,80.84,0.3275
2019-04-20 07-PM,5318.89,173.36,80.69,0.3287
2019-04-20 06-PM,5311.83,173.62,80.82,0.3297
2019-04-20 05-PM,5303.5,173.41,81.38,0.3299
2019-04-20 04-PM,5325.93,173.63,81.34,0.3299
2019-04-20 03-PM,5319.37,173.15,81.31,0.3295
2019-04-20 02-PM,5313.55,172.72,81.46,0.3292
2019-04-20 01-PM,5319.86,173.6,81.37,0.33
2019-04-20 12-PM,5317.86,173.62,81.19,0.3299
2019-04-20 11-AM,5310.56,173.43,81.04,0.33
2019-04-20 10-AM,5312.99,173.6,81.67,0.3297
2019-04-20 09-AM,5318.41,175.27,82.32,0.3307
2019-04-20 08-AM,5321.1,176.15,82.43,0.3322
2019-04-20 07-AM,5329.73,175.16,82.18,0.3324
2019-04-20 06-AM,5322.65,174.64,82.56,0.3322
2019-04-20 05-AM,5328.18,175.52,82.72,0.3331
2019-04-20 04-AM,5325.53,174.83,82.43,0.3319
2019-04-20 03-AM,5303.79,174.36,82.33,0.3307
2019-04-20 02-AM,5299.19,174.18,82.79,0.3316
2019-04-20 01-AM,5305.9,175.12,82.19,0.3317
2019-04-20 12-AM,5285.45,173.51,82.45,0.331
2019-04-19 11-PM,5289.91,173.66,82.18,0.3317
2019-04-19 10-PM,5281.17,172.9,81.86,0.3307
2019-04-19 09-PM,5271.85,172.5,82.09,0.331
2019-04-19 08-PM,5270,172.89,82.41,0.3315
2019-04-19 07-PM,5296.38,173.22,82.45,0.3325
2019-04-19 06-PM,5293.07,172.99,81.84,0.3324
2019-04-19 05-PM,5277.47,172.26,82.05,0.3317
2019-04-19 04-PM,5278.58,172.64,83.03,0.3324
2019-04-19 03-PM,5284,172.92,81.55,0.3307
2019-04-19 02-PM,5246.71,172.31,81.66,0.3291
2019-04-19 01-PM,5247.2,172.37,81.35,0.3308
2019-04-19 12-PM,5248.86,172.36,81.69,0.3304
2019-04-19 11-AM,5256.42,173.49,81.07,0.3309
2019-04-19 10-AM,5256.46,173.07,81.48,0.331
2019-04-19 09-AM,5256.36,173.2,81.88,0.3317
2019-04-19 08-AM,5264.05,174,81.21,0.3316
2019-04-19 07-AM,5247.45,172.68,81.97,0.3307
2019-04-19 06-AM,5238.58,172.66,81.41,0.332
2019-04-19 05-AM,5231.44,171.66,81.22,0.3307
2019-04-19 04-AM,5237.81,171.74,81.02,0.3307
2019-04-19 03-AM,5230.72,171.7,80.41,0.3306
2019-04-19 02-AM,5220,170.86,80.65,0.3292
2019-04-19 01-AM,5217.94,170.67,81.57,0.3288
2019-04-19 12-AM,5275.86,172.72,82.08,0.334
2019-04-18 11-PM,5281.58,174.17,82.37,0.336
2019-04-18 10-PM,5280,173.4,83,0.3355
2019-04-18 09-PM,5292.78,175.23,83.12,0.3369
2019-04-18 08-PM,5308.57,175.95,83.17,0.3372
2019-04-18 07-PM,5290.97,174.79,82.53,0.3382
2019-04-18 06-PM,5273.97,174.5,82.65,0.3371
2019-04-18 05-PM,5261.9,174.41,82.41,0.337
2019-04-18 04-PM,5258.95,173.37,80.6,0.3382
2019-04-18 03-PM,5252.19,172.5,80.63,0.3353
2019-04-18 02-PM,5249.62,172.28,80.77,0.3362
2019-04-18 01-PM,5263.79,172.28,80.49,0.3383
2019-04-18 12-PM,5249.97,171.93,80.1,0.338
2019-04-18 11-AM,5237.58,170.78,80.59,0.337
2019-04-18 10-AM,5241.1,171.4,80.66,0.3377
2019-04-18 09-AM,5248.21,171.33,80.43,0.3372
2019-04-18 08-AM,5245.9,171.51,81.17,0.338
2019-04-18 07-AM,5265.02,172.01,81.06,0.3425
2019-04-18 06-AM,5268.89,171.74,80.48,0.3411
2019-04-18 05-AM,5262.97,171.65,80.8,0.3413
2019-04-18 04-AM,5279.26,172.5,80.95,0.3438
2019-04-18 03-AM,5273.16,172.67,80.66,0.3449
2019-04-18 02-AM,5264.49,171.9,80.79,0.339
2019-04-18 01-AM,5267.19,172.66,79.53,0.3394
2019-04-18 12-AM,5231.81,166.4,79.27,0.3373
2019-04-17 11-PM,5233.72,166.74,79.21,0.3358
2019-04-17 10-PM,5220.11,166.2,79.37,0.3364
2019-04-17 09-PM,5231.94,167.12,79.6,0.3373
2019-04-17 08-PM,5221.04,166.73,79.68,0.3375
2019-04-17 07-PM,5237.36,166.68,79.5,0.3352
2019-04-17 06-PM,5226.22,166.44,79.57,0.3334
2019-04-17 05-PM,5226.68,165.72,79.36,0.3322
2019-04-17 04-PM,5214.12,166.07,79.22,0.3333
2019-04-17 03-PM,5207.9,165.79,79.27,0.3308
2019-04-17 02-PM,5211.5,165.96,79.45,0.3331
2019-04-17 01-PM,5214.24,165.74,78.87,0.3357
2019-04-17 12-PM,5191.1,165.34,80.05,0.3213
2019-04-17 11-AM,5253.83,167.13,79.78,0.3238
2019-04-17 10-AM,5230.6,166.22,79.38,0.3226
2019-04-17 09-AM,5213.58,165.73,79.47,0.322
2019-04-17 08-AM,5200.78,165.41,80.2,0.3216
2019-04-17 07-AM,5216.52,166.74,79.81,0.3227
2019-04-17 06-AM,5210.37,166.19,80.15,0.3222
2019-04-17 05-AM,5223.71,166.58,80.54,0.3234
2019-04-17 04-AM,5233.17,167.1,80.8,0.324
2019-04-17 03-AM,5232.07,166.68,80.63,0.324
2019-04-17 02-AM,5224.27,166.82,80.48,0.324
2019-04-17 01-AM,5221.3,166.74,81.17,0.324
2019-04-17 12-AM,5232.29,166.72,81.08,0.3241
2019-04-16 11-PM,5202.43,166.52,80.72,0.3254
2019-04-16 10-PM,5195.17,165.64,81.18,0.3236
