Date,BTC,ETH,LTC,XRP
2018-11-03 06-PM,6329.95,198.28,50.69,0.453
2018-11-03 05-PM,6327,198.73,50.68,0.4529
2018-11-03 04-PM,6328.02,198.34,50.81,0.4532
2018-11-03 03-PM,6329.04,198.34,50.76,0.4541
2018-11-03 02-PM,6330,198.28,50.74,0.454
2018-11-03 01-PM,6324,198.26,51.05,0.4532
2018-11-03 12-PM,6329.33,198.9,50.9,0.4548
2018-11-03 11-AM,6325.12,198.77,50.63,0.4541
2018-11-03 10-AM,6330.73,199.18,50.63,0.454
2018-11-03 09-AM,6333.53,198.52,50.77,0.4547
2018-11-03 08-AM,6340,199.19,50.73,0.4536
2018-11-03 07-AM,6339.3,198.7,50.74,0.4546
2018-11-03 06-AM,6339.72,198.95,50.88,0.455
2018-11-03 05-AM,6339.41,198.97,50.82,0.4553
2018-11-03 04-AM,6337.55,198.9,50.86,0.4548
2018-11-03 03-AM,6336.07,198.7,50.89,0.4543
2018-11-03 02-AM,6341.48,199.04,50.98,0.4546
2018-11-03 01-AM,6346.61,199.61,50.84,0.4552
2018-11-03 12-AM,6345.31,199.25,50.99,0.4556
2018-11-02 11-PM,6350.43,199.9,50.81,0.4558
2018-11-02 10-PM,6346.21,199.98,50.86,0.4554
2018-11-02 09-PM,6349.35,199.94,51.22,0.4542
2018-11-02 08-PM,6351.32,200.02,51.34,0.4559
2018-11-02 07-PM,6355.74,200.3,51.25,0.456
2018-11-02 06-PM,6347.95,199.52,51.18,0.4559
2018-11-02 05-PM,6346.97,199.36,51.12,0.4559
2018-11-02 04-PM,6350,199.43,51.39,0.4585
2018-11-02 03-PM,6357,199.96,51.45,0.4589
2018-11-02 02-PM,6365,199.42,51.13,0.4615
2018-11-02 01-PM,6355.63,199,50.73,0.4587
2018-11-02 12-PM,6347.85,198.44,50.46,0.4572
2018-11-02 11-AM,6350.59,198.1,50.45,0.4575
2018-11-02 10-AM,6340.28,198.16,50.33,0.456
2018-11-02 09-AM,6342.04,198.43,50.36,0.455
2018-11-02 08-AM,6342.95,197.9,50.4,0.4532
2018-11-02 07-AM,6347.81,198.23,50.41,0.4554
2018-11-02 06-AM,6348.66,198.15,50.54,0.4541
2018-11-02 05-AM,6352.91,198.36,50.56,0.4561
2018-11-02 04-AM,6351.78,198.5,50.56,0.4566
2018-11-02 03-AM,6356.31,198.86,50.56,0.4587
2018-11-02 02-AM,6355.03,198.43,50.71,0.4587
2018-11-02 01-AM,6362.86,198.65,50.48,0.459
2018-11-02 12-AM,6379.59,199.42,50.19,0.4601
2018-11-01 11-PM,6340.99,197.73,50.27,0.457
2018-11-01 10-PM,6339.43,197.43,50.05,0.4556
2018-11-01 09-PM,6347.94,197.24,50.13,0.456
2018-11-01 08-PM,6328.98,197.12,49.96,0.4556
2018-11-01 07-PM,6320.6,196.96,49.84,0.4527
2018-11-01 06-PM,6314.39,196.65,49.82,0.4519
2018-11-01 05-PM,6311.44,196.85,49.75,0.4509
2018-11-01 04-PM,6306.99,196.43,49.55,0.4503
2018-11-01 03-PM,6307.36,196.23,49.69,0.4502
2018-11-01 02-PM,6307.48,196.53,49.41,0.4515
2018-11-01 01-PM,6305.59,196.39,49.58,0.4508
2018-11-01 12-PM,6306.06,196.74,49.51,0.4501
2018-11-01 11-AM,6309.54,196.47,49.6,0.4501
2018-11-01 10-AM,6309.03,196.73,49.58,0.4493
2018-11-01 09-AM,6310,196.71,49.56,0.4504
2018-11-01 08-AM,6304.62,196.52,49.66,0.4479
2018-11-01 07-AM,6310.34,196.95,49.55,0.45
2018-11-01 06-AM,6307.01,196.66,49.45,0.4497
2018-11-01 05-AM,6295.92,196.6,49.66,0.4475
2018-11-01 04-AM,6301.06,196.48,49.57,0.4488
2018-11-01 03-AM,6294.13,196.02,49.71,0.4493
2018-11-01 02-AM,6303.17,196.26,49.53,0.4478
2018-11-01 01-AM,6304.43,196.38,49.6,0.4481
2018-11-01 12-AM,6302.34,196.81,49.37,0.4476
2018-10-31 11-PM,6303.27,196.68,49.71,0.4504
2018-10-31 10-PM,6305.37,197,49.45,0.4501
2018-10-31 09-PM,6305,196.82,49.78,0.4512
2018-10-31 08-PM,6304.31,196.84,49.81,0.45
2018-10-31 07-PM,6305,196.51,49.72,0.4493
2018-10-31 06-PM,6302.78,196.56,49.69,0.4481
2018-10-31 05-PM,6296.69,196.09,49.73,0.4496
2018-10-31 04-PM,6312.01,196.78,49.92,0.45
2018-10-31 03-PM,6330.57,197.39,48.2,0.452
2018-10-31 02-PM,6216.31,192.92,48.61,0.435
2018-10-31 01-PM,6249.67,194.37,49.01,0.4401
2018-10-31 12-PM,6262,194.71,48.94,0.441
2018-10-31 11-AM,6268,194.91,48.86,0.4408
2018-10-31 10-AM,6264.52,194.81,48.59,0.4407
2018-10-31 09-AM,6253.11,194.13,48.77,0.4382
2018-10-31 08-AM,6264,194.67,48.64,0.4408
2018-10-31 07-AM,6264,194.37,48.83,0.4409
2018-10-31 06-AM,6263,194.39,48.93,0.4402
2018-10-31 05-AM,6267.34,195.42,49.09,0.4411
2018-10-31 04-AM,6266.25,195.28,49.09,0.4421
2018-10-31 03-AM,6268.29,195.28,49.17,0.4424
2018-10-31 02-AM,6269.36,195.36,49.08,0.4424
2018-10-31 01-AM,6260.01,195.11,48.98,0.4425
2018-10-31 12-AM,6272.15,195.5,48.96,0.4423
2018-10-30 11-PM,6269.46,195.3,49.05,0.4438
2018-10-30 10-PM,6273.94,195.45,48.73,0.4432
2018-10-30 09-PM,6265.02,194.65,48.62,0.4405
2018-10-30 08-PM,6265.2,194.74,48.58,0.4412
2018-10-30 07-PM,6259.01,193.71,48.63,0.4391
2018-10-30 06-PM,6256.49,193.7,48.68,0.442
2018-10-30 05-PM,6259.13,194.7,48.68,0.4409
2018-10-30 04-PM,6265.24,194.25,48.98,0.4416
2018-10-30 03-PM,6269.59,195.06,48.88,0.4438
2018-10-30 02-PM,6257.79,194.35,48.93,0.4432
2018-10-30 01-PM,6258.4,195.07,48.96,0.4434
2018-10-30 12-PM,6267.99,194.6,48.9,0.443
2018-10-30 11-AM,6260.82,194.68,48.99,0.4415
2018-10-30 10-AM,6253,194.3,48.96,0.4417
2018-10-30 09-AM,6249.19,193.93,49.02,0.4419
2018-10-30 08-AM,6255.39,194.15,48.96,0.4418
2018-10-30 07-AM,6271.35,194.68,48.98,0.4437
2018-10-30 06-AM,6281.98,195.16,48.96,0.4435
2018-10-30 05-AM,6275.64,194.88,48.84,0.4444
2018-10-30 04-AM,6289,195.28,48.62,0.4475
2018-10-30 03-AM,6271.87,194.38,48.69,0.4449
2018-10-30 02-AM,6260,194.54,48.67,0.4413
2018-10-30 01-AM,6257.08,194.03,48.62,0.4395
2018-10-30 12-AM,6264.64,194.49,48.54,0.4391
2018-10-29 11-PM,6266.52,194.14,48.77,0.4399
2018-10-29 10-PM,6258.51,194.78,48.34,0.4395
2018-10-29 09-PM,6241.22,193.56,48.6,0.4358
2018-10-29 08-PM,6244.81,193.38,48.51,0.4329
2018-10-29 07-PM,6245.03,193.49,48.82,0.4357
2018-10-29 06-PM,6267.53,194.24,48.85,0.4387
2018-10-29 05-PM,6265.29,194.26,48.7,0.4392
2018-10-29 04-PM,6272.71,194.35,48.86,0.4397
2018-10-29 03-PM,6281.2,195.79,48.82,0.4406
2018-10-29 02-PM,6264,194.87,48.53,0.439
2018-10-29 01-PM,6267.64,195.24,48.08,0.4385
2018-10-29 12-PM,6259.35,194.09,50.59,0.4351
2018-10-29 11-AM,6333.05,200.78,51.35,0.4485
2018-10-29 10-AM,6389.15,202.02,51.35,0.4559
2018-10-29 09-AM,6385.37,201.85,51.37,0.4546
2018-10-29 08-AM,6391.19,201.9,51.44,0.455
2018-10-29 07-AM,6393.96,201.89,51.5,0.4564
2018-10-29 06-AM,6399.31,201.97,51.53,0.4565
2018-10-29 05-AM,6404.72,201.84,51.47,0.4574
2018-10-29 04-AM,6407.1,202.12,51.51,0.4575
2018-10-29 03-AM,6409.64,202.16,51.45,0.4578
2018-10-29 02-AM,6411.92,202.33,51.49,0.4585
2018-10-29 01-AM,6404.77,202.47,51.43,0.4587
2018-10-29 12-AM,6402.91,202.52,51.54,0.4581
2018-10-28 11-PM,6405.57,202.44,51.16,0.4596
2018-10-28 10-PM,6395.81,201.97,51.11,0.4564
2018-10-28 09-PM,6393.69,201.51,51.21,0.456
2018-10-28 08-PM,6397.38,201.43,51.24,0.4558
2018-10-28 07-PM,6390.95,201.4,51.29,0.4554
2018-10-28 06-PM,6399.24,201.94,51.31,0.4556
2018-10-28 05-PM,6399.73,202.01,51.37,0.4558
2018-10-28 04-PM,6404.45,201.78,51.53,0.4548
2018-10-28 03-PM,6396.78,201.84,51.5,0.454
2018-10-28 02-PM,6403.46,201.88,51.59,0.4551
2018-10-28 01-PM,6405.49,202.09,51.48,0.4545
2018-10-28 12-PM,6404.68,201.28,51.54,0.4535
2018-10-28 11-AM,6398.7,201.25,51.45,0.453
2018-10-28 10-AM,6402.93,201.48,51.52,0.4547
2018-10-28 09-AM,6406,201.2,51.41,0.4542
2018-10-28 08-AM,6406.48,201.33,51.39,0.4538
2018-10-28 07-AM,6400.28,201.4,51.4,0.4549
2018-10-28 06-AM,6403.53,201.53,51.7,0.4538
2018-10-28 05-AM,6410.88,201.4,51.49,0.4546
2018-10-28 04-AM,6406.38,201.39,51.48,0.4546
2018-10-28 03-AM,6406.36,201.64,51.37,0.4534
2018-10-28 02-AM,6406.32,201.56,51.39,0.4535
2018-10-28 01-AM,6406.32,201.27,51.42,0.4542
2018-10-28 12-AM,6403.6,201.23,51.49,0.454
2018-10-27 11-PM,6407.66,201.26,51.43,0.4537
2018-10-27 10-PM,6413.55,201.52,51.57,0.4551
2018-10-27 09-PM,6410,201.09,51.42,0.4547
2018-10-27 08-PM,6403.28,200.9,51.49,0.4543
2018-10-27 07-PM,6402,201.48,51.44,0.4544
2018-10-27 06-PM,6398.86,200.88,51.47,0.4532
2018-10-27 05-PM,6407.36,201.23,51.56,0.4545
2018-10-27 04-PM,6401.04,200.43,51.4,0.4535
2018-10-27 03-PM,6398.49,200.25,51.28,0.4529
2018-10-27 02-PM,6396.62,200.74,51.3,0.4527
2018-10-27 01-PM,6397.13,200.6,51.48,0.4532
2018-10-27 12-PM,6404.32,200.6,51.5,0.4544
2018-10-27 11-AM,6403.91,200.69,51.53,0.4534
2018-10-27 10-AM,6404.85,200.94,51.72,0.4539
2018-10-27 09-AM,6411.72,201.01,51.72,0.4549
2018-10-27 08-AM,6409.91,200.9,51.76,0.4527
2018-10-27 07-AM,6414.66,201.1,51.8,0.4544
2018-10-27 06-AM,6414.02,201.03,51.61,0.4552
2018-10-27 05-AM,6412.3,201.12,51.71,0.4549
2018-10-27 04-AM,6416.16,201.38,51.56,0.4556
2018-10-27 03-AM,6413.54,201.12,51.64,0.4538
2018-10-27 02-AM,6409.7,201.18,51.67,0.4559
2018-10-27 01-AM,6414.52,201.12,51.6,0.458
2018-10-27 12-AM,6404.63,201.13,51.67,0.4579
2018-10-26 11-PM,6406.1,200.69,51.66,0.4572
2018-10-26 10-PM,6403,200.37,51.79,0.4569
2018-10-26 09-PM,6402.01,200.81,51.63,0.4573
2018-10-26 08-PM,6402.07,200.52,51.61,0.4567
2018-10-26 07-PM,6403.78,199.84,51.73,0.4564
2018-10-26 06-PM,6403.61,200.16,51.69,0.4564
2018-10-26 05-PM,6405.79,200.3,51.62,0.4563
2018-10-26 04-PM,6406.8,200.45,51.52,0.4562
2018-10-26 03-PM,6394.96,200.37,51.78,0.4554
2018-10-26 02-PM,6405.75,200.42,51.82,0.4558
2018-10-26 01-PM,6396,200.6,51.71,0.4551
2018-10-26 12-PM,6405.43,201.13,51.87,0.4551
2018-10-26 11-AM,6417.72,201.55,52,0.4571
2018-10-26 10-AM,6415.01,201.67,51.92,0.4559
2018-10-26 09-AM,6411.77,201.37,52.19,0.4547
2018-10-26 08-AM,6430.42,203.2,51.21,0.457
2018-10-26 07-AM,6385.68,199.23,51.64,0.4511
2018-10-26 06-AM,6391,199.72,51.6,0.4538
2018-10-26 05-AM,6394.79,199.75,51.66,0.4535
2018-10-26 04-AM,6388,199.68,51.51,0.4527
2018-10-26 03-AM,6389.2,199.41,51.53,0.4547
2018-10-26 02-AM,6394.03,199.64,51.47,0.4553
2018-10-26 01-AM,6391.8,199.68,51.58,0.4556
2018-10-26 12-AM,6400.17,199.82,51.85,0.4561
2018-10-25 11-PM,6393.53,199.66,51.95,0.4546
2018-10-25 10-PM,6408.45,200.13,51.59,0.457
2018-10-25 09-PM,6397.63,200.14,51.81,0.4539
2018-10-25 08-PM,6398.01,200.12,51.94,0.4569
2018-10-25 07-PM,6410,199.99,51.68,0.458
2018-10-25 06-PM,6412.4,200.34,51.72,0.4582
2018-10-25 05-PM,6398.79,200.18,51.73,0.4593
2018-10-25 04-PM,6400,199.54,51.63,0.4541
2018-10-25 03-PM,6396.18,199.49,51.63,0.4532
2018-10-25 02-PM,6398.08,199.43,51.71,0.4532
2018-10-25 01-PM,6405,199.61,51.66,0.4526
2018-10-25 12-PM,6402.49,200.06,51.64,0.4529
2018-10-25 11-AM,6391.18,199.83,51.68,0.452
2018-10-25 10-AM,6394.17,199.55,51.84,0.4522
2018-10-25 09-AM,6396.2,199.64,51.84,0.4515
2018-10-25 08-AM,6403.37,200.27,51.63,0.4512
2018-10-25 07-AM,6398.94,199.5,51.7,0.4529
2018-10-25 06-AM,6402.44,199.51,51.83,0.4526
2018-10-25 05-AM,6393,198.85,51.69,0.4501
2018-10-25 04-AM,6394.48,199.01,51.73,0.4514
2018-10-25 03-AM,6389.91,199.24,51.66,0.4508
2018-10-25 02-AM,6392.07,199.14,51.71,0.4509
2018-10-25 01-AM,6385.14,198.93,51.95,0.4491
2018-10-25 12-AM,6422.16,200.89,51.87,0.4551
2018-10-24 11-PM,6411.96,200.67,51.91,0.4538
2018-10-24 10-PM,6419.63,200.65,51.84,0.4541
2018-10-24 09-PM,6430.16,201.32,51.9,0.457
2018-10-24 08-PM,6422.72,201.3,51.87,0.457
2018-10-24 07-PM,6421.33,200.58,51.93,0.4571
2018-10-24 06-PM,6424.69,200.89,52,0.458
2018-10-24 05-PM,6426.93,200.7,51.9,0.459
2018-10-24 04-PM,6421.06,201.12,51.94,0.4567
2018-10-24 03-PM,6419,200.68,52.23,0.4561
2018-10-24 02-PM,6433.98,201.8,52.3,0.458
2018-10-24 01-PM,6440.01,201.43,52.12,0.4584
2018-10-24 12-PM,6435.41,201.68,52.09,0.46
2018-10-24 11-AM,6425.72,201.42,52.19,0.4586
2018-10-24 10-AM,6439.2,201.74,52.11,0.4608
2018-10-24 09-AM,6433.62,201.69,51.91,0.4576
2018-10-24 08-AM,6429.53,201.29,51.96,0.4575
2018-10-24 07-AM,6437.51,201.89,52.08,0.4604
2018-10-24 06-AM,6433.8,201.64,52.23,0.461
2018-10-24 05-AM,6441.19,201.88,52.58,0.4625
2018-10-24 04-AM,6458.28,202.24,52.12,0.464
2018-10-24 03-AM,6417.11,201.61,52.08,0.4593
2018-10-24 02-AM,6409.83,201.12,52.05,0.458
2018-10-24 01-AM,6399.97,201.28,52.11,0.4589
2018-10-24 12-AM,6402.58,201.4,52.1,0.4592
2018-10-23 11-PM,6393.41,200.96,52.12,0.4592
2018-10-23 10-PM,6387.92,201.01,52.17,0.4556
2018-10-23 09-PM,6394.3,201.66,52,0.4587
2018-10-23 08-PM,6391.25,201.18,52.01,0.4609
2018-10-23 07-PM,6406.87,201.06,51.7,0.4432
2018-10-23 06-PM,6392.04,199.78,51.76,0.436
2018-10-23 05-PM,6385.61,199,51.74,0.4355
2018-10-23 04-PM,6397.18,199.38,51.79,0.4362
2018-10-23 03-PM,6387.31,198.61,51.97,0.4372
2018-10-23 02-PM,6384.49,198.8,52.08,0.4367
2018-10-23 01-PM,6391.49,199.26,52.3,0.439
2018-10-23 12-PM,6392.61,199.7,51.58,0.4384
2018-10-23 11-AM,6376.33,198.4,51.48,0.437
2018-10-23 10-AM,6375.97,198.88,51.63,0.4343
2018-10-23 09-AM,6387.2,199.22,51.66,0.4419
2018-10-23 08-AM,6402.2,200.42,51.6,0.4468
2018-10-23 07-AM,6397.07,200.52,51.76,0.445
2018-10-23 06-AM,6400,200.8,51.69,0.4475
2018-10-23 05-AM,6400.12,200.56,51.7,0.4475
2018-10-23 04-AM,6406.33,200.69,51.48,0.4488
2018-10-23 03-AM,6394.62,200.3,51.71,0.4461
2018-10-23 02-AM,6410.85,201.44,51.74,0.4502
2018-10-23 01-AM,6409.22,201.24,51.98,0.4501
2018-10-23 12-AM,6409.85,201.58,51.65,0.4512
2018-10-22 11-PM,6406.06,201.23,51.91,0.4506
2018-10-22 10-PM,6408.54,201.19,51.76,0.4491
2018-10-22 09-PM,6402.16,200.86,51.83,0.4504
2018-10-22 08-PM,6413.05,201.21,51.6,0.4507
2018-10-22 07-PM,6389.73,199.96,51.57,0.4473
2018-10-22 06-PM,6391.17,200.15,51.77,0.4483
2018-10-22 05-PM,6402.05,200.8,51.71,0.45
2018-10-22 04-PM,6404,201.03,51.59,0.45
2018-10-22 03-PM,6394.84,200.64,51.62,0.4481
2018-10-22 02-PM,6392.14,200.89,52.07,0.445
2018-10-22 01-PM,6400.22,201.21,52.06,0.447
2018-10-22 12-PM,6399.01,201.98,52.11,0.449
2018-10-22 11-AM,6399.55,201.8,52.25,0.45
2018-10-22 10-AM,6400.69,201.76,52.02,0.4503
2018-10-22 09-AM,6398.53,201.46,51.93,0.4497
2018-10-22 08-AM,6396.82,201.27,52.03,0.4506
2018-10-22 07-AM,6408.64,201.49,52.23,0.4513
2018-10-22 06-AM,6417.79,202.39,52.26,0.4524
2018-10-22 05-AM,6419.18,202.09,52.37,0.4534
2018-10-22 04-AM,6419.66,202.64,52.01,0.454
2018-10-22 03-AM,6413.72,201.86,52.11,0.4514
2018-10-22 02-AM,6410.86,201.76,52.25,0.452
2018-10-22 01-AM,6418.43,202.38,51.98,0.4514
2018-10-22 12-AM,6406.94,201.5,52.16,0.4521
2018-10-21 11-PM,6413.38,202.19,52.16,0.4529
2018-10-21 10-PM,6413.56,201.93,52.54,0.4521
2018-10-21 09-PM,6434.62,202.72,52.6,0.4558
2018-10-21 08-PM,6437.22,202.73,52.67,0.4546
2018-10-21 07-PM,6438.89,202.94,52.66,0.4536
2018-10-21 06-PM,6436.16,202.7,52.63,0.4537
2018-10-21 05-PM,6439.36,202.6,52.84,0.4551
2018-10-21 04-PM,6437.43,203.73,52.76,0.4553
2018-10-21 03-PM,6440.97,204.59,52.76,0.4569
2018-10-21 02-PM,6445.91,203.69,52.64,0.457
2018-10-21 01-PM,6445.66,205.01,52.54,0.4577
2018-10-21 12-PM,6436.17,203.4,52.41,0.4561
2018-10-21 11-AM,6431.53,203.01,52.59,0.4559
2018-10-21 10-AM,6444.66,203.82,52.71,0.4581
2018-10-21 09-AM,6444.66,204.16,52.73,0.4587
2018-10-21 08-AM,6434.18,204.17,52.66,0.4593
2018-10-21 07-AM,6429,203.88,52.69,0.4593
2018-10-21 06-AM,6425.23,203.81,52.51,0.4579
2018-10-21 05-AM,6427.99,204.12,53.01,0.4577
2018-10-21 04-AM,6429.4,204.13,52.98,0.458
2018-10-21 03-AM,6437.55,203.97,52.99,0.4584
2018-10-21 02-AM,6429.82,204.45,53.05,0.4591
2018-10-21 01-AM,6437.97,204.22,52.9,0.4585
2018-10-21 12-AM,6423.36,203.38,52.76,0.456
2018-10-20 11-PM,6412.86,202.59,52.76,0.4547
2018-10-20 10-PM,6409.68,202.62,52.94,0.4558
2018-10-20 09-PM,6403,201.95,52.81,0.456
2018-10-20 08-PM,6403.9,202.29,52.94,0.4553
2018-10-20 07-PM,6399.17,202.74,52.35,0.455
2018-10-20 06-PM,6394.09,201.24,52.39,0.453
2018-10-20 05-PM,6394.83,201.56,52.56,0.4541
2018-10-20 04-PM,6399.84,202.03,52.57,0.453
2018-10-20 03-PM,6397.15,201.92,52.73,0.4534
2018-10-20 02-PM,6403.83,202.52,52.63,0.4541
2018-10-20 01-PM,6408.04,202.82,52.64,0.4554
2018-10-20 12-PM,6404.86,202.48,52.53,0.4548
2018-10-20 11-AM,6411.52,202.87,52.46,0.4564
2018-10-20 10-AM,6403.56,202.44,52.65,0.4545
2018-10-20 09-AM,6401.34,202.62,52.66,0.4567
2018-10-20 08-AM,6399.32,203.23,52.86,0.4573
2018-10-20 07-AM,6408.26,202.27,52.9,0.4576
2018-10-20 06-AM,6408.48,203.14,52.3,0.4582
2018-10-20 05-AM,6389.44,201.04,52.28,0.457
2018-10-20 04-AM,6387.81,200.79,52.23,0.457
2018-10-20 03-AM,6379.19,200.58,52.56,0.4537
2018-10-20 02-AM,6378.56,200.52,52.45,0.4524
2018-10-20 01-AM,6385.31,201.07,52.23,0.457
2018-10-20 12-AM,6367.31,199.77,52.38,0.4479
2018-10-19 11-PM,6383.46,200.08,52.41,0.4499
2018-10-19 10-PM,6382.34,200.45,52.48,0.4477
2018-10-19 09-PM,6384.17,200.43,52.66,0.45
2018-10-19 08-PM,6381.24,199.9,52.75,0.45
2018-10-19 07-PM,6386.45,200.18,52.67,0.45
2018-10-19 06-PM,6396.58,200.64,52.77,0.4494
2018-10-19 05-PM,6390.46,200.4,52.81,0.4494
2018-10-19 04-PM,6391.31,200.3,52.57,0.4484
2018-10-19 03-PM,6385.58,200.18,52.34,0.4464
2018-10-19 02-PM,6374,199.89,52.34,0.4451
2018-10-19 01-PM,6383.31,200.13,52.31,0.4474
2018-10-19 12-PM,6376.98,199.9,52,0.447
2018-10-19 11-AM,6388.21,199.79,52.02,0.447
2018-10-19 10-AM,6394.33,200.31,52.13,0.4498
2018-10-19 09-AM,6377.88,200.08,51.8,0.4491
2018-10-19 08-AM,6382.97,199.41,51.45,0.4473
2018-10-19 07-AM,6360.68,197.7,51.61,0.4442
2018-10-19 06-AM,6362.93,198.2,51.62,0.4454
2018-10-19 05-AM,6369.98,197.97,51.65,0.445
2018-10-19 04-AM,6398.38,199.51,51.66,0.4514
2018-10-19 03-AM,6391.05,199.44,51.76,0.45
2018-10-19 02-AM,6395.14,199.83,51.72,0.4543
2018-10-19 01-AM,6383.49,199.15,51.91,0.451
2018-10-19 12-AM,6401.59,199.73,51.77,0.4557
2018-10-18 11-PM,6396.18,199.29,51.6,0.453
2018-10-18 10-PM,6381.29,198.33,51.29,0.4523
2018-10-18 09-PM,6370.03,197.5,51.48,0.4468
2018-10-18 08-PM,6390,198.93,51.37,0.446
2018-10-18 07-PM,6399.93,199.04,51.4,0.4492
2018-10-18 06-PM,6386.39,198.84,51.41,0.445
2018-10-18 05-PM,6392.63,198.68,51.76,0.443
2018-10-18 04-PM,6432.21,200.51,52.03,0.4528
2018-10-18 03-PM,6444.55,201.4,52.34,0.4576
2018-10-18 02-PM,6442.29,201.91,52.32,0.46
2018-10-18 01-PM,6436.71,202.67,52.23,0.458
2018-10-18 12-PM,6434.22,202.08,52.12,0.4566
2018-10-18 11-AM,6433.37,202.36,52.45,0.458
2018-10-18 10-AM,6446.56,203.99,52.43,0.4605
2018-10-18 09-AM,6443.2,203.14,52.63,0.4607
2018-10-18 08-AM,6438.59,202.81,52.63,0.4603
2018-10-18 07-AM,6444.92,203.84,52.75,0.464
2018-10-18 06-AM,6447.49,203.75,52.91,0.4657
2018-10-18 05-AM,6450,204.06,53.09,0.4645
2018-10-18 04-AM,6456.21,204.71,52.99,0.4647
2018-10-18 03-AM,6463.09,204.69,52.86,0.4684
2018-10-18 02-AM,6447.95,203.65,52.93,0.4656
2018-10-18 01-AM,6443.2,203.23,52.97,0.464
2018-10-18 12-AM,6438.59,203.69,52.8,0.4643
2018-10-17 11-PM,6437.29,203.41,52.75,0.4626
2018-10-17 10-PM,6438.71,203.41,52.68,0.4633
2018-10-17 09-PM,6443.15,203.68,52.66,0.4633
2018-10-17 08-PM,6439.44,203.08,52.42,0.4589
2018-10-17 07-PM,6431.78,203,52.76,0.4628
2018-10-17 06-PM,6440,204,52.79,0.461
2018-10-17 05-PM,6441.95,203.77,52.95,0.4628
2018-10-17 04-PM,6448.3,204.3,52.92,0.4636
2018-10-17 03-PM,6440.57,203.77,52.83,0.462
2018-10-17 02-PM,6433.74,204.3,52.42,0.4599
2018-10-17 01-PM,6423.76,203.17,52.41,0.4579
2018-10-17 12-PM,6428.38,203.38,52.52,0.4601
2018-10-17 11-AM,6440,203.39,52.38,0.4593
2018-10-17 10-AM,6421.96,203.89,52.67,0.4611
2018-10-17 09-AM,6434.99,204.45,52.55,0.465
2018-10-17 08-AM,6441.97,205,52.79,0.4697
2018-10-17 07-AM,6432.3,204.55,52.64,0.4667
2018-10-17 06-AM,6436.35,204.32,52.77,0.4687
2018-10-17 05-AM,6446.92,205.26,52.63,0.4665
2018-10-17 04-AM,6450.31,205.24,52.87,0.4625
2018-10-17 03-AM,6451.24,206.13,52.88,0.4602
2018-10-17 02-AM,6440.77,205.36,52.94,0.4586
2018-10-17 01-AM,6450.43,205.33,53.14,0.4607
2018-10-17 12-AM,6457.69,205.41,53.05,0.4624
2018-10-16 11-PM,6461.2,205.69,52.94,0.4637
2018-10-16 10-PM,6450.17,204.71,52.85,0.46
2018-10-16 09-PM,6457.2,204.32,52.88,0.4616
2018-10-16 08-PM,6455.93,204.08,52.84,0.4617
2018-10-16 07-PM,6436.87,204.08,52.87,0.4538
2018-10-16 06-PM,6435,204.43,52.83,0.4525
2018-10-16 05-PM,6430.42,203.51,52.9,0.4504
2018-10-16 04-PM,6419.47,204.03,53.56,0.447
2018-10-16 03-PM,6437.01,204.58,53.7,0.447
2018-10-16 02-PM,6437.18,204.16,53.87,0.4459
2018-10-16 01-PM,6449.68,204.36,53.7,0.4476
2018-10-16 12-PM,6437.13,204.31,53.8,0.4461
2018-10-16 11-AM,6451.54,204.48,53.61,0.4495
2018-10-16 10-AM,6436.52,204.96,53.4,0.447
2018-10-16 09-AM,6430.38,204.14,53.44,0.4445
2018-10-16 08-AM,6435.09,203.55,53.81,0.4445
2018-10-16 07-AM,6448.86,204.36,53.67,0.4478
2018-10-16 06-AM,6452.33,204.45,53.67,0.4465
2018-10-16 05-AM,6474.62,205.81,53.15,0.4553
2018-10-16 04-AM,6424.05,203.01,53.16,0.4387
2018-10-16 03-AM,6420,202.84,53.48,0.4374
2018-10-16 02-AM,6429.99,203.88,53.36,0.4391
2018-10-16 01-AM,6425.48,203.24,53.41,0.4375
2018-10-16 12-AM,6429,203.6,53.42,0.4377
2018-10-15 11-PM,6441.74,204.86,53.54,0.44
2018-10-15 10-PM,6426.11,204.04,53.16,0.4374
2018-10-15 09-PM,6393.54,201.5,53.07,0.4326
2018-10-15 08-PM,6391.4,201.1,53.32,0.4308
2018-10-15 07-PM,6390,199.15,53.23,0.4279
2018-10-15 06-PM,6397.07,199.65,53.18,0.427
2018-10-15 05-PM,6400.24,200.59,52.94,0.4267
2018-10-15 04-PM,6417.43,201.62,52.76,0.4288
2018-10-15 03-PM,6392.59,200.22,52.78,0.426
2018-10-15 02-PM,6376.98,199.38,52.7,0.425
2018-10-15 01-PM,6395.54,200.88,52.94,0.4309
2018-10-15 12-PM,6410,201.6,52.85,0.432
2018-10-15 11-AM,6412.76,203.28,53.3,0.433
2018-10-15 10-AM,6423.89,204.32,53.1,0.4391
2018-10-15 09-AM,6425.79,204.12,52.86,0.4359
2018-10-15 08-AM,6409.87,202.81,52.98,0.4327
2018-10-15 07-AM,6410.17,202.35,55.12,0.43
2018-10-15 06-AM,6667.26,213.17,54.5,0.455
2018-10-15 05-AM,6359.45,210.26,51.34,0.4284
2018-10-15 04-AM,6209.3,192.37,51.59,0.4013
2018-10-15 03-AM,6215.1,192.48,51.26,0.404
