Date,BTC,ETH,LTC,XRP
2018-12-27 11-PM,3608.83,114.6,28.04,0.3396
2018-12-27 10-PM,3591.69,114.44,27.71,0.3365
2018-12-27 09-PM,3594.1,115.61,27.74,0.3392
2018-12-27 08-PM,3586,114.43,27.78,0.3416
2018-12-27 07-PM,3585.25,115.21,27.79,0.3432
2018-12-27 06-PM,3611.71,121.09,27.83,0.3429
2018-12-27 05-PM,3740.85,122.75,28.94,0.3567
2018-12-27 04-PM,3747.42,123.31,29.3,0.3607
2018-12-27 03-PM,3750.86,122.98,29.4,0.362
2018-12-27 02-PM,3741.78,124.21,29.36,0.361
2018-12-27 01-PM,3746.01,124.75,29.6,0.3622
2018-12-27 12-PM,3754.47,124,29.74,0.365
2018-12-27 11-AM,3747.74,124.36,29.78,0.3623
2018-12-27 10-AM,3746.45,123.84,29.69,0.3633
2018-12-27 09-AM,3726,123.99,29.73,0.361
2018-12-27 08-AM,3745.22,123.25,29.73,0.3606
2018-12-27 07-AM,3729.05,123.5,29.64,0.3604
2018-12-27 06-AM,3743.93,122.96,29.62,0.3576
2018-12-27 05-AM,3742.78,122.87,29.54,0.36
2018-12-27 04-AM,3725.44,126.63,29.43,0.3615
2018-12-27 03-AM,3746.18,125.97,29.74,0.3651
2018-12-27 02-AM,3738.55,127.92,29.52,0.3649
2018-12-27 01-AM,3761,127.77,30.13,0.3699
2018-12-27 12-AM,3758.12,130.42,30.12,0.3691
2018-12-26 11-PM,3810,130.53,30.79,0.375
2018-12-26 10-PM,3810.01,130.85,30.54,0.3757
2018-12-26 09-PM,3812.1,128.48,30.21,0.3757
2018-12-26 08-PM,3774.82,128.43,29.86,0.37
2018-12-26 07-PM,3767.58,129.54,29.85,0.3688
2018-12-26 06-PM,3799.22,126.11,30.07,0.3715
2018-12-26 05-PM,3755.97,126.57,29.76,0.3639
2018-12-26 04-PM,3764.78,125.97,29.74,0.3675
2018-12-26 03-PM,3755.23,125.18,29.67,0.3648
2018-12-26 02-PM,3737.05,124.22,29.43,0.3641
2018-12-26 01-PM,3712.87,128.88,29.27,0.3599
2018-12-26 12-PM,3766.36,128.82,30.59,0.373
2018-12-26 11-AM,3764.2,127.58,30.65,0.3718
2018-12-26 10-AM,3754.55,128.48,30.32,0.37
2018-12-26 09-AM,3751.41,126.51,30.24,0.372
2018-12-26 08-AM,3727.02,128.7,30.07,0.3662
2018-12-26 07-AM,3759.95,131.06,30.69,0.3707
2018-12-26 06-AM,3781.32,132.59,30.95,0.3768
2018-12-26 05-AM,3801,134.07,31.19,0.3803
2018-12-26 04-AM,3829.79,133.22,31.52,0.3831
2018-12-26 03-AM,3818.63,133.15,31.52,0.3823
2018-12-26 02-AM,3833.3,135.15,31.48,0.3838
2018-12-26 01-AM,3843.93,133.13,31.38,0.3876
2018-12-26 12-AM,3835.06,129.97,31.76,0.3846
2018-12-25 11-PM,3770.19,128.81,30.94,0.3786
2018-12-25 10-PM,3779.99,128.49,30.73,0.379
2018-12-25 09-PM,3769.31,130.52,30.57,0.3777
2018-12-25 08-PM,3787.1,130.46,30.82,0.3807
2018-12-25 07-PM,3777.3,128.65,30.77,0.3782
2018-12-25 06-PM,3736.8,128.36,30.2,0.371
2018-12-25 05-PM,3735.33,123.88,30.2,0.3712
2018-12-25 04-PM,3706.31,124.73,29.97,0.367
2018-12-25 03-PM,3737.51,123.05,30.15,0.3719
2018-12-25 02-PM,3725.35,124.72,29.84,0.3666
2018-12-25 01-PM,3749.33,125.84,30.55,0.3742
2018-12-25 12-PM,3756.77,127.63,30.55,0.3735
2018-12-25 11-AM,3776.46,126.76,30.78,0.3763
2018-12-25 10-AM,3756.78,127.25,30.6,0.3739
2018-12-25 09-AM,3746.01,129.08,30.59,0.3745
2018-12-25 08-AM,3791.99,126.31,31.19,0.3807
2018-12-25 07-AM,3749.67,127.8,30.35,0.3758
2018-12-25 06-AM,3770.68,126.98,30.75,0.38
2018-12-25 05-AM,3783.17,127.39,30.54,0.3734
2018-12-25 04-AM,3791.23,126.34,30.75,0.371
2018-12-25 03-AM,3763.41,124.34,30.63,0.3721
2018-12-25 02-AM,3732,130.32,29.98,0.3655
2018-12-25 01-AM,3822.31,130.98,31.11,0.3784
2018-12-25 12-AM,3822.39,129.32,31.02,0.3803
2018-12-24 11-PM,3822.05,139,30.87,0.3749
2018-12-24 10-PM,4036,140.9,32.84,0.4044
2018-12-24 09-PM,4060,142.22,34.26,0.414
2018-12-24 08-PM,4061.81,137.93,34.02,0.4091
2018-12-24 07-PM,4027.37,136.76,33.41,0.398
2018-12-24 06-PM,4027.46,139.57,33.24,0.4009
2018-12-24 05-PM,4053,146.91,34.27,0.41
2018-12-24 04-PM,4081.1,145.99,34.75,0.4174
2018-12-24 03-PM,4085,144.18,34.67,0.4143
2018-12-24 02-PM,4054.95,156,34.54,0.4165
2018-12-24 01-PM,4199.28,147.52,35.85,0.4401
2018-12-24 12-PM,4149.7,143.68,35.03,0.4327
2018-12-24 11-AM,4120.23,144.05,34.72,0.426
2018-12-24 10-AM,4133.7,143.32,34.55,0.4281
2018-12-24 09-AM,4125.7,147.29,34.73,0.4275
2018-12-24 08-AM,4200,145.75,35.96,0.435
2018-12-24 07-AM,4194.31,146.65,35.84,0.4408
2018-12-24 06-AM,4187.14,147.02,35.81,0.4261
2018-12-24 05-AM,4186.58,148.23,35.86,0.4286
2018-12-24 04-AM,4209.19,148.86,36.12,0.4251
2018-12-24 03-AM,4171.75,150.02,35.57,0.3905
2018-12-24 02-AM,4175.35,148.86,35.96,0.3891
2018-12-24 01-AM,4168.47,147.76,35.18,0.388
2018-12-24 12-AM,4173.72,143.95,35.14,0.391
2018-12-23 11-PM,4182.67,129.73,34.87,0.381
2018-12-23 10-PM,3943.83,130.15,33.11,0.3687
2018-12-23 09-PM,3950.96,129.76,33.36,0.3663
2018-12-23 08-PM,3945.32,129.12,33.35,0.3683
2018-12-23 07-PM,3961.67,128.1,33.32,0.3675
2018-12-23 06-PM,3957.33,129.29,33.26,0.3676
2018-12-23 05-PM,3980,128.26,33.76,0.368
2018-12-23 04-PM,3958.21,128.59,32.94,0.3662
2018-12-23 03-PM,3962.3,126.12,32.94,0.3641
2018-12-23 02-PM,3927.81,126.63,32.24,0.36
2018-12-23 01-PM,3965.89,128.75,32.73,0.3663
2018-12-23 12-PM,4008.29,128.92,33.35,0.3745
2018-12-23 11-AM,4009.03,130.02,33.09,0.3721
2018-12-23 10-AM,4014.28,131.54,33.25,0.3745
2018-12-23 09-AM,4024.8,129.97,33,0.376
2018-12-23 08-AM,3992.12,128.14,32.23,0.3653
2018-12-23 07-AM,3977.87,128.15,32.33,0.364
2018-12-23 06-AM,3972.02,127.73,32.29,0.3652
2018-12-23 05-AM,3992.88,128.61,32.53,0.3669
2018-12-23 04-AM,4007.53,127.26,32.66,0.3672
2018-12-23 03-AM,3993.8,128.57,32.56,0.3661
2018-12-23 02-AM,4008.05,124.96,32.26,0.3667
2018-12-23 01-AM,3967.24,122.76,32.12,0.3628
2018-12-23 12-AM,3990.63,122.87,31.98,0.3632
2018-12-22 11-PM,3992.68,115.6,31.95,0.3617
2018-12-22 10-PM,3980.9,112.4,31.59,0.361
2018-12-22 09-PM,3864.63,113.75,30.55,0.3545
2018-12-22 08-PM,3880,113.78,30.8,0.3551
2018-12-22 07-PM,3887.36,112.2,30.79,0.3529
2018-12-22 06-PM,3890,111.27,30.83,0.353
2018-12-22 05-PM,3853.09,110.59,30.57,0.3522
2018-12-22 04-PM,3847.1,111,30.52,0.3504
2018-12-22 03-PM,3850.17,111.17,30.43,0.3518
2018-12-22 02-PM,3834.76,110.48,30.43,0.35
2018-12-22 01-PM,3832.25,109.8,30.51,0.3497
2018-12-22 12-PM,3832.27,109.76,30.4,0.3494
2018-12-22 11-AM,3836.58,111.22,30.45,0.35
2018-12-22 10-AM,3872.77,111.42,30.59,0.3535
2018-12-22 09-AM,3899.85,113.06,30.95,0.3553
2018-12-22 08-AM,3926.5,107.53,30.97,0.357
2018-12-22 07-AM,3831.37,107.58,30.34,0.3505
2018-12-22 06-AM,3840.33,107.24,30.22,0.3504
2018-12-22 05-AM,3827.89,106.59,30.28,0.3488
2018-12-22 04-AM,3819.54,105.98,30,0.3482
2018-12-22 03-AM,3803.9,106.99,29.84,0.3466
2018-12-22 02-AM,3821.17,107.49,30.3,0.345
2018-12-22 01-AM,3844.18,107.17,30.3,0.352
2018-12-22 12-AM,3829.17,107.94,30.13,0.3511
2018-12-21 11-PM,3833.13,107.71,30.41,0.3546
2018-12-21 10-PM,3841.08,107.51,30.2,0.3542
2018-12-21 09-PM,3827.01,107.99,29.93,0.3563
2018-12-21 08-PM,3846.37,106.21,30.09,0.3567
2018-12-21 07-PM,3797.58,106.82,29.79,0.3505
2018-12-21 06-PM,3812.1,108.77,30,0.3558
2018-12-21 05-PM,3939.3,108.98,30.67,0.3614
2018-12-21 04-PM,3939.74,110.35,30.82,0.3601
2018-12-21 03-PM,3940,111.96,31.01,0.362
2018-12-21 02-PM,3967.68,114.57,31.2,0.365
2018-12-21 01-PM,4027.88,115.71,31.85,0.371
2018-12-21 12-PM,4040,115.82,31.89,0.3743
2018-12-21 11-AM,4037.98,115.45,31.89,0.3709
2018-12-21 10-AM,4024.49,114.44,32.1,0.3686
2018-12-21 09-AM,4011.73,113.22,31.55,0.3672
2018-12-21 08-AM,3980,115.2,31.16,0.3642
2018-12-21 07-AM,4034.18,113.94,31.36,0.3692
2018-12-21 06-AM,4010.93,112.96,31.34,0.368
2018-12-21 05-AM,3999.38,111.6,31.49,0.3656
2018-12-21 04-AM,3935.83,113.19,31.04,0.3602
2018-12-21 03-AM,4020.94,114.25,31.5,0.3667
2018-12-21 02-AM,4045,115.69,31.52,0.37
2018-12-21 01-AM,4040.23,117.4,31.63,0.3717
2018-12-21 12-AM,4132.04,114.42,32.8,0.379
2018-12-20 11-PM,4057.25,114.54,32.03,0.3725
2018-12-20 10-PM,4073.77,113.51,32.35,0.3741
2018-12-20 09-PM,4067.14,114.2,31.9,0.372
2018-12-20 08-PM,3997.13,108.91,32,0.37
2018-12-20 07-PM,3894.86,112.61,31.16,0.3619
2018-12-20 06-PM,4043.81,112.24,32.06,0.3729
2018-12-20 05-PM,4044.29,113.94,32.1,0.371
2018-12-20 04-PM,4065.07,115.47,31.9,0.3729
2018-12-20 03-PM,4135.86,108.58,32.51,0.3788
2018-12-20 02-PM,4022.53,108.4,31.35,0.371
2018-12-20 01-PM,4030.1,107.97,31.33,0.3708
2018-12-20 12-PM,4015.25,109.59,30.92,0.3693
2018-12-20 11-AM,4072.26,107.95,31.87,0.3804
2018-12-20 10-AM,4021.13,109.12,31.48,0.3758
2018-12-20 09-AM,4052.11,109.77,31.62,0.3818
2018-12-20 08-AM,4074.74,107.18,31.75,0.3854
2018-12-20 07-AM,3970.43,101.2,30.73,0.378
2018-12-20 06-AM,3737.88,100.07,29.23,0.3539
2018-12-20 05-AM,3706.46,100.02,29.04,0.3483
2018-12-20 04-AM,3697.55,101.43,28.8,0.3472
2018-12-20 03-AM,3739.5,100.35,29.22,0.3548
2018-12-20 02-AM,3718.09,100.9,29.26,0.3519
2018-12-20 01-AM,3729.7,101.01,29.22,0.3548
2018-12-20 12-AM,3736.59,100.31,29.17,0.355
2018-12-19 11-PM,3709.97,99.27,29,0.3512
2018-12-19 10-PM,3684.5,100.17,29.07,0.3472
2018-12-19 09-PM,3717.03,98.81,29,0.3558
2018-12-19 08-PM,3669.73,102.49,28.62,0.3444
2018-12-19 07-PM,3730.43,102.92,29.62,0.359
2018-12-19 06-PM,3767.14,104.73,29.82,0.3678
2018-12-19 05-PM,3795.89,104.06,30.09,0.3713
2018-12-19 04-PM,3793.36,104.49,30.09,0.3718
2018-12-19 03-PM,3799.46,102.78,30.2,0.3705
2018-12-19 02-PM,3770.16,103.79,29.9,0.3686
2018-12-19 01-PM,3783.61,105.65,30.15,0.3755
2018-12-19 12-PM,3870.49,104.7,30.52,0.3862
2018-12-19 11-AM,3826.47,103.78,30.79,0.3728
2018-12-19 10-AM,3813.59,103.47,30.68,0.3748
2018-12-19 09-AM,3771.79,101.6,30.33,0.3713
2018-12-19 08-AM,3735.04,101.41,29.95,0.365
2018-12-19 07-AM,3719.29,101.04,30.19,0.3645
2018-12-19 06-AM,3710,101.62,29.9,0.3629
2018-12-19 05-AM,3727.37,102.76,30.09,0.3671
2018-12-19 04-AM,3739.01,101.15,30.38,0.3671
2018-12-19 03-AM,3714.65,103.22,29.93,0.3623
2018-12-19 02-AM,3751.46,102.95,30.23,0.375
2018-12-19 01-AM,3715.95,103.11,30.58,0.362
2018-12-19 12-AM,3692.28,101.16,30.96,0.3597
2018-12-18 11-PM,3668.12,100.89,29.7,0.3535
2018-12-18 10-PM,3667.16,95.13,30.08,0.3507
2018-12-18 09-PM,3557.45,93.94,29,0.3343
2018-12-18 08-PM,3539.58,92.89,28.48,0.3319
2018-12-18 07-PM,3504.87,93.53,28.32,0.327
2018-12-18 06-PM,3531.96,92.97,28.59,0.33
2018-12-18 05-PM,3491.63,94.14,28.34,0.3292
2018-12-18 04-PM,3515,94.3,28.8,0.3331
2018-12-18 03-PM,3521.78,93.8,28.36,0.3341
2018-12-18 02-PM,3511.83,95.5,28.15,0.3306
2018-12-18 01-PM,3561.94,94.3,29.04,0.3376
2018-12-18 12-PM,3525,93.01,28.83,0.3334
2018-12-18 11-AM,3474.32,93.07,28.54,0.3273
2018-12-18 10-AM,3478.86,92.3,28.79,0.3281
2018-12-18 09-AM,3463.01,91.92,28.37,0.3281
2018-12-18 08-AM,3448.74,91.85,28.09,0.3247
2018-12-18 07-AM,3453.72,93.36,27.9,0.3249
2018-12-18 06-AM,3496.44,92.93,28.62,0.334
2018-12-18 05-AM,3488.56,92.3,28.35,0.3314
2018-12-18 04-AM,3483.43,93.85,28.24,0.3287
2018-12-18 03-AM,3518.43,94.98,28.88,0.34
2018-12-18 02-AM,3532.76,93.41,29.41,0.341
2018-12-18 01-AM,3494.98,93.43,28.84,0.3309
2018-12-18 12-AM,3498.77,93.44,28.75,0.3288
2018-12-17 11-PM,3495.93,93.98,28.76,0.3286
2018-12-17 10-PM,3496.73,93.23,28.91,0.3262
2018-12-17 09-PM,3476,93.94,28.44,0.3224
2018-12-17 08-PM,3492,94.85,28.86,0.318
2018-12-17 07-PM,3548.68,95.24,29.57,0.3283
2018-12-17 06-PM,3530.96,95.68,29.89,0.328
2018-12-17 05-PM,3533,90.89,29.71,0.3193
2018-12-17 04-PM,3427.12,90.73,28.45,0.3053
2018-12-17 03-PM,3419.22,89.3,28.24,0.3048
2018-12-17 02-PM,3396.79,88.98,27.79,0.301
2018-12-17 01-PM,3389.28,89.33,28.13,0.2999
2018-12-17 12-PM,3384.23,89.64,28.04,0.2992
2018-12-17 11-AM,3384.99,85.46,28.3,0.3019
2018-12-17 10-AM,3237.16,85.04,27.26,0.2871
2018-12-17 09-AM,3237.72,85.19,26.9,0.2868
2018-12-17 08-AM,3233.49,85.66,27.1,0.2861
2018-12-17 07-AM,3236.96,85.46,27.04,0.2862
2018-12-17 06-AM,3240,84.35,27.14,0.286
2018-12-17 05-AM,3214.07,84.18,25.83,0.2847
2018-12-17 04-AM,3209.27,84.11,25.75,0.284
2018-12-17 03-AM,3210.08,84.14,25.79,0.2839
2018-12-17 02-AM,3203.09,83.92,25.62,0.284
2018-12-17 01-AM,3199.57,83.79,25.48,0.2825
2018-12-17 12-AM,3195.81,84.3,25.53,0.2817
2018-12-16 11-PM,3216,83.76,25.45,0.2842
2018-12-16 10-PM,3193.78,84.08,25.2,0.2834
2018-12-16 09-PM,3198.9,83.8,25.34,0.2831
2018-12-16 08-PM,3201.24,85.35,25.61,0.2835
2018-12-16 07-PM,3219.27,85.72,25.71,0.2846
2018-12-16 06-PM,3232.49,85.11,25.78,0.2858
2018-12-16 05-PM,3206.11,85,25.79,0.285
2018-12-16 04-PM,3198.19,85.3,25.57,0.2847
2018-12-16 03-PM,3211.43,85.42,26.12,0.2858
2018-12-16 02-PM,3210.78,84.97,25.82,0.2862
2018-12-16 01-PM,3206.27,85.69,25.54,0.286
2018-12-16 12-PM,3222.63,85.72,25.92,0.2876
2018-12-16 11-AM,3231.7,85.85,25.9,0.2883
2018-12-16 10-AM,3237.88,85.3,25.96,0.2882
2018-12-16 09-AM,3233.41,85.24,25.7,0.2873
2018-12-16 08-AM,3220.72,84.72,25.68,0.2859
2018-12-16 07-AM,3211.47,85.32,25.3,0.2842
2018-12-16 06-AM,3213.24,85.59,25.29,0.2849
2018-12-16 05-AM,3234.33,85.37,25.46,0.2871
2018-12-16 04-AM,3231.39,85.68,25.33,0.2878
2018-12-16 03-AM,3235.37,85.92,25.5,0.2884
2018-12-16 02-AM,3236.76,85.48,25.72,0.289
2018-12-16 01-AM,3216.41,83.23,25.72,0.2876
2018-12-16 12-AM,3184.67,83.44,23.53,0.2839
2018-12-15 11-PM,3186.09,83.08,23.4,0.2815
2018-12-15 10-PM,3179.54,83.2,23.46,0.2818
2018-12-15 09-PM,3195.01,83.58,23.54,0.2806
2018-12-15 08-PM,3199.24,83.2,23.59,0.2824
2018-12-15 07-PM,3185.33,82.25,23.49,0.28
2018-12-15 06-PM,3169.25,81.83,23.28,0.2793
2018-12-15 05-PM,3152.84,81.92,23.2,0.2787
2018-12-15 04-PM,3150.35,82.03,23.16,0.2789
2018-12-15 03-PM,3149.71,81.27,23.1,0.2791
2018-12-15 02-PM,3139.76,82.2,22.96,0.279
2018-12-15 01-PM,3150.65,82.03,23.3,0.2806
2018-12-15 12-PM,3141,82.42,23.16,0.2814
2018-12-15 11-AM,3165.55,82.74,23.22,0.2828
2018-12-15 10-AM,3162.85,82.13,23.17,0.284
2018-12-15 09-AM,3157.58,82.4,22.99,0.2826
2018-12-15 08-AM,3150,83.17,23.02,0.2816
2018-12-15 07-AM,3199.62,83.5,23.4,0.2858
2018-12-15 06-AM,3197.73,83.57,23.47,0.2861
2018-12-15 05-AM,3206.31,83.65,23.62,0.2867
2018-12-15 04-AM,3208.88,83.83,23.73,0.2859
2018-12-15 03-AM,3218.77,83.88,23.65,0.2875
2018-12-15 02-AM,3220,83.62,23.69,0.2877
2018-12-15 01-AM,3212.45,83.43,23.13,0.2869
2018-12-15 12-AM,3207.63,83.58,23.26,0.2873
2018-12-14 11-PM,3216.98,82.91,22.94,0.286
2018-12-14 10-PM,3195.75,83.52,23.07,0.2854
2018-12-14 09-PM,3219,81.76,23.21,0.2883
2018-12-14 08-PM,3157.98,82.35,22.64,0.2815
2018-12-14 07-PM,3164.99,83.06,22.44,0.2825
2018-12-14 06-PM,3180.87,82.77,22.61,0.283
2018-12-14 05-PM,3178.3,83.09,22.58,0.2835
2018-12-14 04-PM,3177.58,83.01,22.54,0.2823
2018-12-14 03-PM,3180.73,84.72,22.56,0.2838
2018-12-14 02-PM,3227.42,85,22.8,0.288
2018-12-14 01-PM,3243.03,84.82,23.09,0.2906
2018-12-14 12-PM,3248.5,85.41,23.02,0.2919
2018-12-14 11-AM,3270.4,84.53,23.2,0.2933
2018-12-14 10-AM,3254.5,85.31,23,0.2902
2018-12-14 09-AM,3269.33,84.72,23.21,0.294
2018-12-14 08-AM,3255,84.51,23.16,0.2931
2018-12-14 07-AM,3253.23,85.05,23.04,0.2939
2018-12-14 06-AM,3261.35,85.52,23.42,0.2944
2018-12-14 05-AM,3275.32,85.14,23.27,0.2946
2018-12-14 04-AM,3250.39,85.8,23.17,0.2933
2018-12-14 03-AM,3268.07,85.23,23.12,0.2947
2018-12-14 02-AM,3250.54,85.26,22.86,0.2943
2018-12-14 01-AM,3253.34,85.76,22.75,0.2946
2018-12-14 12-AM,3271.02,85.42,22.94,0.2967
2018-12-13 11-PM,3272.28,85.31,22.73,0.2949
2018-12-13 10-PM,3262.73,84.6,22.82,0.296
2018-12-13 09-PM,3268.92,84.37,22.91,0.295
2018-12-13 08-PM,3254.95,84.24,22.81,0.2947
2018-12-13 07-PM,3246.98,86.08,22.82,0.2942
2018-12-13 06-PM,3311.37,89.2,23.37,0.2969
2018-12-13 05-PM,3382.5,88.98,23.91,0.301
2018-12-13 04-PM,3363.93,89.7,23.87,0.3011
2018-12-13 03-PM,3387.38,90,23.9,0.3017
2018-12-13 02-PM,3397.66,89.57,24,0.3024
2018-12-13 01-PM,3385.84,89.52,23.98,0.3009
2018-12-13 12-PM,3394,89.82,23.89,0.3014
2018-12-13 11-AM,3405.58,88.16,23.85,0.3018
2018-12-13 10-AM,3364.2,88.87,23.57,0.3
2018-12-13 09-AM,3390,88.67,23.81,0.302
2018-12-13 08-AM,3385.83,88.44,23.83,0.3025
2018-12-13 07-AM,3373.92,88.28,23.76,0.3001
2018-12-13 06-AM,3377.05,88.02,23.53,0.3005
2018-12-13 05-AM,3363.61,87.78,23.48,0.2995
2018-12-13 04-AM,3371.52,87.85,23.5,0.2998
2018-12-13 03-AM,3366.24,88.35,23.61,0.3
2018-12-13 02-AM,3385.82,88.18,23.73,0.2995
2018-12-13 01-AM,3385.69,87.95,23.73,0.3001
2018-12-13 12-AM,3376.89,88.8,23.64,0.3002
2018-12-12 11-PM,3419.46,89.09,23.86,0.3027
2018-12-12 10-PM,3430.18,88.32,23.99,0.3034
2018-12-12 09-PM,3411.13,90.04,23.98,0.301
2018-12-12 08-PM,3441.25,89.84,24.42,0.3041
2018-12-12 07-PM,3437.21,89.66,24.43,0.3033
2018-12-12 06-PM,3432.22,89.98,24.45,0.3039
2018-12-12 05-PM,3447.7,90.08,24.69,0.3045
2018-12-12 04-PM,3439.73,90.25,24.63,0.3035
2018-12-12 03-PM,3435.99,90.09,24.61,0.3054
2018-12-12 02-PM,3448.13,88.77,24.49,0.3043
2018-12-12 01-PM,3393.2,88.71,24.13,0.3029
2018-12-12 12-PM,3405,88.52,24.11,0.3024
2018-12-12 11-AM,3403.49,88.93,24.12,0.3011
2018-12-12 10-AM,3411.96,89.4,24.27,0.3019
2018-12-12 09-AM,3415.08,88.2,24.37,0.3049
2018-12-12 08-AM,3384.18,87.92,23.95,0.3007
2018-12-12 07-AM,3377.53,88.2,23.89,0.2995
2018-12-12 06-AM,3375.38,87.64,23.85,0.2993
2018-12-12 05-AM,3358.77,86.97,23.72,0.299
2018-12-12 04-AM,3342.02,86.86,23.5,0.2975
2018-12-12 03-AM,3344.49,86.53,23.41,0.2981
2018-12-12 02-AM,3343.51,87.31,23.43,0.2972
2018-12-12 01-AM,3344.28,86.85,23.41,0.2982
2018-12-12 12-AM,3335.17,86.74,23.22,0.297
2018-12-11 11-PM,3334.78,86.9,23.08,0.2965
2018-12-11 10-PM,3353.42,87.35,23.22,0.2968
2018-12-11 09-PM,3362,87.9,23.22,0.2955
2018-12-11 08-PM,3376.45,86.62,23.48,0.2975
2018-12-11 07-PM,3348.39,86.1,23.23,0.2955
2018-12-11 06-PM,3332.38,86.24,23.15,0.294
2018-12-11 05-PM,3344.6,86.49,23.19,0.2949
2018-12-11 04-PM,3347.08,86.15,23.21,0.2947
2018-12-11 03-PM,3335.98,85.86,23.09,0.2938
2018-12-11 02-PM,3323.95,86.05,23,0.2937
2018-12-11 01-PM,3328.04,86.52,23.09,0.2935
2018-12-11 12-PM,3348.31,86.4,23.23,0.295
2018-12-11 11-AM,3336,86.45,23.26,0.2959
2018-12-11 10-AM,3345,86.35,23.59,0.2963
2018-12-11 09-AM,3341.9,89.03,23.34,0.294
2018-12-11 08-AM,3394.57,89.7,23.95,0.297
2018-12-11 07-AM,3405.33,89.04,24.04,0.3
2018-12-11 06-AM,3396.41,89.61,24.01,0.2987
2018-12-11 05-AM,3403.14,90.39,24.06,0.3015
2018-12-11 04-AM,3416.3,89.63,24.18,0.3024
2018-12-11 03-AM,3387.41,88.68,24.39,0.3017
2018-12-11 02-AM,3385.5,88.47,23.96,0.3004
2018-12-11 01-AM,3384.53,88.69,24.05,0.296
2018-12-11 12-AM,3385,89.17,23.9,0.2947
2018-12-10 11-PM,3392.52,89.27,24.12,0.296
2018-12-10 10-PM,3408,89.7,24.01,0.2976
2018-12-10 09-PM,3418.79,89.06,24.03,0.297
2018-12-10 08-PM,3407.09,89.24,24.3,0.296
2018-12-10 07-PM,3394.71,88,24.17,0.2956
2018-12-10 06-PM,3377.78,88.95,23.85,0.2935
2018-12-10 05-PM,3402.4,89.27,24.28,0.2946
2018-12-10 04-PM,3420.78,89.63,24.17,0.2948
2018-12-10 03-PM,3443.8,88.78,24.39,0.2979
2018-12-10 02-PM,3412,90.07,24,0.295
2018-12-10 01-PM,3452.96,91.11,24.24,0.2991
2018-12-10 12-PM,3489.48,90.58,24.67,0.301
2018-12-10 11-AM,3472,91.17,24.56,0.301
2018-12-10 10-AM,3490.37,91.22,24.8,0.3029
2018-12-10 09-AM,3484.72,91.5,24.67,0.3007
2018-12-10 08-AM,3487.93,90.29,24.76,0.3027
2018-12-10 07-AM,3472.4,90.94,24.39,0.3024
2018-12-10 06-AM,3482.52,90.49,24.66,0.3031
2018-12-10 05-AM,3477.82,91.53,24.89,0.3037
2018-12-10 04-AM,3527.5,91.77,25,0.3058
2018-12-10 03-AM,3530.84,92.31,24.9,0.3047
2018-12-10 02-AM,3536.83,92.12,24.98,0.3053
2018-12-10 01-AM,3535.51,93.07,24.91,0.3067
2018-12-10 12-AM,3556.63,93.35,25.18,0.3075
2018-12-09 11-PM,3555.05,92.63,25.29,0.3095
2018-12-09 10-PM,3529.75,91.99,25.29,0.307
2018-12-09 09-PM,3508,92.86,25.15,0.306
2018-12-09 08-PM,3523.78,95.09,25.14,0.3071
2018-12-09 07-PM,3575.81,96.13,25.84,0.3123
2018-12-09 06-PM,3564.21,95.55,25.9,0.3109
2018-12-09 05-PM,3563.88,94.95,25.85,0.311
2018-12-09 04-PM,3556,95.57,25.97,0.3118
2018-12-09 03-PM,3578.16,95.02,26.12,0.3117
2018-12-09 02-PM,3560.03,92.9,25.96,0.3108
2018-12-09 01-PM,3492.51,91.95,25.66,0.3055
2018-12-09 12-PM,3473.99,89.85,25.75,0.306
2018-12-09 11-AM,3417.85,90.01,25.45,0.3012
2018-12-09 10-AM,3421.56,89.13,25.24,0.3009
2018-12-09 09-AM,3389.5,89.77,24.85,0.2994
2018-12-09 08-AM,3399.38,90.02,25.01,0.2997
2018-12-09 07-AM,3408.18,89.68,24.71,0.3001
2018-12-09 06-AM,3402.84,91.27,25.02,0.3003
2018-12-09 05-AM,3426.23,90.04,24.96,0.3026
2018-12-09 04-AM,3399.99,90.35,24.54,0.2998
2018-12-09 03-AM,3406.65,90.04,24.63,0.3013
2018-12-09 02-AM,3399.1,91.45,24.49,0.3011
2018-12-09 01-AM,3416.29,90.64,24.77,0.3041
2018-12-09 12-AM,3415.59,90.54,24.37,0.3029
2018-12-08 11-PM,3396.51,90.07,24.4,0.3022
2018-12-08 10-PM,3398.8,91.74,24.12,0.3008
2018-12-08 09-PM,3447.25,85.9,24.39,0.3026
2018-12-08 08-PM,3280.77,85.25,23.16,0.2929
2018-12-08 07-PM,3329.35,87.43,23.49,0.2955
2018-12-08 06-PM,3354.43,89.69,23.95,0.301
2018-12-08 05-PM,3384.16,87.94,24.39,0.3037
2018-12-08 04-PM,3358.34,87.88,24.33,0.2999
2018-12-08 03-PM,3361.87,87.96,24.18,0.3006
2018-12-08 02-PM,3354.79,87.26,24.05,0.2985
2018-12-08 01-PM,3330.09,86.97,23.52,0.2958
2018-12-08 12-PM,3325.32,88.07,23.19,0.2958
2018-12-08 11-AM,3347.79,89.25,23.49,0.2942
2018-12-08 10-AM,3414.29,89.17,24.5,0.3027
2018-12-08 09-AM,3384.92,89.53,24.48,0.3015
2018-12-08 08-AM,3388.54,89.3,24.47,0.3023
2018-12-08 07-AM,3372.63,91.7,24.64,0.301
