Date,BTC,ETH,LTC,XRP
2019-01-30 03-PM,3441.61,108.21,31.64,0.3166
2019-01-30 02-PM,3440.05,108.4,31.62,0.3156
2019-01-30 01-PM,3442.94,108.17,31.49,0.3161
2019-01-30 12-PM,3415.1,107.48,31.29,0.3143
2019-01-30 11-AM,3420.83,104.54,30.79,0.2901
2019-01-30 10-AM,3414.22,104.88,31,0.2885
2019-01-30 09-AM,3417.03,104.52,30.85,0.2877
2019-01-30 08-AM,3413.71,104.71,30.73,0.2885
2019-01-30 07-AM,3409.67,104.7,30.7,0.2865
2019-01-30 06-AM,3421.36,104.35,30.71,0.2868
2019-01-30 05-AM,3415.81,104.8,30.96,0.2885
2019-01-30 04-AM,3403.36,104.38,30.91,0.287
2019-01-30 03-AM,3396.12,104.35,30.85,0.2875
2019-01-30 02-AM,3387.8,104.22,30.71,0.2875
2019-01-30 01-AM,3379.59,103.56,30.57,0.2846
2019-01-30 12-AM,3390.5,103.48,30.44,0.2843
2019-01-29 11-PM,3397.52,104.1,30.75,0.2861
2019-01-29 10-PM,3401.38,104.57,30.7,0.2867
2019-01-29 09-PM,3400,104.62,30.81,0.287
2019-01-29 08-PM,3407.7,104.74,30.7,0.2864
2019-01-29 07-PM,3400.69,104.7,30.92,0.2872
2019-01-29 06-PM,3397.65,104.73,30.67,0.2869
2019-01-29 05-PM,3403.33,104.58,30.67,0.2882
2019-01-29 04-PM,3404.3,104.99,30.8,0.2878
2019-01-29 03-PM,3406.46,105,30.9,0.2895
2019-01-29 02-PM,3395.6,104.74,30.93,0.2906
2019-01-29 01-PM,3384,104.69,30.92,0.2885
2019-01-29 12-PM,3377.04,103.62,30.61,0.2865
2019-01-29 11-AM,3384.74,103.53,30.34,0.2848
2019-01-29 10-AM,3387.03,104.27,30.55,0.2857
2019-01-29 09-AM,3373.81,104.34,30.62,0.2867
2019-01-29 08-AM,3363.31,103.53,30.41,0.2847
2019-01-29 07-AM,3384.96,102.91,30.09,0.2823
2019-01-29 06-AM,3389.24,103,30.34,0.2863
2019-01-29 05-AM,3406.67,102.95,30.38,0.286
2019-01-29 04-AM,3407.75,103.74,30.54,0.2888
2019-01-29 03-AM,3421.85,103.8,30.68,0.289
2019-01-29 02-AM,3418.71,104.27,30.69,0.2906
2019-01-29 01-AM,3432.03,104.26,30.68,0.2902
2019-01-29 12-AM,3429.5,104.72,30.76,0.2934
2019-01-28 11-PM,3434.24,105.47,30.87,0.2925
2019-01-28 10-PM,3418.11,105.07,30.43,0.29
2019-01-28 09-PM,3421.83,103.57,30.3,0.289
2019-01-28 08-PM,3416.8,103.67,30.39,0.2923
2019-01-28 07-PM,3417.37,103.95,30.23,0.2892
2019-01-28 06-PM,3413.56,103.75,30.34,0.2867
2019-01-28 05-PM,3408.66,103,30.29,0.285
2019-01-28 04-PM,3418.15,102.54,29.99,0.2852
2019-01-28 03-PM,3416.29,102.8,30.39,0.285
2019-01-28 02-PM,3416.92,103.46,30.54,0.2875
2019-01-28 01-PM,3409.05,103.85,30.63,0.2876
2019-01-28 12-PM,3410.63,103.17,30.48,0.2865
2019-01-28 11-AM,3425.23,103.44,30.42,0.2864
2019-01-28 10-AM,3436,105.26,30.65,0.2926
2019-01-28 09-AM,3412.05,106,30.78,0.2943
2019-01-28 08-AM,3436,105.61,30.49,0.294
2019-01-28 07-AM,3431.17,106.55,30.89,0.2962
2019-01-28 06-AM,3421.44,106.76,30.81,0.2954
2019-01-28 05-AM,3467.74,105.92,30.71,0.2941
2019-01-28 04-AM,3467.34,107.59,31.08,0.2963
2019-01-28 03-AM,3497.75,107.33,30.97,0.2959
2019-01-28 02-AM,3499.98,109.67,31.61,0.3006
2019-01-28 01-AM,3526.55,109.54,31.54,0.3022
2019-01-28 12-AM,3533.23,111.41,32.17,0.3048
2019-01-27 11-PM,3541,111.33,32.08,0.3049
2019-01-27 10-PM,3542.6,112.81,32.38,0.3061
2019-01-27 09-PM,3551.08,112.84,32.62,0.3064
2019-01-27 08-PM,3549.03,113.24,32.58,0.3055
2019-01-27 07-PM,3545.35,113.26,32.43,0.3054
2019-01-27 06-PM,3551,113.38,32.47,0.3071
2019-01-27 05-PM,3546.81,113.7,32.42,0.307
2019-01-27 04-PM,3541.82,113.41,32.23,0.3069
2019-01-27 03-PM,3536.26,112.94,32.1,0.3058
2019-01-27 02-PM,3533.22,112.82,32.03,0.3057
2019-01-27 01-PM,3534.17,112.9,32.05,0.306
2019-01-27 12-PM,3535.06,113.53,32.04,0.3054
2019-01-27 11-AM,3530,113.63,32.21,0.3058
2019-01-27 10-AM,3542.59,113.28,32.23,0.3066
2019-01-27 09-AM,3555.89,113.98,32.36,0.3082
2019-01-27 08-AM,3548.68,114.53,32.62,0.3093
2019-01-27 07-AM,3546.5,114.67,32.62,0.3102
2019-01-27 06-AM,3547.7,114.27,32.56,0.3097
2019-01-27 05-AM,3551,114.59,32.6,0.3108
2019-01-27 04-AM,3560.63,114.37,32.59,0.3105
2019-01-27 03-AM,3561.75,114.75,32.84,0.3116
2019-01-27 02-AM,3555.88,115.03,32.77,0.3114
2019-01-27 01-AM,3556.1,114.94,32.77,0.3119
2019-01-27 12-AM,3555.56,114.79,32.73,0.3121
2019-01-26 11-PM,3563.41,114.95,32.76,0.3113
2019-01-26 10-PM,3556.48,115.28,32.98,0.3124
2019-01-26 09-PM,3555.19,115.09,33,0.3119
2019-01-26 08-PM,3559.48,115.23,32.95,0.3113
2019-01-26 07-PM,3560.56,115.31,32.9,0.312
2019-01-26 06-PM,3558.6,115.49,32.95,0.3133
2019-01-26 05-PM,3551.23,115.53,33.02,0.313
2019-01-26 04-PM,3550.27,115.38,33.04,0.3124
2019-01-26 03-PM,3581.05,115.36,32.86,0.3122
2019-01-26 02-PM,3580,115.8,33.41,0.3129
2019-01-26 01-PM,3579.41,115.95,33.39,0.3137
2019-01-26 12-PM,3584.96,115.85,33.25,0.3141
2019-01-26 11-AM,3592.35,116.23,33.28,0.3147
2019-01-26 10-AM,3596.78,116.28,33.48,0.3145
2019-01-26 09-AM,3602.36,116.24,33.41,0.315
2019-01-26 08-AM,3620.31,116.28,33.34,0.3163
2019-01-26 07-AM,3572.5,116.94,33.56,0.3167
2019-01-26 06-AM,3565.83,115.98,33.23,0.3143
2019-01-26 05-AM,3563.33,115.56,32.77,0.314
2019-01-26 04-AM,3568.87,115.29,32.78,0.3138
2019-01-26 03-AM,3568.96,115.62,32.95,0.3139
2019-01-26 02-AM,3559.8,115.38,32.9,0.314
2019-01-26 01-AM,3560.65,114.71,32.61,0.3135
2019-01-26 12-AM,3560,114.9,32.55,0.3135
2019-01-25 11-PM,3561.11,114.79,32.75,0.3139
2019-01-25 10-PM,3558.9,115.03,32.63,0.3137
2019-01-25 09-PM,3552.56,115,32.28,0.313
2019-01-25 08-PM,3546.56,114.77,32.07,0.3123
2019-01-25 07-PM,3543.24,114.73,31.99,0.3115
2019-01-25 06-PM,3556.51,114.77,31.99,0.3124
2019-01-25 05-PM,3551.02,115.15,32.18,0.3125
2019-01-25 04-PM,3567.35,114.93,32.11,0.3125
2019-01-25 03-PM,3556.7,115.41,32.46,0.3143
2019-01-25 02-PM,3544.83,115.52,32.35,0.3136
2019-01-25 01-PM,3544,115.21,31.96,0.3126
2019-01-25 12-PM,3534.39,115.58,32.15,0.3126
2019-01-25 11-AM,3542.15,115.4,32.19,0.3127
2019-01-25 10-AM,3551.12,115.1,32.18,0.3125
2019-01-25 09-AM,3545.97,115.32,32.46,0.3135
2019-01-25 08-AM,3565.38,115.04,32.36,0.3122
2019-01-25 07-AM,3562.97,115.47,32.58,0.3145
2019-01-25 06-AM,3564.42,116.06,32.62,0.3147
2019-01-25 05-AM,3572.15,116.3,32.55,0.3157
2019-01-25 04-AM,3569.72,116.55,32.61,0.3159
2019-01-25 03-AM,3570.27,116.38,32.66,0.3158
2019-01-25 02-AM,3576.55,116.44,32.58,0.3155
2019-01-25 01-AM,3567.49,116.51,32.69,0.3167
2019-01-25 12-AM,3570.73,116.32,32.66,0.3165
2019-01-24 11-PM,3566.18,116.5,32.48,0.3152
2019-01-24 10-PM,3570.1,116.08,32.57,0.3152
2019-01-24 09-PM,3570.73,116.69,32.51,0.3167
2019-01-24 08-PM,3577.37,116.41,32.47,0.3153
2019-01-24 07-PM,3560.82,116.54,32.67,0.3163
2019-01-24 06-PM,3557.03,115.39,32.03,0.3145
2019-01-24 05-PM,3558.32,115.26,32.08,0.3148
2019-01-24 04-PM,3557,115.7,31.92,0.3146
2019-01-24 03-PM,3563.28,115.8,32.03,0.3151
2019-01-24 02-PM,3562.74,116.13,31.88,0.3158
2019-01-24 01-PM,3568.57,116.15,32.05,0.3161
2019-01-24 12-PM,3559.09,116.04,31.92,0.3162
2019-01-24 11-AM,3541.27,115.91,31.54,0.316
2019-01-24 10-AM,3544.59,114.57,31.28,0.3138
2019-01-24 09-AM,3543.02,115.23,31.15,0.314
2019-01-24 08-AM,3544.22,115.43,31.33,0.3139
2019-01-24 07-AM,3533,115.79,31.15,0.3137
2019-01-24 06-AM,3530.19,115.24,31.15,0.312
2019-01-24 05-AM,3538.18,115.12,31.05,0.3127
2019-01-24 04-AM,3532.72,115.23,31.23,0.3135
2019-01-24 03-AM,3544.24,114.95,31.1,0.3129
2019-01-24 02-AM,3540.9,115.42,31.42,0.3139
2019-01-24 01-AM,3556.97,115.91,31.48,0.3142
2019-01-24 12-AM,3552.32,116.41,31.55,0.3144
2019-01-23 11-PM,3553.46,116.56,31.62,0.314
2019-01-23 10-PM,3543.7,116.36,31.75,0.3155
2019-01-23 09-PM,3535.79,116.25,31.5,0.3141
2019-01-23 08-PM,3535,115.39,31.56,0.3127
2019-01-23 07-PM,3580,115.8,31.57,0.3131
2019-01-23 06-PM,3572.22,117.51,32.06,0.3177
2019-01-23 05-PM,3572.43,117.14,31.93,0.316
2019-01-23 04-PM,3552.62,117.24,32.01,0.3155
2019-01-23 03-PM,3568.75,116.31,31.66,0.3159
2019-01-23 02-PM,3594.78,117.39,31.73,0.317
2019-01-23 01-PM,3568.9,118.35,32.06,0.318
2019-01-23 12-PM,3580,117.61,31.88,0.3181
2019-01-23 11-AM,3571.95,117.77,32.12,0.318
2019-01-23 10-AM,3559.71,117.36,31.52,0.3167
2019-01-23 09-AM,3568,117.23,31.43,0.3157
2019-01-23 08-AM,3566.41,117.9,31.42,0.3158
2019-01-23 07-AM,3578.93,117.82,31.41,0.316
2019-01-23 06-AM,3579.49,118.16,31.58,0.318
2019-01-23 05-AM,3573.37,117.96,31.61,0.3171
2019-01-23 04-AM,3580.32,118.31,31.51,0.317
2019-01-23 03-AM,3592.67,118.54,31.75,0.3183
2019-01-23 02-AM,3581.68,118.81,31.89,0.3196
2019-01-23 01-AM,3582.13,118.22,31.71,0.3184
2019-01-23 12-AM,3576.81,118.24,31.64,0.3185
2019-01-22 11-PM,3580,118,31.53,0.3181
2019-01-22 10-PM,3574.26,118.03,31.52,0.3176
2019-01-22 09-PM,3585.51,117.6,31.49,0.3177
2019-01-22 08-PM,3579.28,118.33,31.62,0.3188
2019-01-22 07-PM,3590.67,118.28,31.58,0.3169
2019-01-22 06-PM,3591.06,118.36,31.81,0.3176
2019-01-22 05-PM,3577.63,118.53,31.82,0.3183
2019-01-22 04-PM,3582.64,118.02,31.38,0.3199
2019-01-22 03-PM,3564.46,118.15,31.54,0.3203
2019-01-22 02-PM,3552.36,117.67,31.33,0.3183
2019-01-22 01-PM,3557.86,116.28,30.81,0.317
2019-01-22 12-PM,3543.58,116.36,30.9,0.3167
2019-01-22 11-AM,3517.48,115.1,30.63,0.3142
2019-01-22 10-AM,3513.94,115.66,30.59,0.3144
2019-01-22 09-AM,3534.05,115.71,30.45,0.314
2019-01-22 08-AM,3522.65,116.22,30.75,0.316
2019-01-22 07-AM,3520.82,115.82,30.67,0.314
2019-01-22 06-AM,3529.29,115.61,30.65,0.315
2019-01-22 05-AM,3529.05,116.43,30.85,0.3163
2019-01-22 04-AM,3535.1,116.45,30.75,0.3149
2019-01-22 03-AM,3533.74,116.6,30.78,0.3157
2019-01-22 02-AM,3537.86,116.43,31.01,0.3189
2019-01-22 01-AM,3539.2,116.76,30.93,0.3185
2019-01-22 12-AM,3531.51,116.21,30.87,0.318
2019-01-21 11-PM,3529.99,115.86,30.89,0.3183
2019-01-21 10-PM,3522.21,115.98,30.8,0.3154
2019-01-21 09-PM,3538.2,115.17,30.75,0.3163
2019-01-21 08-PM,3537.34,116.4,30.81,0.3177
2019-01-21 07-PM,3542.2,116.44,30.81,0.3179
2019-01-21 06-PM,3546.84,116.29,30.78,0.3182
2019-01-21 05-PM,3545.01,116.69,30.7,0.3185
2019-01-21 04-PM,3538.63,116.8,30.8,0.3185
2019-01-21 03-PM,3535.53,116.56,30.8,0.3172
2019-01-21 02-PM,3543,116.03,30.82,0.3166
2019-01-21 01-PM,3545.48,117.04,31.01,0.3183
2019-01-21 12-PM,3548.46,116.65,30.98,0.3191
2019-01-21 11-AM,3538.27,117.47,31.15,0.3212
2019-01-21 10-AM,3525.2,116.79,30.93,0.3176
2019-01-21 09-AM,3526.5,116.75,30.81,0.316
2019-01-21 08-AM,3530.81,115.69,30.75,0.3153
2019-01-21 07-AM,3533.6,115.94,30.77,0.3145
2019-01-21 06-AM,3532.55,116.04,30.78,0.3163
2019-01-21 05-AM,3530.5,115.43,30.48,0.3154
2019-01-21 04-AM,3537.75,115,30.68,0.3159
2019-01-21 03-AM,3537.22,116.77,30.71,0.316
2019-01-21 02-AM,3538,117.15,30.72,0.3167
2019-01-21 01-AM,3538.3,117.21,30.74,0.3174
2019-01-21 12-AM,3536.72,117.45,30.75,0.3175
2019-01-20 11-PM,3544.39,117.48,30.6,0.3174
2019-01-20 10-PM,3540.27,117.75,30.89,0.3181
2019-01-20 09-PM,3532.59,117.82,30.76,0.317
2019-01-20 08-PM,3517.68,117.6,30.61,0.317
2019-01-20 07-PM,3519.38,116.77,30.5,0.3139
2019-01-20 06-PM,3517.48,116.7,30.3,0.3139
2019-01-20 05-PM,3526.5,116.97,30.35,0.3149
2019-01-20 04-PM,3521.25,117.21,30.59,0.315
2019-01-20 03-PM,3524.24,116.78,30.61,0.314
2019-01-20 02-PM,3523.83,117.6,30.78,0.316
2019-01-20 01-PM,3515.72,118.08,30.77,0.3162
2019-01-20 12-PM,3591.58,117.59,30.92,0.3152
2019-01-20 11-AM,3692.63,119.43,31.48,0.3201
2019-01-20 10-AM,3692.13,122.78,32.74,0.3259
2019-01-20 09-AM,3691.15,122.73,32.78,0.3252
2019-01-20 08-AM,3687.22,123.08,33.08,0.3256
2019-01-20 07-AM,3687.9,122.71,32.97,0.3256
2019-01-20 06-AM,3688.7,122.69,32.97,0.3271
2019-01-20 05-AM,3695.17,123.22,32.74,0.328
2019-01-20 04-AM,3694.95,123.65,32.85,0.3276
2019-01-20 03-AM,3693.42,123.16,32.58,0.3283
2019-01-20 02-AM,3697.2,123.07,32.31,0.3286
2019-01-20 01-AM,3687.53,123.05,32.45,0.3296
2019-01-20 12-AM,3681,123.46,32.29,0.3286
2019-01-19 11-PM,3695.14,123.09,32.19,0.3285
2019-01-19 10-PM,3703.12,123.77,32.31,0.3303
2019-01-19 09-PM,3701.92,123.92,32.38,0.3297
2019-01-19 08-PM,3707.42,123.81,32.44,0.3294
2019-01-19 07-PM,3703.95,124,32.49,0.3281
2019-01-19 06-PM,3710.98,123.76,32.37,0.329
2019-01-19 05-PM,3712.7,124.71,32.55,0.3302
2019-01-19 04-PM,3707.13,124.6,32.41,0.33
2019-01-19 03-PM,3706.84,124.22,32.2,0.3296
2019-01-19 02-PM,3711.09,124.27,32.43,0.3286
2019-01-19 01-PM,3720,124.42,32.58,0.3292
2019-01-19 12-PM,3718.82,124.38,32.68,0.3315
2019-01-19 11-AM,3727.69,124.27,32.42,0.33
2019-01-19 10-AM,3624.09,124.74,32.7,0.3306
2019-01-19 09-AM,3627.24,120.5,31.17,0.3247
2019-01-19 08-AM,3617.96,120.63,31.1,0.3232
2019-01-19 07-AM,3615.6,120.2,31.03,0.3226
2019-01-19 06-AM,3619.02,120.16,31.06,0.3214
2019-01-19 05-AM,3622.75,120.33,31.19,0.3237
2019-01-19 04-AM,3618.24,120.49,31.24,0.3243
2019-01-19 03-AM,3626.31,120.29,31.19,0.3236
2019-01-19 02-AM,3616.96,120.45,31.2,0.3245
2019-01-19 01-AM,3609.02,120.51,31.35,0.3221
2019-01-19 12-AM,3609.21,119.63,31.13,0.3221
2019-01-18 11-PM,3606.26,119.35,30.92,0.3214
2019-01-18 10-PM,3611.45,119.5,30.93,0.3204
2019-01-18 09-PM,3605.62,119.51,30.87,0.32
2019-01-18 08-PM,3599.17,119.6,30.75,0.319
2019-01-18 07-PM,3600,119.46,30.84,0.3189
2019-01-18 06-PM,3594.72,119.52,30.75,0.3201
2019-01-18 05-PM,3608.69,118.87,30.62,0.3203
2019-01-18 04-PM,3623.66,120.34,30.99,0.3232
2019-01-18 03-PM,3603.99,121.43,31.21,0.3251
2019-01-18 02-PM,3605.63,120.23,30.63,0.3227
2019-01-18 01-PM,3601.24,120.47,30.7,0.3222
2019-01-18 12-PM,3613.73,120.34,30.74,0.3218
2019-01-18 11-AM,3609.68,120.82,30.9,0.3235
2019-01-18 10-AM,3628.6,120.4,31.05,0.3236
2019-01-18 09-AM,3626.36,121.89,31.23,0.3249
2019-01-18 08-AM,3625.86,121.48,31.49,0.3243
2019-01-18 07-AM,3627.9,121.92,31.46,0.3241
2019-01-18 06-AM,3617.97,121.83,31.34,0.3244
2019-01-18 05-AM,3615.5,121.04,31.17,0.3258
2019-01-18 04-AM,3622.46,121.06,31.11,0.3256
2019-01-18 03-AM,3628.97,121.79,31.23,0.326
2019-01-18 02-AM,3626.13,121.99,31.42,0.3261
2019-01-18 01-AM,3631.52,121.93,31.27,0.3256
2019-01-18 12-AM,3638.01,121.89,31.33,0.3261
2019-01-17 11-PM,3631.9,122.52,31.61,0.3272
2019-01-17 10-PM,3623.63,121.9,31.29,0.3222
2019-01-17 09-PM,3628.19,121.5,31.33,0.3265
2019-01-17 08-PM,3627.13,121.7,31.14,0.3273
2019-01-17 07-PM,3632.54,122.39,31.27,0.3267
2019-01-17 06-PM,3618.23,121.7,30.85,0.3277
2019-01-17 05-PM,3604.03,121.3,30.96,0.3268
2019-01-17 04-PM,3615.17,120.79,30.78,0.3251
2019-01-17 03-PM,3592.17,120.91,31.12,0.3256
2019-01-17 02-PM,3583.24,119.87,30.48,0.3243
2019-01-17 01-PM,3586.81,119.41,30.33,0.3233
2019-01-17 12-PM,3597.56,120.12,30.66,0.3242
2019-01-17 11-AM,3589.34,120.8,30.57,0.3258
2019-01-17 10-AM,3584.22,120.63,30.67,0.3245
2019-01-17 09-AM,3593.41,120.15,30.67,0.3242
2019-01-17 08-AM,3595.4,121.13,30.66,0.3254
2019-01-17 07-AM,3587,120.9,30.75,0.3243
2019-01-17 06-AM,3582.7,120.81,30.65,0.3237
2019-01-17 05-AM,3587.81,120.51,30.8,0.3229
2019-01-17 04-AM,3583.43,120.71,30.85,0.3243
2019-01-17 03-AM,3568.78,120.49,30.75,0.3243
2019-01-17 02-AM,3607.29,119.85,30.6,0.3248
2019-01-17 01-AM,3601.43,121.93,31.28,0.3276
2019-01-17 12-AM,3605.91,121.96,31.45,0.3265
2019-01-16 11-PM,3596.97,122.14,31.42,0.3272
2019-01-16 10-PM,3604.22,121.93,31.21,0.3265
2019-01-16 09-PM,3591.43,122.49,31.3,0.325
2019-01-16 08-PM,3595.43,121.36,31.11,0.3245
2019-01-16 07-PM,3608.07,121.69,31.43,0.3247
2019-01-16 06-PM,3608.58,121.82,31.38,0.3282
2019-01-16 05-PM,3603.97,122.32,31.48,0.3276
2019-01-16 04-PM,3615.66,121.41,31.15,0.327
2019-01-16 03-PM,3621.74,121.98,31.16,0.327
2019-01-16 02-PM,3617.36,122.95,31.44,0.3294
2019-01-16 01-PM,3634.31,122.73,31.38,0.3282
2019-01-16 12-PM,3616.05,124.78,31.86,0.3311
2019-01-16 11-AM,3614.14,122.5,31.39,0.3296
2019-01-16 10-AM,3608.19,122.46,31.38,0.3292
2019-01-16 09-AM,3610.16,122.5,31.14,0.3285
2019-01-16 08-AM,3578.6,122.51,31.24,0.3273
2019-01-16 07-AM,3593,120.03,30.9,0.3243
2019-01-16 06-AM,3602.17,120.62,30.89,0.3266
2019-01-16 05-AM,3599.89,121.04,30.97,0.3262
2019-01-16 04-AM,3596.13,120.54,31.1,0.3258
2019-01-16 03-AM,3587.29,120.62,31.04,0.3246
2019-01-16 02-AM,3585.98,119.72,30.9,0.3246
2019-01-16 01-AM,3582.56,120.22,30.82,0.3242
2019-01-16 12-AM,3576.93,120.11,31,0.3236
2019-01-15 11-PM,3575.75,120.04,31.09,0.3241
2019-01-15 10-PM,3568.34,118.7,30.78,0.3234
2019-01-15 09-PM,3557.18,117.76,30.78,0.3218
2019-01-15 08-PM,3633.07,118.7,30.58,0.3206
2019-01-15 07-PM,3632.65,125.99,32,0.3272
2019-01-15 06-PM,3632.84,126.33,31.81,0.3276
2019-01-15 05-PM,3633.03,126.49,31.68,0.329
2019-01-15 04-PM,3632.47,126.46,31.82,0.329
2019-01-15 03-PM,3657.99,126.19,31.62,0.327
2019-01-15 02-PM,3660.03,128.67,32.2,0.331
2019-01-15 01-PM,3638.79,129.14,32.29,0.3319
2019-01-15 12-PM,3648.06,126.59,31.45,0.3292
2019-01-15 11-AM,3647.16,126.48,31.62,0.3299
2019-01-15 10-AM,3642.17,126.37,31.71,0.3299
2019-01-15 09-AM,3666.01,125.76,31.47,0.3286
2019-01-15 08-AM,3667.96,128.44,32.12,0.33
2019-01-15 07-AM,3655.18,128.29,32.24,0.3311
2019-01-15 06-AM,3663.72,127.9,32.01,0.3286
2019-01-15 05-AM,3670.74,128.08,32.11,0.3312
2019-01-15 04-AM,3668.03,128.48,32.3,0.3317
2019-01-15 03-AM,3667.61,128.3,32.3,0.3321
2019-01-15 02-AM,3671.86,128.56,32.09,0.332
2019-01-15 01-AM,3673.07,129,32.23,0.3334
2019-01-15 12-AM,3664.28,129.11,32.22,0.334
2019-01-14 11-PM,3659.78,128.33,32,0.3318
2019-01-14 10-PM,3663,128.27,32.04,0.3318
2019-01-14 09-PM,3672.09,128.15,32,0.3314
2019-01-14 08-PM,3683.82,127.92,31.96,0.3312
2019-01-14 07-PM,3676.34,129.21,32.19,0.3345
2019-01-14 06-PM,3670.71,129.35,32.15,0.335
2019-01-14 05-PM,3660,128.57,32.32,0.3345
2019-01-14 04-PM,3667.48,128.54,32.22,0.3336
2019-01-14 03-PM,3539.23,128.76,32.29,0.3346
2019-01-14 02-PM,3534.54,116.85,30.34,0.3188
2019-01-14 01-PM,3542.29,116.78,30.31,0.3194
2019-01-14 12-PM,3528.26,117.12,30.36,0.3197
2019-01-14 11-AM,3532.16,116.29,30.17,0.3186
2019-01-14 10-AM,3537.98,116.55,30.34,0.3213
2019-01-14 09-AM,3534.73,116.61,30.24,0.3209
2019-01-14 08-AM,3538.13,116.94,30.28,0.3209
2019-01-14 07-AM,3541.69,116.97,30.24,0.3216
2019-01-14 06-AM,3535.74,117.3,30.58,0.3207
2019-01-14 05-AM,3529.35,117.07,30.41,0.3216
2019-01-14 04-AM,3520.01,117.3,30.3,0.3195
2019-01-14 03-AM,3519.02,116.94,30.17,0.3199
2019-01-14 02-AM,3520.29,116.72,30.1,0.3205
2019-01-14 01-AM,3518.46,116.9,30.2,0.3193
2019-01-14 12-AM,3515.95,116.3,30.08,0.3181
2019-01-13 11-PM,3504,115.25,29.89,0.3155
2019-01-13 10-PM,3511.52,115.08,29.97,0.3148
2019-01-13 09-PM,3496.53,115.31,30.02,0.315
2019-01-13 08-PM,3502.81,114.64,29.95,0.3141
2019-01-13 07-PM,3504.24,114.22,30.05,0.313
2019-01-13 06-PM,3519.4,114.78,29.81,0.3148
2019-01-13 05-PM,3507,116.06,30.28,0.3164
2019-01-13 04-PM,3611.06,115.67,30.29,0.314
2019-01-13 03-PM,3610,123.5,32.11,0.3277
2019-01-13 02-PM,3620.73,123.6,32.11,0.3291
2019-01-13 01-PM,3614.27,124.28,32.08,0.33
2019-01-13 12-PM,3617,123.74,32.26,0.33
2019-01-13 11-AM,3618.39,123.91,32.33,0.3291
2019-01-13 10-AM,3617.6,124.3,32.48,0.3292
2019-01-13 09-AM,3611.57,124.06,32.49,0.3292
2019-01-13 08-AM,3613.81,124.04,32.42,0.3289
2019-01-13 07-AM,3613.24,124.39,32.65,0.3301
2019-01-13 06-AM,3612.85,123.86,32.52,0.3296
2019-01-13 05-AM,3623.49,123.89,32.6,0.3293
2019-01-13 04-AM,3622.47,124.31,32.62,0.3295
2019-01-13 03-AM,3617.56,124.52,32.63,0.3291
2019-01-13 02-AM,3601.43,124.3,32.11,0.3275
2019-01-13 01-AM,3598,123.53,31.84,0.3257
2019-01-13 12-AM,3617.13,123.67,31.95,0.3274
2019-01-12 11-PM,3623.04,124.56,32.1,0.3283
2019-01-12 10-PM,3628.93,123.94,31.91,0.3288
2019-01-12 09-PM,3632.35,124.78,31.96,0.3274
2019-01-12 08-PM,3629.11,124.9,31.73,0.3284
2019-01-12 07-PM,3631.04,125.29,31.67,0.3289
2019-01-12 06-PM,3628.21,125.07,31.71,0.3282
2019-01-12 05-PM,3621.72,125.4,31.83,0.3281
2019-01-12 04-PM,3628.06,125.26,31.93,0.3288
2019-01-12 03-PM,3626.88,126.08,31.88,0.328
2019-01-12 02-PM,3623.17,126.3,31.8,0.3289
2019-01-12 01-PM,3624.5,126,31.92,0.3285
2019-01-12 12-PM,3617.21,125.87,31.96,0.3275
2019-01-12 11-AM,3613.93,125.51,32.03,0.3276
2019-01-12 10-AM,3620.81,125.73,32.16,0.3279
2019-01-12 09-AM,3618.12,125.68,31.95,0.3274
2019-01-12 08-AM,3625.9,125.3,31.78,0.3281
2019-01-12 07-AM,3619.57,125.59,32.09,0.3285
2019-01-12 06-AM,3631.35,125.38,31.82,0.3268
2019-01-12 05-AM,3632.82,126.57,32.3,0.3296
2019-01-12 04-AM,3641.72,126.43,32.14,0.3307
2019-01-12 03-AM,3632.83,126.81,32.16,0.3304
2019-01-12 02-AM,3629.73,125.63,31.98,0.33
2019-01-12 01-AM,3633.68,125.46,31.99,0.331
2019-01-12 12-AM,3632.02,125.58,32.11,0.3309
2019-01-11 11-PM,3618.36,125.93,31.65,0.3286
2019-01-11 10-PM,3647.35,124.05,31.5,0.3266
2019-01-11 09-PM,3653.97,125.58,32.72,0.3312
2019-01-11 08-PM,3650.4,125.04,32.71,0.3318
2019-01-11 07-PM,3653.46,125.56,32.56,0.3319
2019-01-11 06-PM,3652.65,126.58,33.01,0.3319
2019-01-11 05-PM,3647.22,126.99,32.93,0.3328
2019-01-11 04-PM,3635.3,126.21,32.88,0.332
2019-01-11 03-PM,3642.33,125.13,32.52,0.331
2019-01-11 02-PM,3615.28,126.22,32.64,0.3317
2019-01-11 01-PM,3638.05,122.56,32.28,0.328
2019-01-11 12-PM,3640,123.73,32.57,0.3309
2019-01-11 11-AM,3627.87,124.32,32.74,0.3302
2019-01-11 10-AM,3635.82,123.25,32.37,0.328
2019-01-11 09-AM,3649.46,125.19,32.51,0.3291
2019-01-11 08-AM,3643.65,126.75,32.81,0.3349
2019-01-11 07-AM,3627.2,127.82,32.87,0.332
2019-01-11 06-AM,3615.95,127.52,32.68,0.331
2019-01-11 05-AM,3610.96,127.25,32.65,0.327
2019-01-11 04-AM,3622.05,126.67,32.61,0.3258
2019-01-11 03-AM,3619.27,127.13,32.48,0.3274
2019-01-11 02-AM,3632.77,126.87,33.02,0.3272
2019-01-11 01-AM,3646.06,127.52,33.18,0.33
