time,close,high,low,open,volumefrom,volumeto
1551376800,3846.44,3847.51,3820.32,3829.93,1569.11,5994927.87
1551380400,3837.33,3849.59,3825.61,3846.44,2557.15,9848271.22
1551384000,3835.05,3840.21,3824.92,3837.33,1518.1,5831779.91
1551387600,3834.11,3837.73,3832.5,3835.05,1090.42,4161868.84
1551391200,3827.77,3834.83,3815.82,3834.11,1358.32,5176220.52
1551394800,3823.37,3832.55,3821.46,3827.77,788.41,3002734.32
1551398400,3826.77,3830.59,3822.67,3823.37,623.82,2380675.5
1551402000,3833.84,3834.04,3825.24,3826.77,781.42,2982472.19
1551405600,3830.95,3835.02,3829.75,3833.84,700.72,2671026.86
1551409200,3833.75,3837.45,3830.89,3830.95,613.52,2347932.82
1551412800,3831,3834.84,3829.83,3833.75,478.6,1831143.55
1551416400,3831.27,3833.67,3830.56,3831,394.91,1510735.46
1551420000,3831.27,3834.11,3829.99,3831.27,1084.12,4150283.1
1551423600,3836.62,3836.64,3823.56,3831.27,2586.54,9867695.09
1551427200,3840.73,3842.9,3834.26,3836.62,981.09,3776602.61
1551430800,3842.84,3853.19,3839.44,3840.73,1785.69,6861343.42
1551434400,3842.36,3843.98,3839.05,3842.84,654.77,2517591.08
1551438000,3838.6,3845.76,3836.74,3842.36,667.95,2564730.4
1551441600,3838.48,3840.07,3837.18,3838.6,772.3,2948409.1
1551445200,3846.29,3847.42,3835.62,3838.48,828.91,3174956.43
1551448800,3848.52,3848.61,3841.03,3846.29,659.91,2526996.24
1551452400,3845.83,3852.67,3844.25,3848.52,922.83,3543649.6
1551456000,3852.29,3857.13,3838.67,3845.83,1943.93,7467096.06
1551459600,3859.05,3866.12,3851.64,3852.29,1481.08,5702504.56
1551463200,3856.5,3861.73,3851.42,3859.05,1274.47,4901408.08
1551466800,3855.16,3858.99,3853.1,3856.5,1506.82,5867850.5
1551470400,3851.44,3855.99,3851.23,3855.16,607.27,2335709.17
1551474000,3854.82,3856.33,3850.21,3851.44,1238.86,4761233.03
1551477600,3836.16,3863.63,3823.59,3854.82,2677.19,10259735.84
1551481200,3831.48,3842.17,3828.2,3836.16,1255.62,4823144.03
1551484800,3833.87,3837,3828.62,3831.48,694.69,2653066.29
1551488400,3837.94,3839.66,3832.03,3833.87,506.84,1939967.82
1551492000,3838.95,3840.18,3836.36,3837.94,546.92,2096857.25
1551495600,3841.18,3842.15,3838.36,3838.95,372.67,1426931.59
1551499200,3826.33,3841.36,3817.6,3841.18,1579.01,6080665.41
1551502800,3830.34,3834.58,3823.76,3826.33,729.7,2799580.67
1551506400,3829.21,3833.85,3827.68,3830.34,341.05,1314688.56
1551510000,3819.79,3830.3,3811.32,3829.21,1601.52,6156509.67
1551513600,3824.71,3826.78,3790.74,3819.79,3139.91,12016756.84
1551517200,3824.51,3830.7,3823.27,3824.71,916.64,3503483.85
1551520800,3831.33,3831.61,3822.98,3824.51,543.32,2081245.78
1551524400,3839.88,3846.38,3831.33,3831.33,782.35,3014623.13
1551528000,3841.12,3842.81,3836.06,3839.88,762.57,2919064.11
1551531600,3841.98,3845.9,3840.75,3841.12,688.68,2643965.16
1551535200,3836.35,3842.92,3836.29,3841.98,610.91,2341025.77
1551538800,3833.18,3844.65,3832.3,3836.35,955.04,3654344.45
1551542400,3835.81,3840.96,3825.17,3833.18,894.78,3425284.1
1551546000,3831.28,3839.36,3831.24,3835.81,593.87,2270552.92
1551549600,3837.7,3838.83,3830.6,3831.28,504.73,1928356.24
1551553200,3837.9,3838.61,3831.21,3837.7,684.34,2614498.43
1551556800,3833.38,3840.25,3832.88,3837.9,638.63,2441427.88
1551560400,3840.16,3840.92,3833.01,3833.38,329.31,1258669.64
1551564000,3842.97,3844.94,3838.37,3840.16,534.18,2042902.49
1551567600,3842.94,3845.28,3840.91,3842.97,332.07,1269944.9
1551571200,3847.34,3851.04,3841.76,3842.94,1064.04,4092186.91
1551574800,3850.73,3852.08,3845.49,3847.34,446,1706728.47
1551578400,3842.29,3853.28,3841.34,3850.73,534.64,2042602.89
1551582000,3844.16,3845.66,3841.62,3842.29,378.01,1443696.32
1551585600,3842.47,3847.97,3842.18,3844.16,396.95,1518141.48
1551589200,3842.05,3843.9,3839.28,3842.47,400.36,1531594.3
1551592800,3842.36,3843.61,3838.22,3842.05,223.22,854199.57
1551596400,3838.67,3843.62,3836.9,3842.36,322.11,1233561.41
1551600000,3826.26,3840.76,3821.87,3838.67,919.62,3510497.54
1551603600,3828.37,3833.33,3824.78,3826.26,697.22,2663763.19
1551607200,3828.18,3831.21,3827.16,3828.37,379.86,1456496.46
1551610800,3827.58,3833.33,3826.81,3828.18,545.13,2092085.17
1551614400,3827.32,3829.38,3825.41,3827.58,296.81,1136093.37
1551618000,3829.92,3830.28,3803.02,3827.32,1563.27,5971788.22
1551621600,3824.49,3832.08,3823.35,3829.92,417.19,1596206.41
1551625200,3810.97,3824.89,3806.77,3824.49,1477.68,5653350.43
1551628800,3814.48,3817.35,3800.12,3810.97,1342.9,5122163.01
1551632400,3816.02,3816.79,3812.66,3814.48,587.59,2246333.53
1551636000,3816.47,3818.87,3813.94,3816.02,516.11,1972655.57
1551639600,3814.02,3817.39,3813.06,3816.47,509.87,1943996.43
1551643200,3820.28,3822.09,3813.54,3814.02,534.57,2042914
1551646800,3814.66,3820.78,3814.22,3820.28,554.25,2108871.33
1551650400,3809.5,3817.38,3804.89,3814.66,599.19,2281817.78
1551654000,3812.31,3812.69,3788.04,3809.5,2063.29,7843300.98
1551657600,3829.95,3830.24,3810.69,3812.31,1096.05,4197909.69
1551661200,3828.83,3831.01,3823.83,3829.95,495.6,1899079.29
1551664800,3815.56,3830.66,3815.32,3828.83,743.59,2846220.11
1551668400,3810.58,3817.01,3800.79,3815.56,1278.76,4892355.64
1551672000,3778.12,3810.94,3760.38,3810.58,3675.47,13905871.9
1551675600,3754.07,3778.12,3726.69,3778.12,4467.22,16754411.56
1551679200,3754.42,3755.55,3740.71,3754.07,2670.92,9989526.4
1551682800,3749.09,3764.85,3749.09,3754.42,969.82,3638014.46
1551686400,3738.99,3754.73,3738.07,3749.09,1544.26,5807527.21
1551690000,3734.39,3749.47,3733.34,3738.99,1559.2,5835894.86
1551693600,3726.4,3734.98,3705.14,3734.39,3459.21,12857752.74
1551697200,3732.64,3743,3718.91,3726.4,1509.83,5634216.31
1551700800,3726,3738.43,3722.56,3732.64,1156.92,4318286.28
1551704400,3733.95,3737.98,3719.26,3726,1323.94,4934619.32
1551708000,3737.81,3738.81,3732.26,3733.95,1158.49,4332251.07
1551711600,3733.65,3745.86,3728.69,3737.81,1319.81,4931926.53
1551715200,3745.05,3747.26,3732.79,3733.65,1386.67,5188572.15
1551718800,3744.53,3751.19,3743.41,3745.05,1607.91,6032985.42
1551722400,3738.72,3744.53,3732.38,3744.53,1522.9,5682572.76
1551726000,3734.65,3739.26,3730.99,3738.72,872.21,3242530.19
1551729600,3734.79,3747.4,3733.75,3734.65,1747.94,6525628.4
1551733200,3729.7,3736.71,3726.5,3734.79,1679.3,6239071.14
1551736800,3722.96,3734.68,3722.39,3729.7,889.93,3317227.56
1551740400,3731.28,3732.99,3714.58,3722.96,1142.28,4241225.28
1551744000,3734.93,3736.12,3731.1,3731.28,875.52,3267906.66
1551747600,3729.04,3736.65,3726.74,3734.93,663.84,2472289.29
1551751200,3721.76,3734.2,3721.65,3729.04,919.87,3418919.21
1551754800,3722.62,3727.93,3721,3721.76,1228.14,4552127.6
1551758400,3733.03,3733.55,3720.49,3722.62,878.39,3266443.45
1551762000,3734.04,3735.35,3729.72,3733.03,581.99,2173060.31
1551765600,3735.12,3739.41,3733.13,3734.04,766.94,2870665.58
1551769200,3744.06,3744.14,3734.67,3735.12,917.49,3435197.42
1551772800,3753.44,3756.47,3741.67,3744.06,1846.02,6928086.2
1551776400,3749.11,3753.93,3745.32,3753.44,521.79,1960079.76
1551780000,3748.96,3750.18,3741.83,3749.11,890.51,3336082.63
1551783600,3751.2,3751.69,3746.41,3748.96,671.07,2515780.89
1551787200,3760.57,3771.35,3750.91,3751.2,2077.78,7865475.41
1551790800,3857.36,3861.67,3759.15,3760.57,10052.39,38353840.09
1551794400,3846.15,3861.6,3833.92,3857.36,4145.18,15960332.62
1551798000,3851.7,3861.31,3842.4,3846.15,1888.17,7275849.94
1551801600,3860.32,3893.52,3844.57,3851.7,5994.27,23248635.25
1551805200,3865.86,3874.24,3851.88,3860.32,1994.07,7690172.52
1551808800,3866.23,3872.52,3856.57,3865.86,1285.53,4965537.08
1551812400,3876.67,3878.59,3865.5,3866.23,1043.24,4034506.02
1551816000,3863.76,3876.67,3859.64,3876.67,1067.36,4114051.22
1551819600,3863.39,3866.09,3853.27,3863.76,1176.35,4519769.69
1551823200,3862.84,3865.36,3853.1,3863.39,889.23,3421199.48
1551826800,3874.18,3874.6,3862.07,3862.84,887.18,3416247.95
1551830400,3856.83,3884.87,3841.46,3874.18,4057.7,15686030.25
1551834000,3855.65,3857.16,3847.44,3856.83,1062.67,4075302.25
1551837600,3856.61,3858.38,3853.97,3855.65,589.72,2266077.5
1551841200,3844.78,3858.42,3841.9,3856.61,1268.99,4878115.72
1551844800,3849.85,3852.88,3839.39,3844.78,1176.43,4533821.05
1551848400,3851.73,3860.01,3849.72,3849.85,837.38,3208801.36
1551852000,3864.7,3870.58,3849,3851.73,1458.04,5613657.62
1551855600,3866.67,3874.36,3862.18,3864.7,1094.11,4226031.07
1551859200,3859.09,3866.67,3855.11,3866.67,819.87,3151779.77
1551862800,3868.88,3871.4,3855.2,3859.09,678.13,2621541.19
1551866400,3871.75,3916.29,3864.75,3868.88,4755.34,18472314.63
1551870000,3881.11,3883.44,3867.33,3871.75,1609.01,6229306.47
1551873600,3875.04,3881.4,3871.13,3881.11,1100.63,4257082.58
1551877200,3864.68,3876.12,3860.83,3875.04,1915.57,7381244.36
1551880800,3862.74,3865.08,3849.79,3864.68,1730.65,6649983.44
1551884400,3869.79,3874.12,3862.23,3862.74,1404.26,5432071.89
1551888000,3879.34,3879.68,3866.28,3869.79,1288.11,4964807.57
1551891600,3869.56,3879.34,3867.5,3879.34,1128.98,4359140.48
1551895200,3872.97,3873.15,3863.17,3869.56,853.82,3308672.53
1551898800,3869.25,3874.66,3866.64,3872.97,846.63,3271223.37
1551902400,3866.29,3870.1,3865.45,3869.25,651.09,2509240.47
1551906000,3869.29,3872.56,3862.75,3866.29,1179.07,4554483.34
1551909600,3875.62,3877.35,3867.49,3869.29,991.27,3845296.49
1551913200,3874.98,3878.25,3871.89,3875.62,1039.48,4024524.08
1551916800,3883.54,3891.11,3871.56,3874.98,2228.39,8630277.41
1551920400,3891.51,3909.93,3880.81,3883.54,2319.72,9052290.04
1551924000,3886.65,3892.12,3882.15,3891.51,1498.55,5804724.23
1551927600,3895.98,3904.1,3886.65,3886.65,2618.51,10253534.7
1551931200,3905.42,3911.76,3893.01,3895.98,2330.61,9106414.13
1551934800,3888.43,3907.43,3882.22,3905.42,1880.22,7300797.39
1551938400,3880.87,3888.83,3869.15,3888.43,1490.7,5782307.55
1551942000,3882.64,3884.39,3875.69,3880.87,1015.04,3924118.98
1551945600,3871.1,3883.85,3869.58,3882.64,1043.25,4058010.83
1551949200,3868.36,3871.81,3862.77,3871.1,1610.51,6212498.15
1551952800,3867.51,3868.36,3853.2,3868.36,1593.76,6146426.42
1551956400,3874.84,3875.24,3866.51,3867.51,982.57,3808810.14
1551960000,3883.43,3885.83,3869.43,3874.84,1452.26,5623859.25
1551963600,3880.58,3889.12,3878.88,3883.43,1211.03,4704194.03
1551967200,3894.8,3896.22,3869.09,3880.58,2136.99,8264255.7
1551970800,3884.54,3904.55,3884.44,3894.8,1897.63,7378608.87
1551974400,3894.81,3895,3883.97,3884.54,1689.45,6554764.11
1551978000,3883.06,3901.29,3878.1,3894.81,1687.08,6553210.5
1551981600,3891.28,3892.18,3882.05,3883.06,876.22,3404128.68
1551985200,3887.58,3896.83,3886.53,3891.28,1106.7,4313340.96
1551988800,3896.84,3901.44,3885.61,3887.58,1953.7,7693142.77
1551992400,3897.84,3898.46,3888.48,3896.84,1193.99,4645154.46
1551996000,3889.54,3899.12,3884.66,3897.84,772.23,2995361.18
1551999600,3882.61,3890.56,3879.45,3889.54,1030.27,3991496.17
1552003200,3891.35,3891.35,3875.9,3882.61,829.59,3214740.45
1552006800,3883.08,3895.17,3880.65,3891.35,754.8,2935685.09
1552010400,3886.59,3889.87,3883.08,3883.08,617.7,2394408.48
1552014000,3880.38,3887.59,3878.64,3886.59,608.75,2359698.79
1552017600,3891.43,3892.96,3880.05,3880.38,729.58,2829605.34
1552021200,3900.64,3903.91,3889.78,3891.43,952.88,3705330.05
1552024800,3910.78,3930.87,3898.12,3900.64,4313.81,16916762.57
1552028400,3895.24,3911.33,3887.5,3910.78,2526.72,9806188.78
1552032000,3887.05,3896.28,3885.65,3895.24,792.66,3081215.57
1552035600,3891.25,3892.58,3881.58,3887.05,946.79,3683622.42
1552039200,3910.47,3910.47,3890.57,3891.25,1316.23,5174483.2
1552042800,3898.63,3910.89,3898.52,3910.47,724.37,2826339.32
1552046400,3901.86,3905.69,3893.1,3898.63,768.5,2999394.51
1552050000,3909.97,3912.95,3898.84,3901.86,1592.31,6228498.93
1552053600,3916.14,3918.88,3906.68,3909.97,1457.81,5694143.77
1552057200,3910.29,3917.13,3908.01,3916.14,1183.92,4615344.97
1552060800,3908.93,3912.54,3902.43,3910.29,1410.45,5484442.5
1552064400,3917.71,3918.81,3905.32,3908.93,1057.54,4132756.99
1552068000,3913.87,3918.92,3910.03,3917.71,1524.85,5961974.51
1552071600,3920.98,3924.68,3910.77,3913.87,1357.64,5342826.64
1552075200,3920.57,3932.02,3911.66,3920.98,1680.75,6579386.77
1552078800,3892.99,3921.76,3892.82,3920.57,2412.8,9407160.5
1552082400,3854.55,3893.01,3804.98,3892.99,7978.69,30750363.6
1552086000,3868.02,3869.97,3851.82,3854.55,1889.13,7280713.86
1552089600,3877.78,3884.49,3860.66,3868.02,1360.46,5283652.77
1552093200,3882.21,3887.01,3877.64,3877.78,609.13,2361191.87
1552096800,3887.77,3890.46,3878.19,3882.21,575.96,2242909.46
1552100400,3879.64,3889.37,3879.37,3887.77,630.03,2451280.25
1552104000,3884.89,3885.08,3876.08,3879.64,646.97,2505913.14
1552107600,3889.23,3889.28,3884.62,3884.89,740.47,2885468.52
1552111200,3916.74,3919.75,3888.17,3889.23,1793.12,7024501.15
1552114800,3920.33,3947.95,3914.03,3916.74,3083.22,12123955.3
1552118400,3925.78,3929.3,3917.96,3920.33,639.51,2513531.67
1552122000,3924.04,3938.98,3922.65,3925.78,1333.35,5200829.94
1552125600,3920.61,3929.81,3920.51,3924.04,762.08,2998542.2
1552129200,3924.36,3926.77,3919.94,3920.61,452.94,1773833.9
1552132800,3933.39,3933.71,3924.36,3924.36,594.08,2332425.26
1552136400,3934.3,3955.85,3926.46,3933.39,2142.02,8464801.6
1552140000,3953.47,3958.66,3932.18,3934.3,1745.32,6918753.84
1552143600,3956.05,3973.32,3945,3953.47,2060.81,8151704.14
1552147200,3937.14,3975.25,3933.41,3956.05,2041.4,8097477.69
1552150800,3928.49,3938.56,3914.17,3937.14,1909.58,7476745.99
1552154400,3941.51,3945.47,3928.49,3928.49,752.81,2953818.4
1552158000,3939.93,3944.86,3934.74,3941.51,537.44,2114216.88
1552161600,3924.68,3941.85,3924.68,3939.93,976.91,3822956.88
1552165200,3926.75,3934.22,3924.68,3924.68,548.45,2144865.04
1552168800,3929.67,3931.81,3918.96,3926.75,862.34,3375762.34
1552172400,3947.74,3947.95,3929.6,3929.67,801.6,3151107.82
1552176000,3937.19,3948.21,3935.26,3947.74,579.64,2286246.8
1552179600,3943.99,3944.43,3936.83,3937.19,740.51,2920401.61
1552183200,3938.58,3945.61,3938.17,3943.99,673.11,2649417.48
1552186800,3931.64,3938.97,3926.97,3938.58,870.84,3432320.08
1552190400,3928.48,3932.59,3923.51,3931.64,1099.81,4295456.14
1552194000,3929,3929.64,3925.6,3928.48,397.47,1558591.03
1552197600,3915.88,3929.26,3905.22,3929,1979.67,7760596.46
1552201200,3915.17,3916.9,3897.82,3915.88,996.04,3895883.6
1552204800,3919.79,3926.84,3914.06,3915.17,450.2,1765517.66
1552208400,3912.25,3921.01,3909.4,3919.79,956.51,3742101.11
1552212000,3915.72,3920.04,3910.69,3912.25,314.43,1230286.85
1552215600,3920.96,3925.95,3915.43,3915.72,393.11,1547585.44
1552219200,3919.02,3924.9,3915.41,3920.96,430.48,1681718.8
1552222800,3906.56,3919.02,3902.44,3919.02,568.15,2216663.25
1552226400,3920.22,3920.48,3903.88,3906.56,463.12,1807641.03
1552230000,3915.8,3922.2,3914.11,3920.22,678.74,2672558.3
1552233600,3903.73,3915.8,3898.84,3915.8,1202.66,4715649.49
1552237200,3913.25,3915.01,3902.98,3903.73,612.51,2388964.63
1552240800,3911.61,3914.57,3907.74,3913.25,573.23,2249004.79
1552244400,3911.61,3913.6,3907.8,3911.61,475.84,1854141.51
1552248000,3923.83,3925.19,3910.95,3911.61,610.15,2390116
1552251600,3926.14,3930.34,3923.15,3923.83,661.08,2590500.88
1552255200,3933.12,3938.15,3924.14,3926.14,1087.76,4292443.1
1552258800,3929.84,3937.11,3928.87,3933.12,589.08,2309114.47
1552262400,3934.45,3935.06,3927.62,3929.84,686.78,2696106.85
1552266000,3934.85,3939.67,3931.8,3934.45,503.55,1975119.72
1552269600,3933.33,3939.79,3931.09,3934.85,623.38,2440791.24
1552273200,3939.86,3939.95,3932.21,3933.33,612.72,2405135.23
1552276800,3925.23,3941.99,3925.22,3939.86,1407.34,5579242.25
1552280400,3897.56,3926.66,3882.31,3925.23,2899.15,11284527.08
1552284000,3905.29,3907.24,3891.87,3897.56,2268.53,8818685.31
1552287600,3896.81,3908.32,3896.51,3905.29,1786.38,6949082.3
1552291200,3900.3,3903.32,3891.42,3896.81,888.73,3459338.03
1552294800,3901.52,3903.02,3884.94,3900.3,1816.26,7041897.44
1552298400,3889.22,3903.51,3888.88,3901.52,1355.18,5277418.73
1552302000,3883.9,3892.52,3882.54,3889.22,1556.31,6027526.92
1552305600,3858.97,3885.26,3849.45,3883.9,3592.29,13873916.47
1552309200,3874.98,3879.36,3850.85,3858.97,2082,8074373.34
1552312800,3873.25,3874.98,3864.97,3874.98,1275.19,4920138.66
1552316400,3864.58,3873.46,3864.15,3873.25,1308.54,5050475.42
1552320000,3868.35,3873.9,3862.39,3864.58,1026.75,3971972.02
1552323600,3874.81,3878.53,3867.95,3868.35,1050.71,4061199.01
1552327200,3878.58,3883.18,3872.78,3874.81,1307.15,5055891.14
1552330800,3867.23,3879.45,3865.12,3878.58,1066.12,4121136.56
1552334400,3874.06,3875.52,3866.19,3867.23,1146.23,4422985.6
1552338000,3876.96,3877.97,3871.01,3874.06,772.08,2985730.53
1552341600,3880.42,3883.36,3874.91,3876.96,671.26,2598399.71
1552345200,3874.89,3881.5,3873.94,3880.42,1005.91,3907559.03
1552348800,3856.1,3877.89,3852.32,3874.89,2090.61,8069470.85
1552352400,3848.34,3862.66,3839.32,3856.1,1990.96,7710535.24
1552356000,3838.51,3850.37,3827.23,3848.34,2332.78,8973371.75
1552359600,3835.89,3845.14,3830.65,3838.51,1212.75,4651734.54
1552363200,3841.72,3843.4,3827.47,3835.89,875.64,3352926.61
1552366800,3843.46,3850.29,3840.94,3841.72,1163.56,4467981.64
1552370400,3846.66,3847.36,3841.99,3843.46,1150.58,4412932.61
1552374000,3850.52,3852.5,3846.16,3846.66,1551.8,5984981.18
1552377600,3884.04,3886.31,3849.94,3850.52,3193.81,12388098.79
1552381200,3885.09,3888.46,3879.2,3884.04,1501.41,5817773.43
1552384800,3895.69,3896.92,3884.47,3885.09,1468.94,5703460.72
1552388400,3887.07,3896.54,3887.07,3895.69,1093.18,4251519.06
1552392000,3901.2,3901.21,3885.07,3887.07,1526.27,5967050.49
1552395600,3895.49,3904.7,3891.99,3901.2,1623.19,6317668.16
1552399200,3894.51,3898.04,3890.66,3895.49,1292.03,5020706.13
1552402800,3877.54,3896.57,3877.2,3894.51,1904.24,7402242
1552406400,3887.53,3887.53,3871.6,3877.54,1469.48,5681538.33
1552410000,3887.06,3891.67,3883.99,3887.53,913.39,3542437.36
1552413600,3885.79,3889.99,3881.92,3887.06,583.51,2257794.42
1552417200,3884.61,3886.33,3879.51,3885.79,856.49,3323363.34
1552420800,3894.28,3895.56,3884.41,3884.61,1326.03,5135618.83
1552424400,3893.5,3898,3889,3894.28,907.65,3532931.77
1552428000,3894.67,3895.21,3890.37,3893.5,541.42,2099607.41
1552431600,3888.57,3895.06,3883.39,3894.67,1085.63,4225846.87
1552435200,3891.02,3892.27,3885.74,3888.57,624.21,2435621.65
1552438800,3889.16,3892.43,3885.33,3891.02,609.26,2370302.44
1552442400,3887.21,3889.18,3883.08,3889.16,591.63,2302383.39
1552446000,3894.61,3898.25,3886.24,3887.21,867.93,3383414.65
1552449600,3890.56,3896.43,3888.05,3894.61,540.29,2096112.89
1552453200,3882.98,3894.31,3882.64,3890.56,814.91,3161788.52
1552456800,3882.27,3888.63,3878.14,3882.98,1215.12,4711351.79
1552460400,3886.25,3886.76,3878.21,3882.27,1084.21,4198631.44
1552464000,3881,3886.52,3879.18,3886.25,925.28,3582787.35
1552467600,3870.9,3881.91,3869.48,3881,1543.02,5980121.5
1552471200,3862.42,3870.9,3853.06,3870.9,3120.34,12067158.76
1552474800,3867.1,3873.41,3862.2,3862.42,1013.58,3931864.44
1552478400,3883.49,3884.05,3863.27,3867.1,1503.85,5826325.54
1552482000,3883.02,3894.69,3882.82,3883.49,2407.02,9365401.34
1552485600,3875.15,3893.22,3866.77,3883.02,2283.28,8871944.84
1552489200,3878.01,3882.71,3868.56,3875.15,1775.81,6891672.6
1552492800,3875.77,3884.65,3874.72,3878.01,986.17,3813668.73
1552496400,3880.72,3885.01,3871.69,3875.77,885.67,3425057.24
1552500000,3881.73,3884.32,3877.81,3880.72,639.51,2474365.1
1552503600,3882,3885.9,3878.66,3881.73,957.59,3707906.36
1552507200,3882.55,3886.05,3874.76,3882,1319.1,5101740.29
1552510800,3870.85,3882.74,3869.99,3882.55,791.74,3065132.86
1552514400,3877.06,3880.56,3870.85,3870.85,640.42,2479967.74
1552518000,3878.44,3884.51,3873.72,3877.06,782.76,3042205.32
1552521600,3892.82,3893.43,3875.02,3878.44,2402.61,9434958.7
1552525200,3891.96,3896.7,3882.92,3892.82,934.1,3634571.19
1552528800,3889.49,3892.44,3867.52,3891.96,573.83,2223200.27
1552532400,3882.03,3889.88,3879.85,3889.49,717.99,2776632.37
1552536000,3883.75,3887.68,3879.8,3882.03,770.81,2982049.09
1552539600,3877.81,3884.4,3877.81,3883.75,755.8,2928758.52
1552543200,3879.68,3879.68,3866.98,3877.81,1500.23,5859368.77
1552546800,3870.56,3880.94,3868.39,3879.68,871.75,3370320.16
1552550400,3878.4,3879.34,3869.38,3870.56,1330.65,5145905.66
1552554000,3875.26,3881.56,3874.81,3878.4,1225.22,4736560.96
1552557600,3881.48,3881.84,3872.88,3875.26,950.55,3677135.77
1552561200,3873.08,3882.29,3871.91,3881.48,1243.42,4820301.88
1552564800,3877.06,3882.26,3862.45,3873.08,1330.88,5148667.51
1552568400,3878.34,3884.22,3874.47,3877.06,1283.38,4980105.12
1552572000,3881.2,3922.21,3825.03,3878.34,9791.88,37855097.43
1552575600,3881.76,3893.89,3876.73,3881.2,1952.05,7553722.99
1552579200,3878.8,3886.05,3876.68,3881.76,1093.62,4231910.59
1552582800,3882.82,3885.11,3876.94,3878.8,739.59,2859919.27
1552586400,3880.92,3888.85,3879.99,3882.82,788.08,3061361.74
1552590000,3879.99,3882.75,3877.88,3880.92,741.35,2873134.19
1552593600,3880.96,3884.81,3879.71,3879.99,1187.82,4590792.48
1552597200,3883.19,3884.58,3877.59,3880.96,858.29,3328732.28
1552600800,3882.6,3885.85,3877.93,3883.19,758.24,2942114.56
1552604400,3881.44,3885.4,3880.07,3882.6,752.25,2916554.6
1552608000,3886.71,3887.93,3877.28,3881.44,1323.14,5134659.79
1552611600,3888.32,3895.11,3884.96,3886.71,1167.45,4533997.31
1552615200,3888.82,3890.33,3884.25,3888.32,901.68,3519743.42
1552618800,3886.04,3890.29,3883.05,3888.82,778.23,3027697.02
1552622400,3889.4,3889.48,3884.18,3886.04,649.39,2519725.43
1552626000,3888.99,3891.54,3886.61,3889.4,804.07,3132675.99
1552629600,3888.27,3892.86,3882.39,3888.99,1441.71,5674507.93
1552633200,3882.21,3889.8,3876.17,3888.27,1469.85,5687972.98
1552636800,3880.22,3887.28,3878.37,3882.21,983.12,3814414.63
1552640400,3891.69,3893.42,3877.94,3880.22,998.71,3888062.91
1552644000,3890.43,3899.51,3886.92,3891.69,1911.24,7434870.2
1552647600,3910.64,3913.15,3889.13,3890.43,1970.37,7697869.75
1552651200,3909.54,3918.5,3900.65,3910.64,2181.59,8562642.25
1552654800,3909.44,3914.55,3905.97,3909.54,1255.92,4894556.92
1552658400,3910.86,3913.97,3903.29,3909.44,1080.46,4216512.11
1552662000,3924.04,3930.56,3910.38,3910.86,3536.19,13867020.92
1552665600,3925.99,3929.46,3920.57,3924.04,2263.87,8914515.5
1552669200,3929.73,3932.77,3923.66,3925.99,1222.12,4796968.21
1552672800,3932.16,3933.22,3924.67,3929.73,1164.85,4572409.57
1552676400,3932.63,3934.63,3928.54,3932.16,1079.21,4233243.39
1552680000,3926.09,3935.1,3925.08,3932.63,1307.92,5116427.98
1552683600,3918.17,3927.08,3912.43,3926.09,1197.45,4682691.16
1552687200,3921.74,3927.78,3918.17,3918.17,626.89,2457883.63
1552690800,3927.08,3929.22,3920.51,3921.74,817.61,3207472.01
1552694400,3939.97,3942.89,3924.98,3927.08,1430.39,5629869.94
1552698000,3955.86,3960.29,3934.39,3939.97,1818.58,7177312.97
1552701600,3953.81,3963.22,3949.25,3955.86,1118.17,4416295.15
1552705200,3981.49,3992.97,3953.55,3953.81,3711.85,14827368.29
1552708800,4044.63,4056.03,3974.02,3981.49,10665.52,43234368.27
1552712400,4037.76,4069.11,4026.3,4044.63,5086.99,20674430.3
1552716000,4036.2,4042.58,4023.64,4037.76,2294.93,9311951.97
1552719600,4035.28,4042.28,4034.71,4036.2,1255.34,5015008.51
1552723200,4027.78,4036.19,4024.41,4035.28,756.93,3043587.09
1552726800,4037.59,4039.09,4026.11,4027.78,973.22,3916091.56
1552730400,4041.85,4047.06,4037.09,4037.59,909.69,3676581.7
1552734000,4041.61,4044.86,4037.91,4041.85,615.77,2480947.5
1552737600,4009.09,4041.61,3999.79,4041.61,2473.55,9897721.11
1552741200,4013.82,4019.12,4009.09,4009.09,1100.24,4399753.04
1552744800,4022.52,4027.01,4012.66,4013.82,849.41,3414279.08
1552748400,4012.37,4024.42,4008.94,4022.52,1100.67,4416577.8
1552752000,4020.52,4026.36,4012.25,4012.37,706.15,2824767.31
1552755600,4021.11,4023.45,4014.85,4020.52,824.15,3316313.1
1552759200,4019.73,4022.57,4017.63,4021.11,728.63,2909035.3
1552762800,4013.13,4020.49,4011.49,4019.73,680.97,2719789.08
1552766400,4016.94,4017.68,4011.15,4013.13,574.42,2298063.48
1552770000,4022.23,4022.92,4016.81,4016.94,513.09,2060443.56
1552773600,4024.5,4025.38,4020.53,4022.23,542.85,2183815.05
1552777200,4027.01,4029.39,4024.08,4024.5,588.32,2371909.38
1552780800,4005.14,4030.38,3998.02,4027.01,1864.05,7459509.5
1552784400,4009.83,4014.25,4004.27,4005.14,515.37,2076127.91
1552788000,3995.53,4011.39,3987.71,4009.83,1407.51,5601990.07
1552791600,3995.25,4000.24,3989.31,3995.53,583.18,2333121.73
