time,close,high,low,open,volumefrom,volumeto
1550408400,3615.63,3618.87,3608.18,3614.58,1345.02,4832153.64
1550412000,3622.98,3624.21,3614.62,3615.63,1077.12,3923752.72
1550415600,3618.05,3624.12,3616.34,3622.98,950.8,3435532.32
1550419200,3618.35,3624.79,3613.16,3618.05,1733.89,6286854.37
1550422800,3624.13,3625.06,3617.59,3618.35,885.18,3200710.16
1550426400,3617.82,3624.76,3615.61,3624.13,1726.27,6272256.35
1550430000,3620.88,3624.54,3614.64,3617.82,846.02,3051975.97
1550433600,3621.66,3625.05,3618.27,3620.88,625.12,2252074.66
1550437200,3632.52,3651.31,3621.66,3621.66,2614.61,9451910.5
1550440800,3651.16,3657.01,3632.52,3632.52,1694.94,6184789.05
1550444400,3670.92,3685.84,3648.81,3651.16,2592.71,9454805.69
1550448000,3707.14,3714.68,3661.42,3670.92,5037.36,18648055.12
1550451600,3691.03,3780.77,3676.86,3707.14,9107.07,33826088.36
1550455200,3720.4,3726.7,3687.85,3691.03,2394.47,8910651.87
1550458800,3740.78,3748.53,3718.22,3720.4,4395.94,16477447.35
1550462400,3723.79,3747.61,3719.73,3740.78,2325.4,8644878.69
1550466000,3726.33,3726.9,3709.5,3723.79,1946.64,7184087.33
1550469600,3743.71,3747.28,3720.81,3726.33,2633.06,9816545.95
1550473200,3738.98,3771.26,3735.73,3743.71,4054.78,15164645.13
1550476800,3740.8,3755.27,3734.49,3738.98,1503.16,5626172.97
1550480400,3754.89,3760.26,3740.8,3740.8,1426.62,5336454.45
1550484000,3731.27,3756.7,3727.59,3754.89,2725.75,10171593.08
1550487600,3748.93,3760.72,3730.37,3731.27,2579.65,9668975.36
1550491200,3779.47,3784.82,3738.77,3748.93,3471.46,13010351.5
1550494800,3836.03,3851.95,3762.64,3779.47,9590.02,36577993.67
1550498400,3836.29,3863.26,3822.43,3836.03,6748.35,25945673.9
1550502000,3846.11,3849.35,3819.42,3836.29,4025.87,15371103
1550505600,3898.89,3952.44,3845.92,3846.11,15844.15,61984849
1550509200,3909.4,3917.56,3879.83,3898.89,5802.53,22694035.5
1550512800,3922.36,3936.35,3903.96,3909.4,2968.04,11627734.51
1550516400,3909.61,3928.02,3907.35,3922.36,1996.9,7788751.19
1550520000,3903.94,3910.51,3893.45,3909.61,2145.66,8352501.29
1550523600,3895.02,3917.64,3894.95,3903.94,1484.33,5755952.86
1550527200,3902.13,3902.82,3875.96,3895.02,2104.43,8191998.01
1550530800,3912.57,3916.32,3898.97,3902.13,2417.33,9426740.35
1550534400,3967.13,3989.45,3909.84,3912.57,10247.69,40678512.02
1550538000,3906.22,3967.13,3882.52,3967.13,5266.3,20558502.21
1550541600,3894.13,3914.87,3893.98,3906.22,2020.59,7844591.93
1550545200,3905.81,3908.22,3892.37,3894.13,1998.96,7832914.19
1550548800,3913.28,3924.32,3905.03,3905.81,1669.98,6503678.89
1550552400,3910.15,3921.97,3898.66,3913.28,1532.9,5970191.83
1550556000,3919.09,3920.76,3908.91,3910.15,1264.61,4919966.63
1550559600,3929.92,3933.53,3918.53,3919.09,2033.66,7967785.91
1550563200,3926.49,3934.88,3920.27,3929.92,1516.51,5928673.66
1550566800,3904.62,3932.78,3896.39,3926.49,3043.99,11917313.22
1550570400,3912.6,3912.81,3892.6,3904.62,2485.45,9665880.18
1550574000,3915.5,3915.63,3905.17,3912.6,1400.68,5433513.57
1550577600,3931.56,3937.04,3915.23,3915.5,2031.11,7947833.39
1550581200,3994.49,4009.26,3928.24,3931.56,6860.38,27175280.96
1550584800,3972.31,4010.91,3951.99,3994.49,6789.1,26977002.22
1550588400,3992.87,4005.41,3972.01,3972.31,3084.01,12240369.07
1550592000,3974.88,3996.37,3970.55,3992.87,4570.65,18149774.77
1550595600,3969.95,3975.26,3951.19,3974.88,3198.22,12648876.37
1550599200,3961.79,3970.87,3956.27,3969.95,1576.18,6214870.75
1550602800,3982.37,3982.99,3959.69,3961.79,2115.6,8399771.47
1550606400,3961.16,3983.04,3958.29,3982.37,2792.59,11118701.79
1550610000,3920.61,3973.2,3903.81,3961.16,3563.93,14022539.47
1550613600,3942.3,3949.25,3919.14,3920.61,1563.28,6143206.48
1550617200,3924.24,3942.36,3919.02,3942.3,1501.27,5877306.45
1550620800,3910.18,3926.94,3898.91,3924.24,2775.53,10864755.61
1550624400,3926.38,3926.44,3901.44,3910.18,1979.88,7781755.37
1550628000,3932.59,3934.8,3915.41,3926.38,1660.1,6527584.28
1550631600,3927.64,3940.31,3926.97,3932.59,1554.81,6117975.53
1550635200,3919.13,3932.37,3919.12,3927.64,1513.31,5978981.99
1550638800,3919.13,3923.87,3905.24,3919.13,1780.51,6936822.18
1550642400,3917.9,3923.78,3911.74,3919.13,1691.51,6591357.78
1550646000,3926.86,3939,3917.16,3917.9,1513.52,5931072.02
1550649600,3950,3954.18,3922.96,3926.86,2006.29,7887235.22
1550653200,3946.94,3950.95,3937.64,3950,2918.06,11463463.66
1550656800,3970.55,3980.09,3941.04,3946.94,4289.43,17042984.62
1550660400,3958.77,3972.75,3953.74,3970.55,1644.2,6499598.69
1550664000,3975.52,3977.62,3956.87,3958.77,2098.67,8292809.11
1550667600,3947.4,3992.31,3940.65,3975.52,4973.29,19765308.12
1550671200,3951.66,3953.37,3937.61,3947.4,2456.86,9683403.51
1550674800,3942.22,3957.45,3932.8,3951.66,1725.51,6787288.67
1550678400,3951.68,3958.81,3940.45,3942.22,2017.54,7954849.08
1550682000,3947.95,3959.8,3946.28,3951.68,1660.61,6527847.95
1550685600,3954.04,3956.73,3939.51,3947.95,1960.03,7727151.29
1550689200,3955.12,3955.16,3945.11,3954.04,1041.56,4099575.79
1550692800,3962.97,3967.04,3953.31,3955.12,2478.31,9803331.66
1550696400,3947.88,3969.76,3947.32,3962.97,2033.12,8023661.76
1550700000,3955.85,3963.36,3946.35,3947.88,1195.27,4699288.48
1550703600,3974.05,3980.48,3952.77,3955.85,4081.01,16294190.13
1550707200,3957.47,3974.12,3948.78,3974.05,2740.86,10854489.24
1550710800,3950.93,3959.05,3946.37,3957.47,1843.79,7305475.93
1550714400,3952.38,3957.04,3950.2,3950.93,1161.3,4606786.66
1550718000,3973.46,3976.23,3949.76,3952.38,1281.84,5044921.61
1550721600,3959.14,3973.46,3958.33,3973.46,1069.76,4230482.09
1550725200,3981.98,3984.06,3959.14,3959.14,3163.74,12585818.1
1550728800,3960.07,4026.54,3950.66,3981.98,7319.23,29396196.87
1550732400,3968.49,3973.11,3959.3,3960.07,1170.45,4655210.69
1550736000,3947.56,3970.25,3939.5,3968.49,2318.64,9145580.72
1550739600,3930.09,3957,3900.28,3947.56,5747.7,22691149.04
1550743200,3934.32,3938.55,3922.84,3930.09,1532.3,6031083.42
1550746800,3928.7,3935.31,3908.41,3934.32,2942.23,11472167.78
1550750400,3928.17,3935.7,3927.62,3928.7,1790.99,6994309.03
1550754000,3947.4,3948.89,3924.12,3928.17,1293.69,5084922.57
1550757600,3939.3,3948.14,3936.33,3947.4,1164.26,4570407.91
1550761200,3933.67,3939.7,3928.89,3939.3,1645.89,6450421.46
1550764800,3923.3,3934.4,3920.01,3933.67,2220.4,8700664.25
1550768400,3931.65,3933.44,3923.3,3923.3,1050.58,4118845.78
1550772000,3919.26,3931.65,3917.91,3931.65,1251.61,4878203.29
1550775600,3927.54,3927.92,3918.9,3919.26,869.87,3392977.14
1550779200,3930.5,3936.18,3926.55,3927.54,995.76,3899532.54
1550782800,3938.76,3940.1,3930.28,3930.5,1051.53,4110604.75
1550786400,3926.15,3938.91,3925.56,3938.76,724.19,2834779.34
1550790000,3937.04,3937.43,3923.84,3926.15,1083.25,4259148.64
1550793600,3938.33,3943.81,3934.53,3937.04,1170.29,4609705.09
1550797200,3943.91,3948.58,3937.29,3938.33,1218.46,4808432.25
1550800800,3956.33,3960.42,3943.91,3943.91,1928.31,7640725.52
1550804400,3950.96,3959.44,3949.63,3956.33,951.83,3755937.05
1550808000,3954.69,3956.13,3950.12,3950.96,669.48,2641180.97
1550811600,3952.98,3961.49,3952.49,3954.69,833.7,3277544.29
1550815200,3942.4,3953.49,3942.4,3952.98,797.53,3140867.4
1550818800,3925.37,3942.49,3917.66,3942.4,3250.23,12745275.4
1550822400,3963.94,3966.76,3922.89,3925.37,5343.21,21256916.96
1550826000,3956.34,3964,3952.97,3963.94,2475.94,9785857.91
1550829600,3957.35,3963.66,3951.02,3956.34,1223.8,4836432.44
1550833200,3961.77,3964.73,3956.09,3957.35,2004.55,7991147.54
1550836800,3966.4,3980.36,3959.47,3961.77,3220.86,12808630.06
1550840400,3987.52,3996.15,3965.83,3966.4,1988.29,7936544.07
1550844000,3982.79,3992.6,3974.37,3987.52,1592.91,6318777.09
1550847600,3971.89,3985.47,3960.68,3982.79,3338.69,13260907.82
1550851200,3970.84,3979.57,3968.1,3971.89,1224.03,4838742.29
1550854800,3982.07,3982.53,3959.71,3970.84,1955.97,7759965.94
1550858400,3985.28,3988.53,3980.2,3982.07,1452.79,5777226.62
1550862000,3980.79,3988.58,3976.96,3985.28,1447.52,5726989.96
1550865600,3970.85,3983.02,3968.48,3980.79,1517.56,6009565.16
1550869200,3982.32,3984.14,3968.53,3970.85,1298.87,5126955.56
1550872800,3988.92,3989.13,3982.32,3982.32,1011.71,4014809.68
1550876400,3983.53,3993.77,3983.12,3988.92,1090.03,4336204.71
1550880000,3976.89,3983.53,3974.44,3983.53,944.39,3736308.62
1550883600,3989.41,3989.76,3975.69,3976.89,851.89,3371966.62
1550887200,3979.33,3991.3,3979.3,3989.41,655.06,2592378.89
1550890800,3981.89,3981.92,3976.59,3979.33,789.73,3147564.34
1550894400,3962.6,3982.05,3959.69,3981.89,1125.72,4466162.85
1550898000,3965.88,3969.66,3951.66,3962.6,1370.12,5441926.66
1550901600,3965.5,3968.54,3961.43,3965.88,427.41,1684493.07
1550905200,3968.08,3971.9,3964.06,3965.5,611.89,2419803.56
1550908800,3955.53,3968.08,3948.48,3968.08,988.74,3900403.81
1550912400,3967.58,3969.53,3948.62,3955.53,1618.01,6454266.14
1550916000,3973.39,3977.27,3966.19,3967.58,483.15,1916174.32
1550919600,3969.57,3978.99,3968.93,3973.39,1041.2,4126559.98
1550923200,3978.27,3980.12,3963.18,3969.57,4728.94,18998002.81
1550926800,3973.19,3978.78,3969.87,3978.27,535.27,2117289.89
1550930400,3971.46,3974.44,3968.56,3973.19,559.77,2221092.52
1550934000,3964.59,3973.05,3951.83,3971.46,1376.99,5449523.54
1550937600,3995.16,4010.91,3960.24,3964.59,3670.26,14678280.88
1550941200,4125.37,4125.46,3981.22,3995.16,15110.31,61130525.43
1550944800,4125.25,4162.11,4118.46,4125.37,7743.67,32084305.38
1550948400,4134.31,4161.63,4125.25,4125.25,3024.47,12488182.91
1550952000,4176.83,4192.39,4134.31,4134.31,4536.83,18923429.16
1550955600,4146.84,4177.53,4143.58,4176.83,2002.52,8273500.51
1550959200,4154.1,4158.77,4138.14,4146.84,1388.66,5720813.13
1550962800,4149.09,4155.85,4144.14,4154.1,1417.49,5831677.26
1550966400,4162,4169.45,4146.33,4149.09,1136.28,4705763.26
1550970000,4170.99,4175.65,4159.79,4162,2198.07,9193904.7
1550973600,4187.01,4202.81,4165.06,4170.99,2500.59,10431237.8
1550977200,4197.65,4221.62,4186.29,4187.01,4458.38,18741080.52
1550980800,4185,4203.24,4180.37,4197.65,3338.28,14063174.46
1550984400,4196.36,4196.62,4181.7,4185,1293.74,5417065.27
1550988000,4194.92,4205.03,4192.21,4196.36,1116.39,4672907.58
1550991600,4196.36,4199.1,4186.04,4194.92,891.31,3719014.26
1550995200,4168.02,4199.55,4167.74,4196.36,2027.95,8459368.92
1550998800,4169.18,4176.29,4157.8,4168.02,3576.28,14954125.75
1551002400,4172.28,4176.71,4166.1,4169.18,1620.35,6762005.04
1551006000,4167.46,4178.31,4163.16,4172.28,962.16,4008047.41
1551009600,4140.05,4168,4132.12,4167.46,2519.84,10472785.06
1551013200,4115.39,4152.71,4100.12,4140.05,2220.29,9127885.26
1551016800,3879.15,4118.27,3776.27,4115.39,20009.68,78528773.06
1551020400,3817.16,3879.15,3806.84,3879.15,2489.89,9512941.72
1551024000,3797.12,3820.12,3755.38,3817.16,11106.98,42034800.14
1551027600,3799.52,3818.26,3790.21,3797.12,2889.88,10981195.54
1551031200,3818.37,3826.23,3794.33,3799.52,2543.14,9676199.38
1551034800,3811.3,3820.75,3805.79,3818.37,1408.35,5349332.76
1551038400,3820.6,3823.97,3808.3,3811.3,1221.65,4645209.68
1551042000,3826.29,3842.08,3819.66,3820.6,2952.76,11267328.75
1551045600,3798.05,3826.29,3789.22,3826.29,2899.28,10992794.52
1551049200,3771.62,3815.8,3768.79,3798.05,3010.18,11354604.09
1551052800,3802.09,3803.92,3771.53,3771.62,2235.11,8456006.85
1551056400,3802.74,3808.21,3796.59,3802.09,1180.69,4481158.14
1551060000,3814,3814.01,3797.48,3802.74,1115.78,4231962.41
1551063600,3816.32,3824.37,3808.98,3814,1761.79,6697276.26
1551067200,3821.2,3826.21,3813.92,3816.32,1248.64,4759847.85
1551070800,3820.03,3821.29,3799.31,3821.2,1700.95,6453642.67
1551074400,3816.77,3826.19,3816.24,3820.03,1502.08,5706683.21
1551078000,3795.92,3817.43,3793.43,3816.77,1638.51,6216577.63
1551081600,3809.31,3809.47,3795.5,3795.92,1415.77,5355367.14
1551085200,3810.15,3815.74,3807.95,3809.31,1599.32,6062285.28
1551088800,3815.83,3820.97,3781.63,3810.15,2992.64,11352630.5
1551092400,3814.26,3822,3812.82,3815.83,1120.83,4277272.55
1551096000,3822.63,3831.15,3812.36,3814.26,2185.22,8312549
1551099600,3823.7,3824.93,3815.69,3822.63,1073.67,4108373.63
1551103200,3809.27,3824.73,3798.29,3823.7,1926.57,7320362.83
1551106800,3822.18,3823.28,3806.73,3809.27,1829.39,6987876.13
1551110400,3855.64,3858.39,3814.58,3822.18,4762.85,18303746.91
1551114000,3850.19,3863.75,3840.72,3855.64,3585.48,13865350.5
1551117600,3882.45,3883.85,3847.98,3850.19,4062.28,15673711.81
1551121200,3871.77,3885.06,3869.03,3882.45,1429.42,5528426.66
1551124800,3854.65,3876.77,3835.78,3871.77,4177.27,16066342.7
1551128400,3833.95,3856.42,3833.95,3854.65,1909.49,7316787.95
1551132000,3848.89,3854.73,3832.35,3833.95,1099.47,4228277.58
1551135600,3845.51,3856.75,3844.13,3848.89,853.19,3274067.13
1551139200,3846.11,3847.1,3840.12,3845.51,996.48,3823628.29
1551142800,3845.28,3846.58,3844.2,3846.11,578.45,2215309.48
1551146400,3847.88,3851.94,3844.74,3845.28,819.52,3146127.02
1551150000,3850.36,3852.66,3847.42,3847.88,757.7,2914753.36
1551153600,3840.91,3851.61,3839.49,3850.36,625.16,2399078.94
1551157200,3820.07,3842.24,3791.9,3840.91,3746.13,14267862.02
1551160800,3802.9,3823.69,3793.68,3820.07,2215.02,8407581.41
1551164400,3811.65,3812.33,3798,3802.9,1938.57,7364723.36
1551168000,3813.98,3815.36,3810.01,3811.65,1773.08,6739981.97
1551171600,3814.97,3815.79,3796.24,3813.98,1106.69,4221907.53
1551175200,3823.61,3831.75,3814.06,3814.97,1771.54,6763646.44
1551178800,3812.91,3825.96,3811.17,3823.61,1173.8,4479514.47
1551182400,3812.88,3818.06,3807.86,3812.91,1110.46,4230608.71
1551186000,3814.13,3814.14,3797.48,3812.88,1291.13,4921703.34
1551189600,3833.1,3838.37,3811.01,3814.13,1861.67,7123659.08
1551193200,3832.06,3841.29,3828.46,3833.1,1626.66,6224326.55
1551196800,3816.19,3832.76,3814.45,3832.06,1406.51,5365064.93
1551200400,3819.77,3821.89,3804.81,3816.19,1361.92,5198530.33
1551204000,3814.86,3831.21,3812,3819.77,1268.6,4850249.96
1551207600,3820.19,3827.11,3813.21,3814.86,1011.9,3861617.87
1551211200,3817.14,3828.3,3817.14,3820.19,1329.2,5087420.86
1551214800,3812.17,3823.24,3810.84,3817.14,1747.72,6653429.56
1551218400,3818.78,3821.67,3809.2,3812.17,1029.87,3918370.78
1551222000,3817.88,3819.51,3814.75,3818.78,705.29,2689790.61
1551225600,3805.26,3818.25,3802.11,3817.88,1587.82,6043551.31
1551229200,3805.17,3808.37,3801.5,3805.26,1157.34,4419477.91
1551232800,3823.05,3826.13,3804.91,3805.17,1287.1,4920487.29
1551236400,3823.59,3827.07,3819.64,3823.05,903.41,3474404.17
1551240000,3823.76,3830.78,3823.47,3823.59,1013.84,3874089.78
1551243600,3830.08,3831.79,3821.86,3823.76,601.93,2305720.63
1551247200,3820.35,3830.45,3818.59,3830.08,924.73,3540568.82
1551250800,3831.25,3832.08,3819.44,3820.35,2037.22,7791323.84
1551254400,3833.88,3842.13,3830.97,3831.25,1546.28,5943349.95
1551258000,3833.85,3836.14,3832.45,3833.88,761.65,2944839.96
1551261600,3833.44,3836.92,3830.97,3833.85,1743.99,6707469.81
1551265200,3841.11,3841.72,3833.44,3833.44,1665.94,6445617.27
1551268800,3840.96,3847.94,3837.83,3841.11,960.06,3693738.77
1551272400,3841.74,3851.84,3839.7,3840.96,1417.03,5447088.99
1551276000,3834.66,3842.55,3815.09,3841.74,2765.85,10586925.21
1551279600,3827.13,3835.49,3823.64,3834.66,1631.77,6236935.28
1551283200,3828.71,3833.12,3823.41,3827.13,1202.83,4593266.32
1551286800,3832.9,3833.75,3827.76,3828.71,833.66,3182926.74
1551290400,3826.09,3833.76,3824.96,3832.9,992.24,3789425.85
1551294000,3830.11,3830.95,3824.51,3826.09,868.43,3319040.44
1551297600,3752.66,3830.81,3699.53,3830.11,11935.27,44814204.79
1551301200,3778.61,3778.61,3742.18,3752.66,3350.21,12618150.72
1551304800,3804.81,3805.32,3773.5,3778.61,1866.99,7064449.09
1551308400,3830.72,3838.85,3801.12,3804.81,2955.5,11312001.78
1551312000,3836.32,3839.71,3824.48,3830.72,1126.32,4317482.58
1551315600,3844.62,3848.01,3835.74,3836.32,1133.08,4350396.14
1551319200,3835.13,3846.92,3834.75,3844.62,600.14,2300139.02
1551322800,3833.43,3838.14,3832.79,3835.13,591.52,2259795.45
1551326400,3838.29,3840.23,3833.07,3833.43,623.82,2386203.2
1551330000,3846.36,3846.71,3838.01,3838.29,815.95,3137815.09
1551333600,3835.88,3846.53,3835.77,3846.36,948.59,3635653.18
1551337200,3838.5,3839.92,3832.83,3835.88,609.15,2330134.02
1551340800,3858.36,3867.11,3837.88,3838.5,2368,9166258.58
1551344400,3859.01,3863.8,3852.04,3858.36,1883.92,7280726.6
1551348000,3849.43,3859.01,3848.27,3859.01,1199.51,4601400.96
1551351600,3855.43,3858.64,3848.11,3849.43,1163.53,4474917.75
1551355200,3853.22,3858.3,3849.95,3855.43,1578.24,6060951.7
1551358800,3849.64,3853.47,3846.4,3853.22,1287.63,4937319.05
1551362400,3853.16,3856.2,3847.04,3849.64,1685.36,6474324.35
1551366000,3871.27,3909.86,3798,3853.16,9503.91,36642282.27
1551369600,3855.08,3888.96,3837.04,3871.27,5983.58,23219558.65
1551373200,3829.93,3855.08,3816.93,3855.08,2369.68,9055509.39
