AAV,Age,CapPerc,Dollars,From,Player,Position,To,Year,Years
870000.0,32,0.61,870000.0,ARI,Lorenzo Alexander,OLB,OAK,2015.0,1.0
870000.0,30,0.61,870000.0,IND,Fili Moala,DE,HOU,2015.0,1.0
870000.0,30,0.61,870000.0,NYG,Quintin Demps,SS,HOU,2015.0,1.0
870000.0,31,0.61,870000.0,WAS,Brandon Meriweather,SS,NYG,2015.0,1.0
870000.0,32,0.61,870000.0,BAL,Aaron Ross,CB,CLE,2015.0,1.0
870000.0,29,0.61,870000.0,CLE,Garret Hartley,K,PIT,2015.0,1.0
870000.0,33,0.61,870000.0,CIN,Alex Smith,TE,NO,2015.0,1.0
870000.0,30,0.61,870000.0,DET,Andre Fluellen,DT,BUF,2015.0,1.0
870000.0,29,0.61,870000.0,WAS,Tracy Porter,CB,CHI,2015.0,1.0
870000.0,30,0.61,870000.0,CHI,Josh Morgan,WR,NO,2015.0,1.0
870000.0,31,0.61,870000.0,SF,Desmond Bishop,OLB,SF,2015.0,1.0
870000.0,30,0.61,870000.0,CHI,Dante Rosario,TE,CHI,2015.0,1.0
825000.0,28,0.58,825000.0,TB,Dane Fletcher,ILB,NE,2015.0,1.0
825000.0,27,0.58,825000.0,CHI,Danny McCray,SS,DAL,2015.0,1.0
825000.0,28,0.58,825000.0,MIN,Corey Wootton,DT,DET,2015.0,1.0
825000.0,28,0.58,825000.0,STL,Alex Carrington,DT,BUF,2015.0,1.0
825000.0,28,0.58,825000.0,NYG,Stevie Brown,SS,HOU,2015.0,1.0
825000.0,30,0.58,825000.0,NYG,Zackary Bowman,CB,MIA,2015.0,1.0
825000.0,28,0.58,825000.0,SD,Seyi Ajirotutu,WR,PHI,2015.0,1.0
825000.0,26,0.58,825000.0,OAK,Denarius Moore,WR,CIN,2015.0,1.0
825000.0,27,0.58,825000.0,CIN,Brandon Tate,WR,CIN,2015.0,1.0
825000.0,27,0.58,825000.0,PIT,Clifton Geathers,DE,PIT,2015.0,1.0
825000.0,26,0.58,825000.0,GB,Jamari Lattimore,ILB,NYJ,2015.0,1.0
825000.0,28,0.58,825000.0,NYJ,Kyle Wilson,CB,NO,2015.0,1.0
825000.0,26,0.58,825000.0,ARI,Sam Acho,OLB,CHI,2015.0,1.0
825000.0,27,0.58,825000.0,SEA,emarcus Dobbs,DE,SEA,2015.0,1.0
825000.0,28,0.58,825000.0,PIT,Darrius Heyward-Bey,WR,PIT,2015.0,1.0
825000.0,26,0.58,825000.0,PHI,Casey Matthews,ILB,MIN,2015.0,1.0
825000.0,27,0.58,825000.0,NYG,James Brewer,G,NYJ,2015.0,1.0
825000.0,29,0.58,825000.0,DAL,Nick Hayden,DT,DAL,2015.0,1.0
825000.0,29,0.58,825000.0,BAL,Morgan Cox,LS,BAL,2015.0,1.0
825000.0,27,0.58,825000.0,MIN,Vladimir Ducasse,G,CHI,2015.0,1.0
825000.0,26,0.58,825000.0,OAK,imdi Chekwa,CB,NE,2015.0,1.0
825000.0,28,0.58,825000.0,MIA,Brandon Gibson,WR,NE,2015.0,1.0
825000.0,29,0.58,825000.0,IND,Colt Anderson,SS,IND,2015.0,1.0
820000.0,31,0.57,820000.0,SEA,Will Tukuafu,FB,SEA,2015.0,1.0
810000.0,29,0.57,810000.0,DET,Jed Collins,FB,DAL,2015.0,1.0
795000.0,27,0.55,795000.0,DET,Cassius Vaughn,CB,BAL,2015.0,1.0
795000.0,28,0.55,795000.0,KC,Jeff Linkenbach,RT,MIA,2015.0,1.0
795000.0,28,0.55,795000.0,SD,Reggie Walker,ILB,DEN,2015.0,1.0
795000.0,27,0.55,795000.0,HOU,Jeff Tarpinian,OLB,HOU,2015.0,1.0
795000.0,26,0.55,795000.0,NE,Chris White,ILB,NE,2015.0,1.0
785000.0,25,0.55,785000.0,ATL,Jacquizz Rodgers,RB,CHI,2015.0,1.0
770000.0,29,0.54,770000.0,NYG,Chris Ogbonnaya,RB,NYG,2015.0,1.0
760000.0,25,0.53,760000.0,PHI,Chris Polk,RB,HOU,2015.0,1.0
760000.0,26,0.53,760000.0,NYJ,Benjamin Ijalana,RT,NYJ,2015.0,1.0
760000.0,26,0.53,760000.0,CAR,James Dockery,CB,OAK,2015.0,1.0
745000.0,26,0.52,745000.0,CIN,hris Carter,ILB,BAL,2015.0,1.0
745000.0,27,0.52,745000.0,CLE,Robert Housler,TE,CHI,2015.0,1.0
745000.0,28,0.52,745000.0,TEN,hase Coffman,TE,SEA,2015.0,1.0
745000.0,28,0.52,745000.0,PHI,Chris Prosinski,SS,CHI,2015.0,1.0
745000.0,26,0.52,745000.0,TB,Mason Foster,ILB,WAS,2015.0,1.0
745000.0,28,0.52,745000.0,MIA,J.D. Walton,C,SD,2015.0,1.0
745000.0,27,0.52,745000.0,CLE,Thaddeus Lewis,QB,PHI,2015.0,1.0
745000.0,30,0.52,745000.0,TEN,Fernando Velasco,G,CAR,2015.0,1.0
745000.0,30,0.52,745000.0,DAL,Jasper Brinkley,ILB,NYG,2015.0,1.0
745000.0,27,0.52,745000.0,BAL,Jah Reid,RT,KC,2015.0,1.0
745000.0,25,0.52,745000.0,CAR,Jordan Todman,RB,PIT,2015.0,1.0
745000.0,29,0.52,745000.0,SD,Doug Legursky,C,PIT,2015.0,1.0
745000.0,29,0.52,745000.0,DET,Ashlee Palmer,OLB,NYG,2015.0,1.0
745000.0,26,0.52,745000.0,CHI,Anthony Walters,SS,ARI,2015.0,1.0
745000.0,31,0.52,745000.0,TEN,Quentin Groves,OLB,BUF,2015.0,1.0
745000.0,27,0.52,745000.0,ATL,Javier Arenas,CB,NYJ,2015.0,1.0
745000.0,30,0.52,745000.0,NO,Moise Fokou,ILB,CLE,2015.0,1.0
745000.0,27,0.52,745000.0,CLE,Sione Fua,DT,DEN,2015.0,1.0
745000.0,27,0.52,745000.0,NO,Junior Galette,OLB,WAS,2015.0,1.0
745000.0,26,0.52,745000.0,CIN,Greg Little,WR,CIN,2015.0,1.0
745000.0,27,0.52,745000.0,MIA,R.J. Stanford,CB,DET,2015.0,1.0
745000.0,25,0.52,745000.0,TB,Da'Quan Bowers,DT,TB,2015.0,1.0
745000.0,26,0.52,745000.0,DET,Joshua Thomas,CB,MIN,2015.0,1.0
745000.0,28,0.52,745000.0,BAL,Jeromy Miles,SS,NYG,2015.0,1.0
745000.0,27,0.52,745000.0,MIN,Taylor Mays,SS,DET,2015.0,1.0
745000.0,30,0.52,745000.0,JAC,Sherrod Martin,SS,CHI,2015.0,1.0
745000.0,30,0.52,745000.0,TEN,tthew Mulligan,TE,BUF,2015.0,1.0
745000.0,27,0.52,745000.0,MIA,Daniel Thomas,RB,CHI,2015.0,1.0
745000.0,27,0.52,745000.0,TEN,Kris Durham,WR,OAK,2015.0,1.0
745000.0,28,0.52,745000.0,SD,Willie Smith,LT,WAS,2015.0,1.0
745000.0,28,0.52,745000.0,NO,Brandon Deaderick,DT,HOU,2015.0,1.0
745000.0,28,0.52,745000.0,HOU,Jerrell Powe,DT,WAS,2015.0,1.0
745000.0,27,0.52,745000.0,TEN,Eric Olsen,C,CLE,2015.0,1.0
745000.0,27,0.52,745000.0,MIA,Ryan Taylor,TE,KC,2015.0,1.0
745000.0,28,0.52,745000.0,KC,Christopher Owens,CB,DET,2015.0,1.0
745000.0,27,0.52,745000.0,CHI,Darryl Sharpton,ILB,ARI,2015.0,1.0
745000.0,28,0.52,745000.0,NYJ,John Conner,FB,BUF,2015.0,1.0
745000.0,27,0.52,745000.0,DAL,Dekoda Watson,OLB,NE,2015.0,1.0
745000.0,27,0.52,745000.0,JAC,Jacques McClendon,C,MIA,2015.0,1.0
745000.0,28,0.52,745000.0,IND,Josh Gordy,CB,NYG,2015.0,1.0
745000.0,27,0.52,745000.0,BUF,Larry Dean,OLB,TB,2015.0,1.0
745000.0,28,0.52,745000.0,WAS,E.J. Biggers,CB,PHI,2015.0,1.0
745000.0,27,0.52,745000.0,NYG,Spencer Paysinger,ILB,MIA,2015.0,1.0
745000.0,25,0.52,745000.0,TEN,Brandon Harris,CB,TEN,2015.0,1.0
745000.0,28,0.52,745000.0,SEA,Tony Moeaki,TE,ATL,2015.0,1.0
745000.0,27,0.52,745000.0,WAS,Justin Rogers,CB,WAS,2015.0,1.0
745000.0,27,0.52,745000.0,NYJ,Phillip Adams,CB,ATL,2015.0,1.0
740000.0,26,0.52,740000.0,CIN,Devon Still,DT,CIN,2015.0,1.0
720000.0,26,0.5,720000.0,NO,Bryce Harris,RT,NO,2015.0,1.0
710017.0,27,0.5,710017.0,STL,Tim Barnes,C,STL,2015.0,1.0
700000.0,25,0.49,700000.0,GB,Jarrett Boykin,WR,CAR,2015.0,1.0
685000.0,26,0.48,685000.0,BUF,Chris Hairston,LT,SD,2015.0,1.0
680000.0,25,0.47,680000.0,MIA,LaMichael James,RB,MIA,2015.0,1.0
660000.0,25,0.46,660000.0,HOU,Randy Bullock,K,NYJ,2015.0,1.0
660000.0,26,0.46,660000.0,TB,ames-Michael Johnson,OLB,JAC,2015.0,1.0
660000.0,26,0.46,660000.0,NE,Harland Gunn,G,IND,2015.0,1.0
660000.0,26,0.46,660000.0,ARI,Ryan Lindley,QB,NE,2015.0,1.0
660000.0,27,0.46,660000.0,OAK,David Ausberry,TE,DET,2015.0,1.0
660000.0,29,0.46,660000.0,SF,Trindon Holliday,KR,OAK,2015.0,1.0
660000.0,25,0.46,660000.0,KC,A.J.  Jenkins,WR,DAL,2015.0,1.0
660000.0,25,0.46,660000.0,TEN,Kaelin Burnett,OLB,TEN,2015.0,1.0
660000.0,26,0.46,660000.0,OAK,Vincent Brown,WR,IND,2015.0,1.0
585000.0,27,0.41,585000.0,DEN,Spencer Lanning,P,CHI,2015.0,1.0
585000.0,24,0.41,585000.0,JAC,LaRoy Reynolds,ILB,CHI,2015.0,1.0
585000.0,26,0.41,585000.0,MIA,Caleb Sturgis,K,PHI,2015.0,1.0
585000.0,25,0.41,585000.0,WAS,Steve Beauharnais,ILB,SF,2015.0,1.0
585000.0,26,0.41,585000.0,BUF,Jonte Green,CB,ARI,2015.0,1.0
585000.0,29,0.41,585000.0,CIN,Kevin Brock,TE,NO,2015.0,1.0
585000.0,30,0.41,585000.0,DAL,Tyler Clutts,FB,DAL,2015.0,1.0
585000.0,27,0.41,585000.0,MIN,Pat Devlin,QB,CHI,2015.0,1.0
585000.0,29,0.41,585000.0,ATL,Bear Pascoe,TE,CHI,2015.0,1.0
585000.0,27,0.41,585000.0,HOU,Cody White,C,HOU,2015.0,1.0
585000.0,28,0.41,585000.0,TB,Jorvorskie Lane,FB,TB,2015.0,1.0
543529.0,25,0.38,543529.0,MIN,Shaun Prater,CB,IND,2015.0,1.0
510000.0,24,0.36,510000.0,WAS,Ja'Gared Davis,ILB,KC,2015.0,1.0
510000.0,27,0.36,510000.0,STL,Mason Brodine,DE,NE,2015.0,1.0
510000.0,22,0.36,510000.0,CAR,Darrin Reaves,RB,KC,2015.0,1.0
510000.0,31,0.36,510000.0,IND,Jeris Pendleton,DT,IND,2015.0,1.0
510000.0,25,0.36,510000.0,JAC,Tommy Streeter,WR,MIA,2015.0,1.0
510000.0,28,0.36,510000.0,NO,Marcus Ball,FS,CAR,2015.0,1.0
510000.0,26,0.36,510000.0,SF,ance Lewis,WR,NO,2015.0,1.0
510000.0,25,0.36,510000.0,GB,Kevin Dorsey,WR,NE,2015.0,1.0
435000.0,27,0.3,435000.0,WAS,Kenny Horsley,DT,CAR,2015.0,1.0
435000.0,23,0.3,435000.0,IND,Al-Hajj Shabazz,CB,TB,2015.0,1.0
435000.0,28,0.3,435000.0,GB,Joe Madsen,C,CLE,2015.0,1.0
435000.0,24,0.3,435000.0,MIA,Zach Hocker,K,NO,2015.0,1.0
435000.0,24,0.3,435000.0,DEN,Steven Clark,P,OAK,2015.0,1.0
14250000.0,26,9.18,85500000.0,DEN,Malik Jackson,DT,JAC,2016.0,6.0
17000000.0,25,10.95,85000000.0,MIA,Olivier Vernon,OLB,NYG,2016.0,5.0
15000000.0,28,9.66,75000000.0,CAR,Josh Norman,CB,WAS,2016.0,5.0
18000000.0,25,11.59,72000000.0,DEN,Brock Osweiler,QB,HOU,2016.0,4.0
12500000.0,27,8.05,62500000.0,LAR,anoris Jenkins,CB,NYG,2016.0,5.0
11700000.0,27,7.54,58500000.0,BAL,Kelechi Osemele,G,OAK,2016.0,5.0
10600000.0,28,6.83,53000000.0,SEA,Russell Okung,LT,DEN,2016.0,5.0
9250000.0,27,5.96,46250000.0,NYJ,Damon Harrison,DT,NYG,2016.0,5.0
9000000.0,27,5.8,45000000.0,PIT,Kelvin Beachum,LT,JAC,2016.0,5.0
9000000.0,30,5.8,45000000.0,CLE,Alex Mack,C,ATL,2016.0,5.0
8000000.0,27,5.15,40000000.0,HOU,andon Brooks,G,PHI,2016.0,5.0
8000000.0,26,5.15,40000000.0,CIN,Marvin Jones,WR,DET,2016.0,5.0
9500000.0,29,6.12,38000000.0,KC,ean Smith,CB,OAK,2016.0,4.0
9250000.0,28,5.96,37000000.0,SEA,Bruce Irvin,DE,OAK,2016.0,4.0
7200000.0,27,4.64,36000000.0,IND,Coby Fleener,TE,NO,2016.0,5.0
7200000.0,26,4.64,36000000.0,CLE,Tashaun Gipson,FS,JAC,2016.0,5.0
7000000.0,26,4.51,35000000.0,LAR,Rodney McLeod,FS,PHI,2016.0,5.0
6600000.0,27,4.25,33000000.0,CLE,Mitchell Schwartz,RT,KC,2016.0,5.0
6500000.0,27,4.19,32500000.0,CIN,Mohamed Sanu,WR,ATL,2016.0,5.0
6500000.0,27,4.19,32500000.0,SEA,J.R. Sweezy,G,TB,2016.0,5.0
6400000.0,28,4.12,32000000.0,NYJ,Chris Ivory,RB,JAC,2016.0,5.0
7000000.0,26,4.51,28000000.0,KC,Jeff Allen,G,HOU,2016.0,4.0
7000000.0,26,4.51,28000000.0,DEN,Danny Trevathan,ILB,CHI,2016.0,4.0
6700000.0,29,4.32,26800000.0,SF,Alex Boone,G,MIN,2016.0,4.0
6500000.0,31,4.19,26000000.0,SD,Eric Weddle,FS,BAL,2016.0,4.0
6500000.0,25,4.19,26000000.0,MIA,Lamar Miller,RB,HOU,2016.0,4.0
6000000.0,26,3.86,24000000.0,CLE,Travis Benjamin,WR,SD,2016.0,4.0
5750000.0,26,3.7,23000000.0,SEA,Jeremy Lane,CB,SEA,2016.0,4.0
7000000.0,30,4.51,21000000.0,GB,Josh Sitton,G,CHI,2016.0,3.0
7000000.0,33,4.51,21000000.0,KC,Derrick Johnson,ILB,KC,2016.0,3.0
7000000.0,29,4.51,21000000.0,KC,Chase Daniel,QB,PHI,2016.0,3.0
5000000.0,26,3.22,20000000.0,SD,Ladarius Green,TE,PIT,2016.0,4.0
6500000.0,30,4.19,19500000.0,NYG,Robert Ayers,DE,TB,2016.0,3.0
4500000.0,27,2.9,18000000.0,MIA,Derrick Shelby,DE,ATL,2016.0,4.0
6000000.0,27,3.86,18000000.0,ARI,Bobby Massie,RT,CHI,2016.0,3.0
4375000.0,27,2.82,17500000.0,HOU,Ben Jones,C,TEN,2016.0,4.0
4250000.0,28,2.74,17000000.0,PHI,Cedric Thornton,DT,DAL,2016.0,4.0
5100000.0,26,3.28,15300000.0,GB,Casey Hayward,CB,SD,2016.0,3.0
7500000.0,26,4.83,15000000.0,WAS,Robert Griffin III,QB,CLE,2016.0,2.0
5000000.0,26,3.22,15000000.0,MIA,Rishard Matthews,WR,TEN,2016.0,3.0
4666667.0,27,3.01,14000000.0,TEN,Coty Sensabaugh,CB,LAR,2016.0,3.0
4666667.0,27,3.01,14000000.0,KC,Donald Stephenson,LT,DEN,2016.0,3.0
4500000.0,28,2.9,13500000.0,SD,Patrick Robinson,CB,IND,2016.0,3.0
6750000.0,33,4.35,13500000.0,MIA,Brent Grimes,CB,TB,2016.0,2.0
4500000.0,26,2.9,13500000.0,SEA,Jermaine Kearse,WR,SEA,2016.0,3.0
4500000.0,31,2.9,13500000.0,SEA,Brandon Mebane,DT,SD,2016.0,3.0
4250000.0,27,2.74,12750000.0,DET,Isa Abdul-Quddus,FS,MIA,2016.0,3.0
12000000.0,33,7.73,12000000.0,NYJ,Ryan Fitzpatrick,QB,NYJ,2016.0,1.0
4000000.0,30,2.58,12000000.0,IND,Jerrell Freeman,ILB,CHI,2016.0,3.0
4000000.0,27,2.58,12000000.0,BUF,Chris Hogan,WR,NE,2016.0,3.0
4000000.0,30,2.58,12000000.0,CHI,Tracy Porter,CB,CHI,2016.0,3.0
4000000.0,30,2.58,12000000.0,CHI,Matt Forte,RB,NYJ,2016.0,3.0
4000000.0,32,2.58,12000000.0,JAC,Marcedes Lewis,TE,JAC,2016.0,3.0
5750000.0,26,3.7,11500000.0,OAK,Aldon Smith,OLB,OAK,2016.0,2.0
5750000.0,30,3.7,11500000.0,MIN,Mike Wallace,WR,BAL,2016.0,2.0
3750000.0,27,2.42,11250000.0,NYJ,Bilal Powell,RB,NYJ,2016.0,3.0
3500000.0,30,2.25,10500000.0,PIT,Steve McLendon,DT,NYJ,2016.0,3.0
3500000.0,29,2.25,10500000.0,TEN,Al Woods,DT,TEN,2016.0,3.0
3500000.0,28,2.25,10500000.0,CIN,Vincent Rey,OLB,CIN,2016.0,3.0
3333333.0,30,2.15,10000000.0,LAR,Eugene Sims,DE,LAR,2016.0,3.0
5000000.0,26,3.22,10000000.0,NE,Akiem Hicks,DT,CHI,2016.0,2.0
2500000.0,34,1.61,10000000.0,SEA,Jon Ryan,P,SEA,2016.0,4.0
5000000.0,27,3.22,10000000.0,KC,Jaye Howard,DE,KC,2016.0,2.0
3250000.0,29,2.09,9750000.0,JAC,Zane Beadles,G,SF,2016.0,3.0
3050000.0,29,1.96,9150000.0,DEN,David Bruton,SS,WAS,2016.0,3.0
3016667.0,27,1.94,9050000.0,CHI,Shea McClellin,OLB,NE,2016.0,3.0
2200000.0,26,1.42,8800000.0,CAR,Brad Nortman,P,JAC,2016.0,4.0
4250000.0,32,2.74,8500000.0,CIN,Reggie Nelson,FS,OAK,2016.0,2.0
4250000.0,28,2.74,8500000.0,ATL,Adrian Clayborn,DE,ATL,2016.0,2.0
2750000.0,25,1.77,8250000.0,OAK,Benson Mayowa,DE,DAL,2016.0,3.0
2750000.0,29,1.77,8250000.0,LAR,James Laurinaitis,ILB,NO,2016.0,3.0
2750000.0,27,1.77,8250000.0,DAL,James Hanna,TE,DAL,2016.0,3.0
4000000.0,27,2.58,8000000.0,NYJ,emario Davis,OLB,CLE,2016.0,2.0
4000000.0,26,2.58,8000000.0,DET,Tahir Whitehead,LB,DET,2016.0,2.0
4000000.0,29,2.58,8000000.0,KC,Tyvon Branch,SS,ARI,2016.0,2.0
2400000.0,30,1.55,7200000.0,IND,Dwight Lowery,FS,SD,2016.0,3.0
3500000.0,32,2.25,7000000.0,ATL,Paul Soliai,DT,CAR,2016.0,2.0
3500000.0,35,2.25,7000000.0,NO,Benjamin Watson,TE,BAL,2016.0,2.0
3500000.0,26,2.25,7000000.0,BUF,Nigel Bradham,OLB,PHI,2016.0,2.0
3250000.0,26,2.09,6500000.0,MIA,Quinton Coples,OLB,LAR,2016.0,2.0
3000000.0,30,1.93,6000000.0,GB,James Starks,RB,GB,2016.0,2.0
3000000.0,28,1.93,6000000.0,NYJ,arvis Jenkins,DE,NYJ,2016.0,2.0
2000000.0,25,1.29,6000000.0,SEA,Alvin Bailey,G,CLE,2016.0,3.0
2875000.0,28,1.85,5750000.0,OAK,J'Marcus Webb,RT,SEA,2016.0,2.0
2875000.0,30,1.85,5750000.0,OAK,Tony Bergstrom,C,HOU,2016.0,2.0
2750000.0,31,1.77,5500000.0,CHI,Zach Miller,TE,CHI,2016.0,2.0
1833333.0,27,1.18,5500000.0,BUF,Ron Brooks,CB,PHI,2016.0,3.0
2750000.0,28,1.77,5500000.0,LAR,Tim Barnes,C,LAR,2016.0,2.0
2750000.0,27,1.77,5500000.0,CIN,Emmanuel Lamur,OLB,MIN,2016.0,2.0
2600000.0,27,1.67,5200000.0,LAR,keem Ayers,OLB,IND,2016.0,2.0
5050000.0,26,3.25,5050000.0,GB,Nick Perry,OLB,GB,2016.0,1.0
1666667.0,28,1.07,5000000.0,CLE,Craig Robertson,ILB,NO,2016.0,3.0
1666667.0,28,1.07,5000000.0,ATL,Nathan Stupar,OLB,NO,2016.0,3.0
2250000.0,26,1.45,4500000.0,CLE,Johnson Bademosi,CB,DET,2016.0,2.0
4006900.0,34,2.58,4006900.0,DEN,Evan Mathis,G,ARI,2016.0,1.0
2000000.0,30,1.29,4000000.0,CHI,Matt Slauson,G,SD,2016.0,2.0
2000000.0,37,1.29,4000000.0,NYG,Josh Brown,K,NYG,2016.0,2.0
2000000.0,27,1.29,4000000.0,HOU,Jared Crick,DE,DEN,2016.0,2.0
2000000.0,32,1.29,4000000.0,HOU,Brandon Weeden,QB,HOU,2016.0,2.0
2000000.0,30,1.29,4000000.0,NYJ,Erin Henderson,ILB,NYJ,2016.0,2.0
2000000.0,28,1.29,4000000.0,MIN,Marcus Sherels,CB,MIN,2016.0,2.0
1995000.0,31,1.28,3990000.0,DEN,Ryan Harris,LT,PIT,2016.0,2.0
1867500.0,35,1.2,3735000.0,IND,Andre Johnson,WR,TEN,2016.0,2.0
1200000.0,29,0.77,3600000.0,KC,Frank Zombo,OLB,KC,2016.0,3.0
1775000.0,32,1.14,3550000.0,MIA,att Moore,QB,MIA,2016.0,2.0
1750000.0,27,1.13,3500000.0,WAS,Alfred Morris,RB,DAL,2016.0,2.0
3500000.0,29,2.25,3500000.0,CIN,Andre Smith,RT,MIN,2016.0,1.0
3500000.0,28,2.25,3500000.0,ARI,Jermaine Gresham,TE,ARI,2016.0,1.0
1750000.0,28,1.13,3500000.0,GB,Scott Tolzien,QB,IND,2016.0,2.0
1625000.0,27,1.05,3250000.0,DAL,Kyle Wilber,OLB,DAL,2016.0,2.0
1050000.0,27,0.68,3150000.0,ATL,no Gradkowski,C,CAR,2016.0,3.0
3134000.0,41,2.02,3134000.0,SF,Phil Dawson,K,SF,2016.0,1.0
3000000.0,30,1.93,3000000.0,CLE,Paul Kruger,OLB,NO,2016.0,1.0
3000000.0,32,1.93,3000000.0,NYJ,Antonio Cromartie,CB,IND,2016.0,1.0
3000000.0,28,1.93,3000000.0,LAR,Nick Fairley,DT,NO,2016.0,1.0
3000000.0,27,1.93,3000000.0,TB,hristopher Conte,FS,TB,2016.0,1.0
1500000.0,30,0.97,3000000.0,DAL,Mackenzy Bernadeau,C,JAC,2016.0,2.0
3000000.0,26,1.93,3000000.0,DAL,Morris Claiborne,CB,DAL,2016.0,1.0
1500000.0,35,0.97,3000000.0,NO,Luke McCown,QB,NO,2016.0,2.0
1458333.0,27,0.94,2916666.0,LAR,Cody Davis,FS,LAR,2016.0,2.0
1450000.0,27,0.93,2900000.0,SD,Chris Hairston,LT,SD,2016.0,2.0
1425000.0,28,0.92,2850000.0,CHI,Sherrick McManis,CB,CHI,2016.0,2.0
2750000.0,35,1.77,2750000.0,SF,Anquan Boldin,WR,DET,2016.0,1.0
2750000.0,33,1.77,2750000.0,MIN,Chad Greenway,OLB,MIN,2016.0,1.0
2750000.0,29,1.77,2750000.0,LAR,Jared Cook,TE,GB,2016.0,1.0
2750000.0,27,1.77,2750000.0,JAC,Andre Branch,DE,MIA,2016.0,1.0
2750000.0,35,1.77,2750000.0,BAL,Matt Schaub,QB,ATL,2016.0,1.0
2600000.0,27,1.67,2600000.0,WAS,Keenan Robinson,OLB,NYG,2016.0,1.0
2500000.0,31,1.61,2500000.0,DET,Stephen Tulloch,ILB,PHI,2016.0,1.0
2500000.0,28,1.61,2500000.0,WAS,hris Culliver,CB,MIA,2016.0,1.0
2500000.0,29,1.61,2500000.0,NE,Brandon LaFell,WR,CIN,2016.0,1.0
1250000.0,30,0.81,2500000.0,BUF,Kraig Urbik,G,MIA,2016.0,2.0
2500000.0,34,1.61,2500000.0,BAL,Daryl Smith,ILB,TB,2016.0,1.0
2500000.0,27,1.61,2500000.0,PIT,an Spence,ILB,TEN,2016.0,1.0
2500000.0,37,1.61,2500000.0,MIN,Terence Newman,CB,MIN,2016.0,1.0
2400000.0,32,1.55,2400000.0,DEN,Vernon Davis,TE,WAS,2016.0,1.0
1200000.0,27,0.77,2400000.0,NE,Nate Ebner,FS,NE,2016.0,2.0
2375000.0,31,1.53,2375000.0,LAR,Chris Long,DE,NE,2016.0,1.0
2360000.0,29,1.52,2360000.0,PHI,Nolan Carroll,CB,PHI,2016.0,1.0
2350000.0,33,1.51,2350000.0,ATL,is Chester,G,ATL,2016.0,1.0
1150000.0,27,0.74,2300000.0,PIT,Will Johnson,FB,NYG,2016.0,2.0
1150000.0,30,0.74,2300000.0,CIN,Pat Sims,DT,CIN,2016.0,2.0
1130000.0,29,0.73,2260000.0,CHI,Mitch Unrein,DE,CHI,2016.0,2.0
2250000.0,27,1.45,2250000.0,TEN,yron Bell,RT,TEN,2016.0,1.0
1100000.0,26,0.71,2200000.0,NE,Tavon Wilson,SS,DET,2016.0,2.0
1087500.0,26,0.7,2175000.0,NE,Keshawn Martin,WR,SF,2016.0,2.0
1025000.0,31,0.66,2050000.0,WAS,Will Blackmon,CB,WAS,2016.0,2.0
2000000.0,29,1.29,2000000.0,DEN,Mark Sanchez,QB,DAL,2016.0,1.0
2000000.0,30,1.29,2000000.0,HOU,Brian Hoyer,QB,CHI,2016.0,1.0
2000000.0,34,1.29,2000000.0,CLE,Karlos Dansby,ILB,CIN,2016.0,1.0
2000000.0,30,1.29,2000000.0,ARI,Rashad Johnson,FS,TEN,2016.0,1.0
2000000.0,25,1.29,2000000.0,MIN,Josh Robinson,FS,TB,2016.0,1.0
2000000.0,34,1.29,2000000.0,DAL,Matt Cassel,QB,TEN,2016.0,1.0
2000000.0,27,1.29,2000000.0,MIN,Mike Harris,G,MIN,2016.0,1.0
1900000.0,28,1.22,1900000.0,WAS,Stephen Paea,DT,CLE,2016.0,1.0
1850000.0,26,1.19,1850000.0,HOU,Rahim Moore,FS,CLE,2016.0,1.0
1750000.0,27,1.13,1750000.0,LAR,Nick Foles,QB,KC,2016.0,1.0
1750000.0,29,1.13,1750000.0,ARI,Jerraud Powers,CB,BAL,2016.0,1.0
1750000.0,30,1.13,1750000.0,WAS,Terrance Knighton,DT,NE,2016.0,1.0
1750000.0,27,1.13,1750000.0,JAC,Bryan Anger,P,TB,2016.0,1.0
1750000.0,28,1.13,1750000.0,BUF,Stefan Charles,DT,DET,2016.0,1.0
1750000.0,27,1.13,1750000.0,LAR,Brian Quick,WR,LAR,2016.0,1.0
1700000.0,31,1.09,1700000.0,DEN,Britton Colquitt,P,CLE,2016.0,1.0
837500.0,26,0.54,1675000.0,TEN,Joe Looney,C,DAL,2016.0,2.0
1650000.0,29,1.06,1650000.0,ARI,Ted Larsen,G,CHI,2016.0,1.0
1600000.0,28,1.03,1600000.0,WAS,Junior Galette,OLB,WAS,2016.0,1.0
1535000.0,30,0.99,1535000.0,DET,ason Jones,DE,MIA,2016.0,1.0
1500000.0,31,0.97,1500000.0,WAS,Dashon Goldson,FS,ATL,2016.0,1.0
1500000.0,31,0.97,1500000.0,CIN,Leon Hall,CB,NYG,2016.0,1.0
1500000.0,31,0.97,1500000.0,SF,Reggie Bush,RB,BUF,2016.0,1.0
1500000.0,30,0.97,1500000.0,HOU,Arian Foster,RB,MIA,2016.0,1.0
1500000.0,34,0.97,1500000.0,JAC,hris Clemons,DE,SEA,2016.0,1.0
1500000.0,31,0.97,1500000.0,HOU,Quintin Demps,SS,HOU,2016.0,1.0
1500000.0,26,0.97,1500000.0,PIT,Antwon Blake,CB,TEN,2016.0,1.0
1500000.0,30,0.97,1500000.0,ARI,Chris Johnson,RB,ARI,2016.0,1.0
