AAV,Age,CapPerc,Dollars,From,Player,Position,To,Year,Years
525000.0,27,0.42,1050000.0,MIA,Julius Pruitt,WR,MIA,2013.0,2.0
1050000.0,37,0.85,1050000.0,DEN,Brandon Stokley,WR,BAL,2013.0,1.0
1050000.0,34,0.85,1050000.0,NYG,David Carr,QB,NYG,2013.0,1.0
1050000.0,33,0.85,1050000.0,SD,Aubrayo Franklin,DT,IND,2013.0,1.0
1050000.0,31,0.85,1050000.0,SD,Ronnie Brown,RB,SD,2013.0,1.0
1050000.0,34,0.85,1050000.0,CIN,Josh Brown,K,NYG,2013.0,1.0
1037500.0,28,0.84,1037500.0,DEN,Joe Mays,ILB,HOU,2013.0,1.0
1015000.0,28,0.82,1015000.0,TEN,Darius Reynaud,RB,TEN,2013.0,1.0
1005000.0,32,0.81,1005000.0,STL,Quintin Mikell,S,CAR,2013.0,1.0
1005000.0,36,0.81,1005000.0,BUF,Rian Lindell,K,TB,2013.0,1.0
1005000.0,34,0.81,1005000.0,DEN,Justin Bannan,DT,DET,2013.0,1.0
1005000.0,34,0.81,1005000.0,TB,Dallas Clark,TE,BAL,2013.0,1.0
1005000.0,32,0.81,1005000.0,SEA,Marcus Trufant,CB,JAC,2013.0,1.0
1005000.0,32,0.81,1005000.0,NYJ,Calvin Pace,OLB,NYJ,2013.0,1.0
1005000.0,38,0.81,1005000.0,SF,David Akers,K,DET,2013.0,1.0
1005000.0,34,0.81,1005000.0,DAL,Kenyon Coleman,DE,NO,2013.0,1.0
1005000.0,32,0.81,1005000.0,HOU,Kevin Walter,WR,TEN,2013.0,1.0
1005000.0,32,0.81,1005000.0,DET,Drayton Florence,CB,CAR,2013.0,1.0
1005000.0,36,0.81,1005000.0,PIT,Plaxico Burress,WR,PIT,2013.0,1.0
1000000.0,28,0.81,1000000.0,NO,Sedrick Ellis,DT,CHI,2013.0,1.0
1000000.0,32,0.81,1000000.0,SD,Shaun Phillips,DE,DEN,2013.0,1.0
1000000.0,34,0.81,1000000.0,OAK,Andre Carter,DE,OAK,2013.0,1.0
1000000.0,32,0.81,1000000.0,OAK,Joselio Hanson,CB,OAK,2013.0,1.0
1000000.0,32,0.81,1000000.0,JAC,Greg Jones,FB,HOU,2013.0,1.0
1000000.0,28,0.81,1000000.0,KC,Ropati Pitoitua,DE,TEN,2013.0,1.0
1000000.0,26,0.81,1000000.0,ATL,Christopher Owens,CB,CLE,2013.0,1.0
1000000.0,26,0.81,1000000.0,OAK,ke Mitchell,FS,CAR,2013.0,1.0
1000000.0,26,0.81,1000000.0,OAK,Matt Shaughnessy,DE,ARI,2013.0,1.0
1000000.0,30,0.81,1000000.0,DEN,Jason Hunter,DE,OAK,2013.0,1.0
985000.0,28,0.8,985000.0,CLE,Usama Young,S,OAK,2013.0,1.0
966000.0,25,0.78,966000.0,CIN,Brandon Tate,WR,CIN,2013.0,1.0
960000.0,33,0.78,960000.0,WAS,Rex Grossman,QB,WAS,2013.0,1.0
940000.0,37,0.76,940000.0,PIT,Brian Moorman,P,BUF,2013.0,1.0
940000.0,31,0.76,940000.0,DEN,Willis McGahee,RB,CLE,2013.0,1.0
940000.0,35,0.76,940000.0,ARI,Paris Lenon,ILB,DEN,2013.0,1.0
940000.0,33,0.76,940000.0,JAC,Rashean Mathis,CB,DET,2013.0,1.0
940000.0,32,0.76,940000.0,BUF,Nick Barnett,ILB,WAS,2013.0,1.0
940000.0,33,0.76,940000.0,TEN,ll Witherspoon,OLB,STL,2013.0,1.0
940000.0,32,0.76,940000.0,ATL,Chris Hope,S,DET,2013.0,1.0
940000.0,33,0.76,940000.0,DET,Kassim Osgood,WR,SF,2013.0,1.0
915000.0,33,0.74,915000.0,DEN,Dan Koppen,C,DEN,2013.0,1.0
910000.0,31,0.74,910000.0,ATL,Will Svitek,LT,NE,2013.0,1.0
905000.0,35,0.73,905000.0,NYG,Lawrence Tynes,K,TB,2013.0,1.0
905000.0,32,0.73,905000.0,CHI,srael Idonije,DE,DET,2013.0,1.0
905000.0,31,0.73,905000.0,DET,Stephen Peterman,G,NYJ,2013.0,1.0
905000.0,31,0.73,905000.0,CLE,Alex Smith,TE,CIN,2013.0,1.0
905000.0,30,0.73,905000.0,HOU,Tim Dobbins,ILB,HOU,2013.0,1.0
905000.0,30,0.73,905000.0,TB,Dan Orlovsky,QB,TB,2013.0,1.0
905000.0,30,0.73,905000.0,PHI,Mike Patterson,DT,NYG,2013.0,1.0
905000.0,31,0.73,905000.0,MIA,Nate Kaeding,K,TB,2013.0,1.0
905000.0,31,0.73,905000.0,CHI,Chris Spencer,G,TEN,2013.0,1.0
905000.0,31,0.73,905000.0,PIT,Will Allen,SS,DAL,2013.0,1.0
905000.0,30,0.73,905000.0,CHI,Kelvin Hayden,CB,CHI,2013.0,1.0
905000.0,33,0.73,905000.0,HOU,Donnie Jones,P,PHI,2013.0,1.0
905000.0,30,0.73,905000.0,NYG,Kevin Boothe,G,NYG,2013.0,1.0
905000.0,29,0.73,905000.0,CLE,Frostee Rucker,DE,ARI,2013.0,1.0
905000.0,31,0.73,905000.0,TB,Andrew Economos,LS,TB,2013.0,1.0
905000.0,30,0.73,905000.0,NO,Courtney Roby,WR,NO,2013.0,1.0
905000.0,33,0.73,905000.0,SD,Antonio Garay,DE,NYJ,2013.0,1.0
905000.0,31,0.73,905000.0,DET,Dylan Gandy,G,DET,2013.0,1.0
905000.0,32,0.73,905000.0,DET,Don Muhlbach,LS,DET,2013.0,1.0
905000.0,33,0.73,905000.0,BAL,Chris Johnson,CB,BAL,2013.0,1.0
905000.0,35,0.73,905000.0,NYJ,Yeremiah Bell,S,ARI,2013.0,1.0
905000.0,31,0.73,905000.0,PIT,Greg Warren,LS,PIT,2013.0,1.0
905000.0,31,0.73,905000.0,MIN,Joe Berger,G,MIN,2013.0,1.0
870000.0,30,0.7,870000.0,STL,Kellen Clemens,QB,STL,2013.0,1.0
865000.0,34,0.7,865000.0,CHI,Josh McCown,QB,CHI,2013.0,1.0
865000.0,28,0.7,865000.0,PHI,Darryl Tapp,DE,WAS,2013.0,1.0
865000.0,32,0.7,865000.0,NE,Niko Koutouvides,ILB,NE,2013.0,1.0
855000.0,28,0.69,855000.0,MIA,Richard Marshall,CB,SD,2013.0,1.0
855000.0,31,0.69,855000.0,MIN,Michael Jenkins,WR,NE,2013.0,1.0
850000.0,29,0.69,850000.0,GB,Desmond Bishop,OLB,MIN,2013.0,1.0
850000.0,28,0.69,850000.0,JAC,Antwaun Molden,CB,JAC,2013.0,1.0
840000.0,32,0.68,840000.0,NYG,Sean Locklear,T,ARI,2013.0,1.0
840000.0,28,0.68,840000.0,IND,Winston Justice,LT,DEN,2013.0,1.0
840000.0,31,0.68,840000.0,SF,Brandon Jacobs,RB,NYG,2013.0,1.0
840000.0,30,0.68,840000.0,TB,Jeremy Trueblood,RT,ATL,2013.0,1.0
840000.0,30,0.68,840000.0,NO,Jim Leonhard,S,BUF,2013.0,1.0
840000.0,30,0.68,840000.0,ARI,Pat McQuistan,RT,JAC,2013.0,1.0
840000.0,31,0.68,840000.0,ARI,D'Anthony Batiste,G,PIT,2013.0,1.0
840000.0,30,0.68,840000.0,NYJ,Braylon Edwards,WR,NYJ,2013.0,1.0
840000.0,32,0.68,840000.0,NE,Donte Stallworth,WR,WAS,2013.0,1.0
840000.0,31,0.68,840000.0,NO,Devery Henderson,WR,WAS,2013.0,1.0
840000.0,30,0.68,840000.0,BUF,Tarvaris Jackson,QB,SEA,2013.0,1.0
840000.0,28,0.68,840000.0,OAK,Derek Hagan,WR,TB,2013.0,1.0
840000.0,30,0.68,840000.0,BAL,illy Bajema,TE,BAL,2013.0,1.0
840000.0,30,0.68,840000.0,SD,hris Carr,CB,NO,2013.0,1.0
840000.0,32,0.68,840000.0,PHI,Jake Scott,G,DET,2013.0,1.0
840000.0,32,0.68,840000.0,ATL,Luke McCown,QB,NO,2013.0,1.0
840000.0,31,0.68,840000.0,OAK,Khalif Barnes,LT,OAK,2013.0,1.0
840000.0,28,0.68,840000.0,DAL,Ernie Sims,OLB,DAL,2013.0,1.0
840000.0,30,0.68,840000.0,CAR,Derek Anderson,QB,CAR,2013.0,1.0
820000.0,28,0.66,820000.0,STL,tthew Mulligan,TE,GB,2013.0,1.0
815000.0,27,0.66,815000.0,NYJ,Matt Slauson,G,CHI,2013.0,1.0
815000.0,28,0.66,815000.0,MIN,arvin Mitchell,OLB,MIN,2013.0,1.0
815000.0,28,0.66,815000.0,KC,Edgar Jones,OLB,KC,2013.0,1.0
800000.0,27,0.65,800000.0,NYG,Keith Rivers,OLB,NYG,2013.0,1.0
795000.0,28,0.64,795000.0,NYJ,Nick Folk,K,NYJ,2013.0,1.0
780000.0,27,0.63,780000.0,NE,Tony Fiammetta,FB,CHI,2013.0,1.0
780000.0,28,0.63,780000.0,SD,Dante Rosario,TE,DAL,2013.0,1.0
780000.0,26,0.63,780000.0,DAL,Felix Jones,RB,PHI,2013.0,1.0
780000.0,26,0.63,780000.0,DET,Jacob Lacey,CB,MIN,2013.0,1.0
780000.0,26,0.63,780000.0,ARI,LaRod Stephens-Howling,RB,PIT,2013.0,1.0
780000.0,28,0.63,780000.0,DET,Lawrence Jackson,DE,MIN,2013.0,1.0
780000.0,28,0.63,780000.0,CAR,Mike Pollak,G,CIN,2013.0,1.0
780000.0,27,0.63,780000.0,NYJ,Jason Smith,LT,NO,2013.0,1.0
780000.0,27,0.63,780000.0,SEA,Deon Butler,WR,SD,2013.0,1.0
780000.0,28,0.63,780000.0,HOU,Ryan Harris,LT,HOU,2013.0,1.0
780000.0,28,0.63,780000.0,STL,eve Smith,WR,TB,2013.0,1.0
780000.0,28,0.63,780000.0,BUF,Tashard Choice,RB,BUF,2013.0,1.0
780000.0,30,0.63,780000.0,CIN,Dennis Roland,RT,CIN,2013.0,1.0
780000.0,27,0.63,780000.0,CHI,Kellen Davis,TE,CLE,2013.0,1.0
780000.0,27,0.63,780000.0,DAL,Dan Connor,ILB,NYG,2013.0,1.0
780000.0,28,0.63,780000.0,CHI,Zackary Bowman,CB,CHI,2013.0,1.0
780000.0,28,0.63,780000.0,PIT,Ryan Mundy,SS,NYG,2013.0,1.0
780000.0,29,0.63,780000.0,NYJ,Lex Hilliard,RB,NYJ,2013.0,1.0
780000.0,29,0.63,780000.0,BAL,James Ihedigbo,SS,BAL,2013.0,1.0
780000.0,30,0.63,780000.0,JAC,Aaron Ross,CB,NYG,2013.0,1.0
780000.0,27,0.63,780000.0,ATL,Lawrence Sidbury,OLB,IND,2013.0,1.0
775000.0,25,0.63,775000.0,OAK,Phillip Adams,CB,OAK,2013.0,1.0
765000.0,27,0.62,765000.0,NE,Julian Edelman,WR,NE,2013.0,1.0
765000.0,30,0.62,765000.0,NO,Will Herring,LB,NO,2013.0,1.0
745000.0,27,0.6,745000.0,TEN,Jarius Wynn,OLB,SD,2013.0,1.0
740000.0,26,0.6,740000.0,NO,Ramon Humber,OLB,NO,2013.0,1.0
740000.0,29,0.6,740000.0,WAS,Bryan Kehl,ILB,WAS,2013.0,1.0
735000.0,27,0.59,735000.0,SD,Tyronne Green,G,NE,2013.0,1.0
735000.0,27,0.59,735000.0,PHI,Akeem Jordan,ILB,KC,2013.0,1.0
725000.0,28,0.59,725000.0,TEN,Zac Diles,ILB,KC,2013.0,1.0
725000.0,26,0.59,725000.0,CIN,Richard Quinn,TE,CIN,2013.0,1.0
725000.0,28,0.59,725000.0,GB,Rob Francois,ILB,GB,2013.0,1.0
715001.0,28,0.58,715001.0,TB,Eric Wright,CB,SF,2013.0,1.0
715000.0,28,0.58,715000.0,SF,Larry Grant,LB,CHI,2013.0,1.0
715000.0,28,0.58,715000.0,OAK,Matt Flynn,QB,BUF,2013.0,1.0
715000.0,28,0.58,715000.0,TEN,Fernando Velasco,G,PIT,2013.0,1.0
715000.0,28,0.58,715000.0,SD,Robert Meachem,WR,NO,2013.0,1.0
715000.0,28,0.58,715000.0,SEA,Brady Quinn,QB,NYJ,2013.0,1.0
715000.0,27,0.58,715000.0,NYJ,Dan Carpenter,K,BUF,2013.0,1.0
715000.0,26,0.58,715000.0,JAC,hamed Massaquoi,WR,NYJ,2013.0,1.0
715000.0,29,0.58,715000.0,NE,Trevor Scott,DE,TB,2013.0,1.0
715000.0,27,0.58,715000.0,CAR,ntwan Applewhite,DE,MIA,2013.0,1.0
715000.0,30,0.58,715000.0,KC,Steve Breaston,WR,NO,2013.0,1.0
715000.0,27,0.58,715000.0,NE,Lavelle Hawkins,WR,SF,2013.0,1.0
715000.0,27,0.58,715000.0,IND,Austin Collie,WR,SF,2013.0,1.0
715000.0,29,0.58,715000.0,OAK,Omar Gaither,ILB,OAK,2013.0,1.0
715000.0,28,0.58,715000.0,IND,Tony Hills,LT,BUF,2013.0,1.0
715000.0,27,0.58,715000.0,JAC,William Middleton,CB,SD,2013.0,1.0
715000.0,29,0.58,715000.0,NE,Spencer Larsen,RB,TB,2013.0,1.0
715000.0,27,0.58,715000.0,HOU,Antoine Caldwell,G,BUF,2013.0,1.0
715000.0,27,0.58,715000.0,CIN,Jamaal Anderson,DE,CHI,2013.0,1.0
715000.0,27,0.58,715000.0,NO,Elbert Mack,CB,HOU,2013.0,1.0
715000.0,29,0.58,715000.0,KC,Daniel Muir,DT,HOU,2013.0,1.0
715000.0,29,0.58,715000.0,SD,Jackie Battle,FB,TEN,2013.0,1.0
715000.0,27,0.58,715000.0,TEN,Leger Douzable,DT,NYJ,2013.0,1.0
715000.0,27,0.58,715000.0,KC,Peyton Hillis,RB,TB,2013.0,1.0
715000.0,29,0.58,715000.0,PHI,Demetress Bell,RT,DAL,2013.0,1.0
715000.0,27,0.58,715000.0,STL,Barry Richardson,LT,TEN,2013.0,1.0
715000.0,29,0.58,715000.0,MIN,Devin Aromashodu,WR,CHI,2013.0,1.0
715000.0,29,0.58,715000.0,DEN,Matt Willis,WR,DET,2013.0,1.0
715000.0,29,0.58,715000.0,MIN,Eric Frampton,S,DAL,2013.0,1.0
715000.0,29,0.58,715000.0,SEA,Ben Obomanu,WR,NYJ,2013.0,1.0
715000.0,28,0.58,715000.0,HOU,Quintin Demps,SS,KC,2013.0,1.0
715000.0,27,0.58,715000.0,CLE,Brandon Jackson,RB,CLE,2013.0,1.0
715000.0,30,0.58,715000.0,HOU,Rashad Butler,LT,CLE,2013.0,1.0
715000.0,27,0.58,715000.0,JAC,Jalen Parmele,RB,TEN,2013.0,1.0
715000.0,30,0.58,715000.0,JAC,Guy Whimper,G,PIT,2013.0,1.0
715000.0,25,0.58,715000.0,JAC,Eben Britton,RT,CHI,2013.0,1.0
715000.0,27,0.58,715000.0,DEN,Caleb Hanie,QB,BAL,2013.0,1.0
715000.0,25,0.58,715000.0,DET,Brian Robiskie,WR,DET,2013.0,1.0
715000.0,27,0.58,715000.0,CHI,Chilo Rachal,G,ARI,2013.0,1.0
715000.0,28,0.58,715000.0,DET,Andre Fluellen,DT,CHI,2013.0,1.0
715000.0,30,0.58,715000.0,CHI,Jonathan Scott,LT,CHI,2013.0,1.0
715000.0,28,0.58,715000.0,IND,Tom Zbikowski,S,CHI,2013.0,1.0
715000.0,28,0.58,715000.0,NO,Turk McBride,DE,CHI,2013.0,1.0
715000.0,30,0.58,715000.0,KC,Thomas Gafford,LS,KC,2013.0,1.0
715000.0,26,0.58,715000.0,CHI,D.J. Moore,CB,CAR,2013.0,1.0
715000.0,27,0.58,715000.0,NYG,Ryan Torain,RB,NYG,2013.0,1.0
700000.0,27,0.57,700000.0,MIN,Geoff Schwartz,G,KC,2013.0,1.0
675000.0,27,0.55,675000.0,ARI,Rich Ohrnberger,C,SD,2013.0,1.0
670000.0,27,0.54,670000.0,IND,Seth Olsen,G,MIN,2013.0,1.0
665000.0,26,0.54,665000.0,PIT,David Johnson,TE,PIT,2013.0,1.0
650000.0,25,0.53,650000.0,TB,Jacob Cutrera,ILB,TB,2013.0,1.0
650000.0,27,0.53,650000.0,HOU,Andrew Gardner,G,HOU,2013.0,1.0
640000.0,26,0.52,640000.0,GB,Frank Zombo,OLB,KC,2013.0,1.0
630000.0,26,0.51,630000.0,BUF,Chris Scott,G,CAR,2013.0,1.0
630000.0,26,0.51,630000.0,TEN,Ryan Mouton,CB,WAS,2013.0,1.0
630000.0,28,0.51,630000.0,JAC,rock Bolen,RB,CLE,2013.0,1.0
630000.0,25,0.51,630000.0,STL,Justin Cole,ILB,CLE,2013.0,1.0
630000.0,26,0.51,630000.0,MIA,Patrick Brown,G,CAR,2013.0,1.0
630000.0,27,0.51,630000.0,JAC,Zach Potter,TE,STL,2013.0,1.0
630000.0,28,0.51,630000.0,TB,Corvey Irvin,DT,CHI,2013.0,1.0
630000.0,25,0.51,630000.0,MIA,Jeron Mastrud,TE,OAK,2013.0,1.0
630000.0,25,0.51,630000.0,CAR,Andre Neblett,DT,TB,2013.0,1.0
630000.0,26,0.51,630000.0,DEN,Chris Gronkowski,RB,SD,2013.0,1.0
630000.0,35,0.51,630000.0,SEA,Cameron Morrah,TE,SF,2013.0,1.0
630000.0,27,0.51,630000.0,MIN,Troy Kropog,RT,MIN,2013.0,1.0
630000.0,28,0.51,630000.0,JAC,Rashad Jennings,RB,OAK,2013.0,1.0
630000.0,25,0.51,630000.0,MIA,Bryan McCann,CB,ARI,2013.0,1.0
630000.0,30,0.51,630000.0,DAL,hony Armstrong,WR,DAL,2013.0,1.0
630000.0,25,0.51,630000.0,PIT,nson Sylvester,ILB,PIT,2013.0,1.0
630000.0,26,0.51,630000.0,CLE,Jordan Norwood,WR,CLE,2013.0,1.0
630000.0,24,0.51,630000.0,MIA,Jonathon Amaya,S,ARI,2013.0,1.0
630000.0,26,0.51,630000.0,DET,Kevin Barnes,CB,CLE,2013.0,1.0
630000.0,27,0.51,630000.0,SF,Darcel McBath,S,SF,2013.0,1.0
630000.0,25,0.51,630000.0,MIN,Andrew Sendejo,SS,MIN,2013.0,1.0
630000.0,25,0.51,630000.0,CHI,Nate Collins,DT,CHI,2013.0,1.0
630000.0,25,0.51,630000.0,DET,Amari Spievey,S,DET,2013.0,1.0
580000.0,26,0.47,580000.0,BUF,David Nelson,WR,CLE,2013.0,1.0
555000.0,23,0.45,555000.0,BAL,Tandon Doss,WR,BAL,2013.0,1.0
555000.0,30,0.45,555000.0,OAK,Matt Giordano,S,STL,2013.0,1.0
555000.0,26,0.45,555000.0,JAC,Kyle Bosworth,OLB,NYG,2013.0,1.0
555000.0,24,0.45,555000.0,CAR,Thomas Keiser,OLB,SD,2013.0,1.0
555000.0,25,0.45,555000.0,CLE,Christian Yount,LS,CLE,2013.0,1.0
555000.0,25,0.45,555000.0,BAL,thony Allen,RB,BAL,2013.0,1.0
555000.0,27,0.45,555000.0,BAL,Albert McClellan,ILB,BAL,2013.0,1.0
480000.0,28,0.39,480000.0,ATL,im Toone,WR,NO,2013.0,1.0
480000.0,25,0.39,480000.0,IND,A.J. Edds,OLB,NE,2013.0,1.0
480000.0,27,0.39,480000.0,PHI,Demarco Sampson,WR,BUF,2013.0,1.0
480000.0,25,0.39,480000.0,BAL,Omar Brown,S,BAL,2013.0,1.0
480000.0,28,0.39,480000.0,MIN,T.J. Conley,P,CLE,2013.0,1.0
480000.0,24,0.39,480000.0,BAL,Josh Bynes,ILB,BAL,2013.0,1.0
480000.0,25,0.39,480000.0,OAK,Alex Parsons,C,OAK,2013.0,1.0
480000.0,24,0.39,480000.0,OAK,Jeremy Stewart,RB,OAK,2013.0,1.0
480000.0,23,0.39,480000.0,OAK,Brandian Ross,CB,OAK,2013.0,1.0
480000.0,25,0.39,480000.0,CHI,Cornelius Brown,CB,SD,2013.0,1.0
480000.0,24,0.39,480000.0,BAL,Bryan Hall,ILB,BAL,2013.0,1.0
405000.0,25,0.33,405000.0,MIA,Patrick Scales,LS,NYJ,2013.0,1.0
85000.0,28,0.07,85000.0,IND,Antonio Johnson,DT,TEN,2013.0,1.0
55294.0,40,0.04,55294.0,DAL,Jon Kitna,QB,DAL,2013.0,1.0
9500000.0,28,7.14,57000000.0,NE,Aqib Talib,CB,DEN,2014.0,6.0
9000000.0,27,6.77,54000000.0,BUF,Jairus Byrd,FS,NO,2014.0,6.0
9400000.0,29,7.07,47000000.0,KC,Branden Albert,LT,MIA,2014.0,5.0
8750000.0,27,6.58,43750000.0,CIN,Michael Johnson,DE,TB,2014.0,5.0
7500000.0,27,5.64,37500000.0,BAL,Eugene Monroe,LT,BAL,2014.0,5.0
7250000.0,27,5.45,36250000.0,DEN,Eric Decker,WR,NYJ,2014.0,5.0
9000000.0,26,6.77,36000000.0,IND,Vontae Davis,CB,IND,2014.0,4.0
7000000.0,28,5.26,35000000.0,DEN,Dominique Rodgers-Cromartie,CB,NYG,2014.0,5.0
7000000.0,27,5.26,35000000.0,OAK,Jared Veldheer,RT,ARI,2014.0,5.0
7000000.0,27,5.26,35000000.0,OAK,Lamarr Houston,OLB,CHI,2014.0,5.0
6600000.0,28,4.96,33000000.0,BAL,Arthur Jones,DT,IND,2014.0,5.0
8000000.0,32,6.02,32000000.0,MIN,Jared Allen,DE,CHI,2014.0,4.0
6400000.0,30,4.81,32000000.0,MIA,Paul Soliai,DT,ATL,2014.0,5.0
6340000.0,26,4.77,31700000.0,STL,Rodger Saffold,G,STL,2014.0,5.0
6250000.0,25,4.7,31250000.0,NYG,Linval Joseph,DT,MIN,2014.0,5.0
6200000.0,26,4.66,31000000.0,SEA,Golden Tate,WR,DET,2014.0,5.0
6000000.0,28,4.51,30000000.0,CIN,Anthony Collins,LT,TB,2014.0,5.0
10000000.0,32,7.52,30000000.0,DAL,DeMarcus Ware,OLB,DEN,2014.0,3.0
6000000.0,27,4.51,30000000.0,DEN,Zane Beadles,G,JAC,2014.0,5.0
6000000.0,27,4.51,30000000.0,NYJ,Austin Howard,RT,OAK,2014.0,5.0
7000000.0,29,5.26,28000000.0,SF,Donte Whitner,SS,CLE,2014.0,4.0
6875250.0,27,5.17,27501000.0,CHI,Henry Melton,DT,DAL,2014.0,4.0
6875000.0,32,5.17,27500000.0,DAL,Jason Hatcher,DE,WAS,2014.0,4.0
8666667.0,34,6.52,26000000.0,CHI,Julius Peppers,DE,GB,2014.0,3.0
6437500.0,25,4.84,25750000.0,TEN,Alterraun Verner,CB,TB,2014.0,4.0
5000000.0,27,3.76,25000000.0,CAR,ke Mitchell,FS,PIT,2014.0,5.0
5000000.0,28,3.76,25000000.0,KC,Tyson Jackson,DE,ATL,2014.0,5.0
6000000.0,27,4.51,24000000.0,PHI,DeSean Jackson,WR,WAS,2014.0,4.0
6000000.0,32,4.51,24000000.0,ARI,Karlos Dansby,ILB,CLE,2014.0,4.0
4500000.0,26,3.38,22500000.0,KC,Jon Asamoah,G,ATL,2014.0,5.0
5625000.0,27,4.23,22500000.0,CLE,T.J. Ward,SS,DEN,2014.0,4.0
5250000.0,30,3.95,21000000.0,IND,Antoine Bethea,FS,SF,2014.0,4.0
4000000.0,30,3.01,20000000.0,NO,Zach Strief,RT,NO,2014.0,5.0
5000000.0,28,3.76,20000000.0,BAL,Michael Oher,RT,TEN,2014.0,4.0
4500000.0,28,3.38,18000000.0,SEA,Breno Giacomini,RT,NYJ,2014.0,4.0
4375000.0,32,3.29,17500000.0,SEA,hris Clemons,DE,JAC,2014.0,4.0
4250000.0,28,3.2,17000000.0,NE,Julian Edelman,WR,NE,2014.0,4.0
5666667.0,29,4.26,17000000.0,NYG,Jon Beason,ILB,NYG,2014.0,3.0
4250000.0,26,3.2,17000000.0,CLE,Shawn Lauvao,G,WAS,2014.0,4.0
4200000.0,28,3.16,16800000.0,KC,Geoff Schwartz,G,NYG,2014.0,4.0
4075000.0,29,3.06,16300000.0,BAL,Corey Graham,FS,BUF,2014.0,4.0
4000000.0,29,3.01,16000000.0,DET,Brandon Pettigrew,TE,DET,2014.0,4.0
4000000.0,27,3.01,16000000.0,PIT,Evander Hood,DT,JAC,2014.0,4.0
4000000.0,26,3.01,16000000.0,HOU,Earl Mitchell,DT,MIA,2014.0,4.0
4000000.0,26,3.01,16000000.0,ARI,Andre Roberts,WR,WAS,2014.0,4.0
3937500.0,28,2.96,15750000.0,DEN,esley Woodyard,ILB,TEN,2014.0,4.0
5166667.0,26,3.88,15500000.0,NO,Malcolm Jenkins,FS,PHI,2014.0,3.0
5000000.0,27,3.76,15000000.0,PIT,Emmanuel Sanders,WR,DEN,2014.0,3.0
3562500.0,28,2.68,14250000.0,GB,Evan Smith,C,TB,2014.0,4.0
3400000.0,32,2.56,13600000.0,BAL,Daryl Smith,ILB,BAL,2014.0,4.0
3287500.0,29,2.47,13150000.0,STL,Chris Williams,G,BUF,2014.0,4.0
4116667.0,30,3.1,12350000.0,SEA,andon Browner,CB,NE,2014.0,3.0
12000000.0,29,9.02,12000000.0,TB,Darrelle Revis,CB,NE,2014.0,1.0
3000000.0,30,2.26,12000000.0,BAL,acoby Jones,WR,BAL,2014.0,4.0
3000000.0,27,2.26,12000000.0,SEA,Clinton McDonald,DE,TB,2014.0,4.0
3750000.0,26,2.82,11250000.0,CAR,Captain Munnerlyn,CB,MIN,2014.0,3.0
3750000.0,28,2.82,11250000.0,HOU,ett Graham,TE,HOU,2014.0,3.0
5500000.0,31,4.14,11000000.0,DAL,Kyle Orton,QB,BUF,2014.0,2.0
5500000.0,30,4.14,11000000.0,STL,Cortland Finnegan,CB,MIA,2014.0,2.0
2125000.0,31,1.6,10625000.0,NO,Roman Harper,SS,CAR,2014.0,5.0
3500000.0,35,2.63,10500000.0,CAR,eve Smith,WR,BAL,2014.0,3.0
3500000.0,27,2.63,10500000.0,IND,Donald Brown,RB,SD,2014.0,3.0
3500000.0,27,2.63,10500000.0,MIN,Toby Gerhart,RB,JAC,2014.0,3.0
5175000.0,29,3.89,10350000.0,PIT,LaMarr Woodley,OLB,OAK,2014.0,2.0
3340000.0,27,2.51,10020000.0,OAK,Vance Walker,DE,KC,2014.0,3.0
3333333.0,30,2.51,10000000.0,GB,ames Jones,WR,OAK,2014.0,3.0
5000000.0,31,3.76,10000000.0,NYG,Justin Tuck,DE,OAK,2014.0,2.0
5000000.0,35,3.76,10000000.0,CHI,Josh McCown,QB,TB,2014.0,2.0
5000000.0,30,3.76,10000000.0,MIA,Randy Starks,DE,MIA,2014.0,2.0
2500000.0,29,1.88,10000000.0,OAK,Rashad Jennings,RB,NYG,2014.0,4.0
3250000.0,29,2.44,9750000.0,CAR,Ted Ginn Jr.,WR,ARI,2014.0,3.0
4800000.0,31,3.61,9600000.0,TB,Donald Penn,RT,OAK,2014.0,2.0
3000000.0,31,2.26,9000000.0,CHI,Devin Hester,WR,ATL,2014.0,3.0
3000000.0,27,2.26,9000000.0,CAR,Brandon LaFell,WR,NE,2014.0,3.0
4500000.0,32,3.38,9000000.0,HOU,Antonio Smith,DE,OAK,2014.0,2.0
3000000.0,28,2.26,9000000.0,DET,Willie Young,OLB,CHI,2014.0,3.0
3000000.0,26,2.26,9000000.0,KC,Dexter McCluster,RB,TEN,2014.0,3.0
8550000.0,30,6.43,8550000.0,CHI,Blake Costanzo,OLB,SF,2014.0,1.0
2850000.0,29,2.14,8550000.0,SEA,Steven Hauschka,K,SEA,2014.0,3.0
1603000.0,32,1.21,8015000.0,PIT,Jerricho Cotchery,WR,CAR,2014.0,5.0
4000000.0,28,3.01,8000000.0,TEN,Chris Johnson,RB,NYJ,2014.0,2.0
4000000.0,27,3.01,8000000.0,GB,Michael Neal,OLB,GB,2014.0,2.0
2500000.0,29,1.88,7500000.0,JAC,Maurice Jones-Drew,RB,OAK,2014.0,3.0
3625000.0,28,2.73,7250000.0,NE,Ryan Wendell,C,NE,2014.0,2.0
3625000.0,31,2.73,7250000.0,TEN,Ryan Fitzpatrick,QB,HOU,2014.0,2.0
