word,disgust,surprise,neutral,anger,sad,happy,fear
Abuse , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Aggravate , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Agitate , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Agony , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Annoy , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Appalled , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Arrogant , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Ass , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Atrocious , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Backstabbing , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Beat , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Boil , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Broke , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Brutal , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Buffoon , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Bullshit , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Bully , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Confronted , 0.0014005604 , 0.0014005604 , 0.0014005604 , 0.0014005604 , 0.0014005604 , 0.0014005604 , 0.14145659
Corrupt , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Corrupting , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Coward , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Crooked , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Crush , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Damaging , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Deplorable , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Diatribe , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Diminish , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Disadvantages , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Disagreements , 2.779322E-4 , 2.779322E-4 , 2.779322E-4 , 0.14257923 , 2.779322E-4 , 2.779322E-4 , 2.779322E-4
Disastrous , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Disgusted , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Disgusting , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Dreadful , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Eliminate , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Evil , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Exploit , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Falling , 4.7303693E-4 , 4.7303693E-4 , 4.7303693E-4 , 4.7303693E-4 , 4.7303693E-4 , 4.7303693E-4 , 0.14238411
Fear , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Fearing , 2.84576E-4 , 2.84576E-4 , 2.84576E-4 , 2.84576E-4 , 2.84576E-4 , 2.84576E-4 , 0.14257257
Force-fed , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Foul , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Good , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Greedy , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Harmful , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Harsh , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Hate , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Horror , 1.7812612E-4 , 1.7812612E-4 , 1.7812612E-4 , 1.7812612E-4 , 1.7812612E-4 , 1.7812612E-4 , 0.14267902
Hostile , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Inconsiderate , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Jealous , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Know , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Lies , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Loathsome , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Loser , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Lying , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Mad , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Maul , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Miff , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Mugged , 4.7303693E-4 , 4.7303693E-4 , 4.7303693E-4 , 4.7303693E-4 , 4.7303693E-4 , 4.7303693E-4 , 0.14238411
Nazi , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
No , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Obnoxious , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Ordeal , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Outrageousness , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Payback , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Pitiful , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Pound , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Preposterous , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Provoke , 5.5370986E-4 , 5.5370986E-4 , 5.5370986E-4 , 0.14230344 , 5.5370986E-4 , 5.5370986E-4 , 5.5370986E-4
Punish , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Quarrel , 1.8552876E-4 , 1.8552876E-4 , 1.8552876E-4 , 0.14267161 , 1.8552876E-4 , 1.8552876E-4 , 1.8552876E-4
Quarrelled , 1.8552876E-4 , 1.8552876E-4 , 1.8552876E-4 , 0.14267161 , 1.8552876E-4 , 1.8552876E-4 , 1.8552876E-4
Raise , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Rant , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Repulsive , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Revolting , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Risk , 1.4257201E-4 , 1.4257201E-4 , 1.4257201E-4 , 1.4257201E-4 , 1.4257201E-4 , 1.4257201E-4 , 0.14271457
Ruthless , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Scandal , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Screw , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Servility , 1.5908369E-4 , 1.5908369E-4 , 1.5908369E-4 , 0.14269806 , 1.5908369E-4 , 1.5908369E-4 , 1.5908369E-4
Severe , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Shameful , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Shocking , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Sick , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Smug , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Sneaky , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Sniveling , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Snob , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Snooty , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Snotty , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Stink , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Stuck , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Terrible , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Terribly , 2.779322E-4 , 2.779322E-4 , 2.779322E-4 , 0.14257923 , 2.779322E-4 , 2.779322E-4 , 2.779322E-4
Thug , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Tired , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Tragic , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Underhanded , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Unreliable , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Unstable , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Vicious , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Victim , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Violent , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Waste , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Weak , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Wicked , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Worst , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
Wounded , 0.0010989011 , 0.0010989011 , 0.0010989011 , 0.14175825 , 0.0010989011 , 0.0010989011 , 0.0010989011
a , 3.5536605E-6 , 3.5536605E-6 , 0.0014250178 , 3.5536605E-6 , 3.5536605E-6 , 3.5536605E-6 , 3.5536605E-6
aa , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
aardvarkartglass , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
aaron , 0.017857144 , 0.08928572 , 0.017857144 , 0.053571433 , 0.017857144 , 0.017857144 , 0.017857144
ab , 0.011904763 , 0.083333336 , 0.011904763 , 0.05952381 , 0.011904763 , 0.011904763 , 0.011904763
aback , 0.014285715 , 0.042857148 , 0.014285715 , 0.014285715 , 0.014285715 , 0.014285715 , 0.1
abagail , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
abah , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866
abandon , 0.010204082 , 0.010204082 , 0.010204082 , 0.030612247 , 0.05102041 , 0.010204082 , 0.071428575
abandoned , 0.017857144 , 0.053571433 , 0.0035714288 , 0.017857144 , 0.010714287 , 0.039285716 , 0.017857144
abandoning , 0.007936508 , 0.007936508 , 0.007936508 , 0.023809526 , 0.11904762 , 0.007936508 , 0.007936508
abandonment , 0.017857144 , 0.017857144 , 0.017857144 , 0.08928572 , 0.017857144 , 0.017857144 , 0.053571433
abbasi , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
abbey , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.071428575 , 0.023809526
abby , 0.017857144 , 0.053571433 , 0.017857144 , 0.017857144 , 0.017857144 , 0.053571433 , 0.053571433
abc , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526
abdomen , 0.011904763 , 0.083333336 , 0.011904763 , 0.011904763 , 0.011904763 , 0.035714287 , 0.035714287
abdominal , 0.017857144 , 0.053571433 , 0.017857144 , 0.053571433 , 0.017857144 , 0.017857144 , 0.053571433
abduct , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
abdul , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
abe , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
abercrombie , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
abhilasha , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.125 , 0.017857144
abhor , 0.005494506 , 0.005494506 , 0.005494506 , 0.12637363 , 0.005494506 , 0.016483517 , 0.005494506
abhorr , 0.11833689 , 0.0010660981 , 0.0010660981 , 0.024520257 , 0.0010660981 , 0.0010660981 , 0.0010660981
abhorred , 0.11904762 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526
abhorrence , 0.11126374 , 0.0013736265 , 0.0013736265 , 0.03159341 , 0.0013736265 , 0.0013736265 , 0.0013736265
abhorrent , 0.14014468 , 9.041592E-4 , 9.041592E-4 , 9.041592E-4 , 0.0027124775 , 9.041592E-4 , 9.041592E-4
abhyasa , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.11904762
abide , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
abiding , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.071428575
abigail , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
abililty , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
abilites , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866
abilities , 0.0017421603 , 0.04355401 , 0.0017421603 , 0.019163765 , 0.005226481 , 0.015679443 , 0.064459935
ability , 0.004464286 , 0.047831636 , 6.3775515E-4 , 0.023596939 , 0.013392858 , 0.015943877 , 0.04017858
abit , 0.005494506 , 0.02747253 , 0.005494506 , 0.038461544 , 0.038461544 , 0.005494506 , 0.049450554
ablaze , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526
able , 1.7322194E-5 , 1.823925E-4 , 4.0859997E-4 , 1.762788E-4 , 2.190748E-4 , 2.4352966E-4 , 1.8646833E-4
aboard , 0.014285715 , 0.071428575 , 0.014285715 , 0.014285715 , 0.014285715 , 0.014285715 , 0.071428575
abomin , 0.11833689 , 0.0010660981 , 0.0010660981 , 0.024520257 , 0.0010660981 , 0.0010660981 , 0.0010660981
abominable , 0.13798702 , 0.0016233767 , 0.0016233767 , 0.0016233767 , 0.0016233767 , 0.0016233767 , 0.00487013
abominably , 0.14158164 , 0.0012755103 , 0.0012755103 , 0.0012755103 , 0.0012755103 , 0.0012755103 , 0.0012755103
abominate , 0.0059523815 , 0.0059523815 , 0.0059523815 , 0.13690476 , 0.0059523815 , 0.0059523815 , 0.0059523815
abomination , 0.09151786 , 0.002232143 , 0.002232143 , 0.051339287 , 0.002232143 , 0.002232143 , 0.002232143
aboriginal , 0.11904762 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526
aborted , 0.08928572 , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.053571433 , 0.017857144
abortion , 0.039682545 , 0.007936508 , 0.007936508 , 0.023809526 , 0.023809526 , 0.039682545 , 0.039682545
abortions , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
abotu , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
abou , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
about , 3.518649E-6 , 1.05559475E-5 , 0.0014109783 , 3.518649E-6 , 3.518649E-6 , 3.518649E-6 , 1.05559475E-5
aboutincreasing , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
aboutmatter , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
aboutsubject , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
aboutyoung , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
above , 3.5536605E-6 , 3.5536605E-6 , 0.0014250178 , 3.5536605E-6 , 3.5536605E-6 , 3.5536605E-6 , 3.5536605E-6
abraham , 0.017857144 , 0.08928572 , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.053571433
abreast , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
abroad , 0.009398497 , 0.0018796993 , 0.0018796993 , 0.020676693 , 0.020676693 , 0.08834587 , 0.009398497
abrupt , 2.9886432E-4 , 0.1407651 , 2.9886432E-4 , 8.96593E-4 , 8.96593E-4 , 2.9886432E-4 , 8.96593E-4
abruptly , 0.011904763 , 0.05952381 , 0.011904763 , 0.035714287 , 0.035714287 , 0.011904763 , 0.035714287
abs , 0.008928572 , 0.04464286 , 0.008928572 , 0.026785716 , 0.04464286 , 0.026785716 , 0.026785716
absailing , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.11904762
abscence , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
absconds , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
abseiling , 0.0014005604 , 0.0014005604 , 0.0014005604 , 0.0014005604 , 0.0014005604 , 0.0014005604 , 0.14145659
absence , 0.012315271 , 0.027093597 , 0.0024630544 , 0.01724138 , 0.01724138 , 0.05172414 , 0.027093597
absent , 0.007936508 , 0.039682545 , 0.007936508 , 0.039682545 , 0.023809526 , 0.039682545 , 0.023809526
absinth , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
absolute , 0.004464286 , 0.040178575 , 0.004464286 , 0.02232143 , 0.040178575 , 0.03125 , 0.02232143
absolutely , 0.0016233767 , 0.048376627 , 3.2467532E-4 , 0.013311689 , 0.046428572 , 0.026298704 , 0.008116884
absolutly , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.071428575 , 0.023809526
absolve , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866
absorb , 0.010204082 , 0.071428575 , 0.010204082 , 0.010204082 , 0.05102041 , 0.010204082 , 0.030612247
absorbed , 0.014285715 , 0.014285715 , 0.014285715 , 0.1 , 0.014285715 , 0.042857148 , 0.014285715
absorber , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
absorptive , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866
absoulutely , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
abstained , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
abstinence , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
absurd , 2.1910605E-4 , 6.573182E-4 , 2.1910605E-4 , 0.14176162 , 2.1910605E-4 , 2.1910605E-4 , 6.573182E-4
absurdly , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.071428575 , 0.023809526
abt , 0.004464286 , 0.06696429 , 0.004464286 , 0.004464286 , 0.03125 , 0.004464286 , 0.049107146
abuja , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
abundance , 0.005494506 , 0.049450554 , 0.005494506 , 0.02747253 , 0.016483517 , 0.038461544 , 0.02747253
abundant , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
abundantly , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
abuse , 5.317264E-4 , 1.7724212E-4 , 1.7724212E-4 , 0.13736264 , 0.0012406948 , 0.0015951791 , 0.002658632
abused , 0.005520505 , 1.1266337E-4 , 1.1266337E-4 , 0.13102749 , 0.006196486 , 3.3799012E-4 , 1.1266337E-4
abusing , 0.053571433 , 0.0059523815 , 0.0059523815 , 0.017857144 , 0.017857144 , 0.041666668 , 0.029761905
abusive , 0.010204082 , 0.010204082 , 0.010204082 , 0.071428575 , 0.05102041 , 0.010204082 , 0.030612247
abut , 0.023809526 , 0.071428575 , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526
abysmal , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866
abyss , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
academia , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
academically , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526
academics , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526
academy , 0.0071428576 , 0.021428574 , 0.0071428576 , 0.0071428576 , 0.0071428576 , 0.092857145 , 0.035714287
acb , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
acc , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
accdient , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
accedas , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
accelerating , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.071428575
acceleration , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575
accelerator , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526
accent , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
accentance , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
accents , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
